"gender","genderID","height","weight","shoeSize","schoolYear","studyHr","GPA","ACT","pets","siblings","speed","cash","sleep","shoeNums","ageMother","ageFather","random","love","charity"
"Female","Female",61,123,6,"Freshman",4.5,3.8,27,0,0,80,12,6.5,27,52,50,9,"few",85
"Female","Female",66,120,7,"Freshman",4.5,3.2,28,2,2,100,1,6,15,44,46,10,"few",50
"Male","Male",70,170,9,"Freshman",2.5,2.8,25,1,2,70,30,7.5,4,59,65,9,"few",7
"Female","Female",60,115,6.5,"Freshman",1,3,23,3,1,90,0,7,20,47,49,7,"one",45
"Female","Female",60,155,6.5,"Freshman",6,3.1,33,1,0,85,2,6,25,53,56,7,"dozens",99
"Female","Female",64,132,7.5,"Freshman",3,3.5,27,1,1,65,40,7.5,20,53,57,6,"one",50
"Female","Female",64,108,8.5,"Sophomore",3.5,3.5,28,2,1,95,70,6.5,5,51,55,8,"dozens",55
"Male","Male",72,185,11.5,"Freshman",2,2.5,28,1,1,170,2,6,3,46,52,7,"one",10
"Female","Female",67,139,8.5,"Sophomore",1,3.5,30,2,3,100,68,9,14,46,55,4,"few",95
"Female","Female",68,170,8.5,"Freshman",2,3.7,26,8,1,100,300,6,10,47,46,3,"few",100
"Female","Female",61,190,8,"Freshman",2,1.5,20,0,1,110,35,6,10,59,43,7,"few",50
"Female","Female",67,168,9,"Freshman",2,3.8,29,2,1,100,20,8,10,47,47,1,"few",85
"Female","Female",62,120,7.5,"Sophomore",4.5,3.9,22,2,2,119,88,7,14,52,54,8,"few",70
"Female","Female",63,114,6.5,"Freshman",2,4,29,2,1,90,40,7.5,18,53,54,8,"few",90
"Female","Female",67,145,8,"Freshman",0,3.5,30,4,3,90,25,9,15,49,49,6,"few",100
"Female","Female",68,125,9,"Freshman",5,3.2,25,0,2,70,150,7.5,12,56,57,4,"dozens",5
"Female","Female",62,142,6.5,"Junior",5.5,2.8,24,1,1,80,40,7.5,15,52,58,4,"dozens",10
"Female","Female",69,220,10,"Sophomore",0.5,1.3,21,0,1,123,1,6,8,50,55,9,"one",20
"Female","Female",62,190,8,"Freshman",1.5,2.7,27,0,2,0,80,6.5,10,42,40,6,"few",50
"Female","Female",63,114,9,"Freshman",5,2.6,23,3,2,40,30,9,10,41,42,4,"one",20
"Male","Male",74,240,15.5,"Freshman",4,3.1,26,0,1,100,1000,6,3,58,61,3,"thousands",100
"Female","Female",64,120,10,"Freshman",2,2.5,26,2,1,100,300,8,25,52,54,4,"one",100
"Female","Female",69,140,9.5,"Freshman",4.5,3.8,30,1,2,112,20,6,19,49,51,4,"few",98
"Female","Female",61,100,6,"Freshman",2,3,30,0,1,101,10,8,17,50,54,2,"few",81
"Female","Female",65,140,8,"Freshman",1,2.7,29,0,0,50,20,9,12,54,45,4,"one",50
"Female","Female",62,139,6.5,"Freshman",3.5,3.5,25,0,1,70,60,6,21,53,56,7,"few",75
"Female","Female",61,123,7,"Freshman",1,3.4,30,2,1,100,120,6,30,50,55,9,"few",90
"Female","Female",64,140,8.5,"Freshman",3.5,3.7,27,0,3,105,34,8,12,39,49,9,"few",10
"Male","Male",68,174,10.5,"Freshman",7,4,27,0,1,90,40,8,8,50,54,7,"one",33
"Female","Female",66,136,8.5,"Freshman",1.5,3,28,1,7,75,300,5.5,25,48,50,10,"few",50
"Male","Male",72,143,9.5,"Freshman",1,3,30,0,0,0,1000,8,14,47,47,7,"few",50
"Female","Female",66,115,7.5,"Freshman",3,3.8,26,6,3,95,22,7,25,58,58,9,"few",100
"Male","Male",71,155,10.5,"Freshman",4,2.9,26,0,3,90,1,7,6,43,55,1,"few",20
"Male","Male",67,153,10,"Sophomore",3,3.1,18,0,1,0,100,7,8,50,55,8,"dozens",70
"Female","Female",65,138,8.5,"Sophomore",0.5,2.9,26,3,9,60,150,8,6,43,42,9,"few",50
"Male","Male",73,215,12,"Freshman",1.5,2.3,25,7,0,114,86,7,3,47,55,3,"one",20
"Male","Male",71,145,11,"Freshman",3,3.1,33,0,2,95,15,7.5,6,44,45,5,"one",99
"Male","Male",67,154,8,"Junior",3,3.6,23,0,1,90,30,8,3,56,60,3,"one",30
"Female","Female",62,124,7,"Freshman",3,3.6,27,0,2,80,300,6.5,10,51,53,9,"one",99
"Female","Female",66,107,7.5,"Sophomore",6,3.3,26,0,2,0,0,7.5,3,48,56,8,"few",100
"Female","Female",65,145,7,"Freshman",1.5,3.5,29,0,2,100,200,6.5,7,52,51,8,"few",100
"Female","Female",59,150,6.5,"Freshman",1,2.7,26,2,4,100,8,8,15,53,53,5,"few",4
"Female","Female",68,160,9,"Freshman",3,4,28,3,1,100,10,8,18,48,49,2,"few",90
"Female","Female",61,145,8,"Junior",1.5,3.4,20,2,3,85,60,6.5,30,49,50,7,"one",80
"Female","Female",61,120,6,"Freshman",1.5,3.6,27,0,1,92,46,8,9,40,42,2,"dozens",90
"Male","Male",74,215,14,"Freshman",3,4,31,0,1,100,0,8,10,54,65,6,"few",50
"Female","Female",67,115,10,"Freshman",1.5,3.4,24,4,3,61,30,6,7,39,39,1,"one",75
"Female","Female",64,135,7,"Freshman",3,3.6,27,1,2,90,0,7,15,49,49,9,"few",100
"Female","Female",69,125,9,"Freshman",1.5,4,31,3,1,0,60,6.5,20,54,53,8,"few",90
"Male","Male",74,165,12,"Freshman",3,2.5,28,2,3,90,20,7,5,52,51,5,"dozens",10
"Female","Female",65,161,8.5,"Freshman",7,3.7,21,0,4,50,0,7,10,56,65,8,"one",75
"Female","Female",65,130,7.5,"Freshman",5,3.3,27,1,1,100,2,10,20,50,51,5,"dozens",30
"Female","Female",61,103,6,"Freshman",2,1.7,21,3,4,40,0,6,20,42,48,7,"few",70
"Male","Male",70,225,13,"Freshman",0,2.9,19,7,4,40,200,9,10,43,44,8,"thousands",50
"Female","Female",64,230,8.5,"Sophomore",3,3.6,27,1,1,90,50,5,10,47,53,5,"hundreds",65
"Male","Male",68,140,9,"Sophomore",2.5,3,29,3,1,115,300,6,6,46,47,4,"one",80
"Female","Female",63,115,7.5,"Freshman",2,3.3,27,3,3,90,100,8,12,57,57,9,"dozens",60
"Female","Female",62,107,7,"Freshman",2,2.5,22,0,2,80,1000,6,10,49,47,1,"one",75
"Female","Female",69,170,10,"Freshman",2,4,28,3,2,70,30,7,12,53,54,6,"few",100
"Male","Male",73,170,11.5,"Freshman",1.5,1,22,0,3,34,2,6.5,5,42,39,2,"few",90
"Female","Female",65,135,9,"Freshman",5,2.7,27,1,0,100,20,6.5,20,56,58,7,"few",50
"Female","Female",68,168,8.5,"Freshman",3,3.7,29,3,2,85,100,8,10,53,51,7,"few",80
"Male","Male",69,172,10.5,"Freshman",3,3.3,29,3,3,105,5,9,4,56,56,7,"few",30
"Female","Female",63,109,6.5,"Freshman",3,3.8,27,0,2,38,50,9.5,13,54,53,3,"hundreds",51
"Female","Female",62,155,10,"Freshman",4,2.1,21,15,1,70,75,6,16,44,55,10,"few",10
"Female","Female",64,115,7,"Freshman",2.5,3.5,29,4,1,80,45,7.5,10,52,50,6,"few",70
"Female","Female",66,130,8,"Freshman",3,3.6,28,1,1,84,20,7,10,55,53,8,"few",98
"Female","Female",66,128,8,"Sophomore",3,3.1,22,0,2,125,30,6,20,57,57,7,"millions",50
"Female","Female",66,134,9.5,"Freshman",0.5,2.9,26,0,2,60,10,6,22,49,50,7,"dozens",80
"Female","Female",64,140,9,"Freshman",1,3,25,4,2,80,0,8,9,46,45,4,"dozens",100
"Female","Female",64,118,8,"Junior",0.5,4,26,3,1,100,16,6,12,48,50,7,"none",50
"Male","Male",68,169,9.5,"Junior",4,2.8,24,7,2,75,0,6.5,7,55,45,2,"millions",90
"Male","Male",70,125,12,"Freshman",2.5,3.6,30,2,2,80,70,5.5,2,50,56,2,"hundreds",0
"Female","Female",66,120,9,"Freshman",2,3.5,29,4,1,90,0,6,5,48,56,6,"few",80
"Female","Female",66,147,9,"Freshman",3.5,3.8,26,3,1,101,0,6.5,11,51,50,5,"one",40
"Female","Female",65,135,7,"Freshman",1.5,3.6,26,1,2,100,0,7,12,56,56,4,"few",50
"Female","Female",60,130,6,"Sophomore",5.5,3.2,20,3,3,85,20,6.5,20,48,47,3,"few",100
"Female","Female",64,171,10,"Freshman",2,3.3,24,8,2,45,200,7,30,42,42,6,"few",75
"Female","Female",64,145,8,"Freshman",4.5,3.2,24,1,0,90,30,7.5,25,58,60,6,"one",90
"Female","Female",71,142,9.5,"Freshman",2,3.5,29,4,2,100,44,8.5,14,47,48,7,"few",80
"Female","Female",67,135,8.5,"Sophomore",3.5,2.7,23,7,2,110,45,8,19,51,51,3,"one",95
"Female","Female",63,130,5.5,"Freshman",1,3,28,0,1,92,0,5,16,58,60,1,"few",98
"Male","Male",67,180,10.5,"Senior",3.5,3.6,34,3,3,104,0,4.5,10,40,41,5,"few",50
"Female","Female",62,123,7,"Freshman",5,2.4,19,1,2,80,4,8,20,49,54,6,"few",51
"Female","Female",62,110,6.5,"Freshman",1,3.8,28,3,1,120,45,7.5,10,56,62,2,"one",50
"Male","Male",65,125,8.5,"Freshman",3.5,3.6,26,11,2,100,15,8.5,12,42,43,10,"one",100
"Female","Female",68,120,9,"Freshman",2,3.5,25,6,2,89,5,6.5,10,59,50,7,"few",97
"Male","Male",75,220,13,"Freshman",3,3.4,24,3,5,95,10,8.5,20,59,65,7,"one",25
"Female","Female",68,220,8.5,"Junior",3,2.5,26,5,2,100,6,7,10,55,55,7,"few",20
"Female","Female",71,135,10,"Freshman",3.5,4,30,30,2,137,140,8,10,53,54,3,"few",99
"Female","Female",61,101,6.5,"Freshman",4,3.8,27,2,1,85,5,6,15,51,50,5,"few",90
"Female","Female",66,150,8.5,"Freshman",1,3.1,22,5,3,95,75,7.5,20,48,46,7,"few",50
"Male","Male",70,129,9,"Freshman",1.5,3.8,29,3,1,135,100,7,3,55,55,1,"thousands",0
"Male","Male",67,135,9.5,"Freshman",5.5,1.3,26,3,1,90,1000,4,0,35,35,6,"one",50
"Female","Female",67,152,8.5,"Freshman",3,3.8,29,0,4,0,0,8,7,48,56,1,"one",100
"Female","Female",63,120,6,"Freshman",2,3,30,0,1,55,40,7.5,6,53,62,4,"dozens",20
"Female","Female",66,156,8.5,"Freshman",0.5,3.2,21,3,3,110,2,6.5,45,46,48,6,"one",75
"Female","Female",67,164,10,"Freshman",1,3.4,29,4,6,0,5,6,7,51,62,8,"hundreds",15
"Female","Female",61,117,8,"Freshman",3,4,30,2,0,85,45,7,14,62,60,5,"one",100
"Male","Male",77,225,14,"Freshman",2.5,3.3,22,3,2,105,21,8.5,6,49,50,7,"one",35
"Female","Female",67,135,8.5,"Junior",2,2.5,16,7,1,80,0,7,20,49,50,5,"one",30
"Male","Male",68,135,9.5,"Freshman",2,2.1,27,1,2,120,100,6,10,55,55,4,"millions",0
"Male","Male",73,175,11.5,"Sophomore",0.5,2.5,32,10,2,95,200,4.5,5,57,54,8,"one",65
"Male","Male",74,280,15,"Sophomore",2,3.4,18,1,3,110,140,6,6,52,54,4,"few",60
"Female","Female",68,142,7.5,"Freshman",3,3.5,25,3,1,85,120,6,25,50,55,8,"dozens",85
"Female","Female",65,125,7.5,"Freshman",5,3.2,24,4,5,60,50,6,40,49,47,3,"none",50
"Female","Female",68,184,7.5,"Freshman",3,2.5,23,0,3,90,1,7.5,17,55,59,7,"one",8
"Female","Female",64,120,6.5,"Freshman",3,3.6,29,4,1,100,200,7.5,30,48,46,1,"one",70
"Male","Male",71,166,11,"Senior",2.5,3.4,23,9,2,105,3,7,5,49,60,7,"thousands",100
"Male","Male",75,215,13,"Sophomore",1,3.4,26,11,3,105,150,7,13,56,58,8,"few",50
"Male","Male",65,132,10.5,"Freshman",9,1.9,27,0,3,100,50,6,7,46,47,8,"millions",50
"Female","Female",65,110,7,"Freshman",6,3,32,0,1,80,20,8,16,43,44,6,"one",90
"Male","Male",70,275,11,"Freshman",0.5,3,21,0,0,149,300,5,6,53,44,7,"one",40
"Male","Male",68,170,9,"Junior",2,2.5,35,0,1,136,28,9,3,49,52,4,"millions",80
"Female","Female",65,115,6,"Freshman",1.5,3.5,31,4,1,85,0,7,20,48,49,5,"hundreds",50
"Male","Male",70,145,10,"Sophomore",2,2.6,30,5,3,110,0,7,4,58,64,7,"millions",100
"Female","Female",72,150,9,"Freshman",2,3.9,29,2,10,100,32,8.5,10,47,51,1,"dozens",50
"Female","Female",67,116,8.5,"Freshman",4,3.2,24,30,2,110,60,9,15,50,51,6,"few",50
"Female","Female",67,125,7.5,"Freshman",4,4,28,0,0,85,34,7.5,6,46,46,7,"thousands",50
"Male","Male",67,196,9,"Freshman",2.5,3,21,2,2,80,15,5,5,53,63,5,"few",2
"Female","Female",63,125,7.5,"Freshman",4.5,3.7,26,1,3,100,400,8,25,47,48,8,"few",80
"Female","Female",63,120,8,"Sophomore",2,3.3,26,3,1,90,20,8,15,50,51,5,"one",5
"Female","Female",65,160,7.5,"Freshman",1,3.3,22,2,1,105,10,8,50,43,46,7,"one",10
"Male","Male",72,159,13,"Freshman",1.5,3.2,21,1,1,55,40,6.5,2,53,57,7,"few",0
"Female","Female",63,145,8,"Freshman",3,3.7,26,2,1,95,100,6.5,30,50,50,7,"few",50
"Female","Female",67,180,11,"Freshman",1,3.9,29,2,1,90,120,7,20,52,50,7,"few",0
"Female","Female",65,135,8.5,"Freshman",2.5,3.5,26,30,4,80,10,6.5,15,50,58,6,"few",99
"Male","Male",68,145,10,"Freshman",2,3.7,30,2,0,120,40,7,10,53,48,9,"one",30
"Female","Female",67,130,8.5,"Freshman",3.5,3.2,25,4,1,90,45,6.5,20,51,50,7,"few",100
"Female","Female",62,115,7.5,"Freshman",4,3.6,27,1,5,85,55,7,11,45,44,7,"one",100
"Female","Female",67,157,8.5,"Freshman",3,4,25,3,2,100,500,6.5,29,56,52,8,"one",50
"Male","Male",62,140,8,"Freshman",2,2.9,31,3,2,105,25,7,6,50,49,4,"hundreds",100
"Female","Female",67,125,7.5,"Freshman",2,2.4,31,6,0,100,40,7.5,12,51,49,5,"few",85
"Male","Male",72,237,12.5,"Junior",3,3.2,20,2,2,100,10,7.5,4,52,54,4,"hundreds",90
"Female","Female",60,95,6,"Freshman",3,2.1,24,0,7,0,29,5.5,10,52,47,7,"none",99
"Female","Female",67,150,9.5,"Freshman",1.5,2.2,25,1,2,100,50,6.5,20,49,49,5,"few",75
"Male","Male",66,200,10,"Junior",0.5,2.8,24,7,1,100,10,8,6,50,53,4,"one",45
"Male","Male",72,200,12,"Freshman",0.5,3.5,22,1,1,100,0,7.5,5,51,56,3,"dozens",60
"Female","Female",64,150,8,"Sophomore",5.5,3.1,20,0,2,90,20,6.5,4,47,53,3,"few",0
"Male","Male",72,185,12,"Sophomore",2,2.8,33,1,2,102,5,6,4,46,49,1,"few",90
"Female","Female",59,92,5,"Junior",4.5,3.3,29,0,1,80,19,8,7,51,51,7,"few",20
"Female","Female",60,98,5,"Freshman",2,3.2,25,2,2,100,30,6,12,55,53,4,"few",50
"Male","Male",72,220,10.5,"Freshman",2,3.8,30,4,0,109,90,7,10,46,46,8,"millions",0
"Female","Female",60,105,6,"Freshman",4,3.3,26,0,3,80,60,7,40,41,42,6,"few",50
"Male","Male",70,186,12,"Sophomore",1.5,3.3,26,0,1,110,20,6.5,7,53,58,6,"few",10
"Female","Female",62,160,8,"Freshman",0.5,2.7,21,15,2,95,45,7.5,12,45,50,5,"one",50
"Female","Female",62,150,7.5,"Freshman",5,3.7,25,6,2,98,25,7,14,48,50,7,"few",30
"Female","Female",65,140,10,"Freshman",1.5,3.5,27,0,2,75,100,8,20,51,51,7,"few",100
"Male","Male",75,180,12,"Sophomore",0.5,3.9,29,5,1,130,0,8,4,47,50,7,"thousands",100
"Female","Female",62,130,7,"Freshman",1,3,23,0,2,30,45,6,12,48,53,4,"one",75
"Male","Male",71,163,11,"Freshman",3.5,3.1,27,1,1,95,35,8,6,50,47,10,"few",45
"Female","Female",63,130,8,"Freshman",10,3.6,26,0,2,0,60,6,10,35,45,1,"few",100
"Female","Female",68,150,7.5,"Freshman",2.5,3.6,24,5,0,85,40,8,25,62,58,4,"few",75
"Female","Female",64,133,7.5,"Freshman",3,3.9,24,0,7,80,50,8,21,58,58,3,"one",100
"Female","Female",65,155,7,"Freshman",4,2.7,25,0,0,105,103,7,13,45,50,4,"few",70
"Female","Female",68,118,7.5,"Sophomore",8.5,3.7,28,0,2,60,20,4,30,49,47,1,"thousands",50
"Female","Female",62,118,8.5,"Freshman",2.5,3.9,26,2,2,45,50,7,10,57,65,2,"few",100
"Female","Female",63,115,6.5,"Freshman",4,3.5,27,2,1,90,80,7.5,7,48,48,3,"few",50
"Female","Female",66,132,8,"Freshman",2,2.9,28,1,2,87,6,8.5,8,49,46,2,"thousands",100
"Female","Female",63,180,9,"Freshman",4.5,3.6,22,1,4,84,76,7.5,18,38,39,3,"one",5
"Female","Female",61,123,6,"Freshman",3,3.3,29,0,1,90,20,6,18,45,54,5,"few",75
"Female","Female",68,142,10.5,"Sophomore",2.5,3.2,27,2,2,129,39,4,50,53,50,3,"few",90
"Female","Female",67,151,8,"Sophomore",3.5,3.8,29,2,1,100,95,6,20,54,56,6,"few",50
"Female","Female",64,140,8,"Freshman",3,3.9,25,0,1,80,20,7,50,56,62,7,"few",50
"Male","Male",74,185,12,"Freshman",2,2.5,21,0,0,120,0,7,6,38,41,1,"few",75
"Female","Female",65,125,8,"Freshman",4,2.9,29,1,2,95,85,7.5,12,50,60,6,"few",50
"Female","Female",66,124,7.5,"Sophomore",8,3.7,33,0,2,120,1,7,15,46,48,7,"few",30
"Female","Female",69,135,8.5,"Sophomore",3,3.8,26,1,3,90,79,8.5,9,52,53,6,"few",85
"Female","Female",66,142,11,"Freshman",2,2.1,21,2,1,80,3,6,10,45,45,7,"few",11
"Female","Female",64,120,7,"Freshman",4.5,3.9,27,12,1,115,35,8.5,20,42,43,7,"dozens",100
"Female","Female",68,136,7.5,"Sophomore",3,3,30,2,2,0,200,6.5,30,50,52,2,"dozens",1
"Female","Female",61,110,6,"Freshman",2,3.4,30,6,4,90,20,7,20,40,41,2,"few",50
"Female","Female",63,130,7.5,"Freshman",3,3.9,27,2,2,90,43,10,30,45,46,4,"one",40
"Female","Female",62,116,7.5,"Sophomore",1.5,3.5,25,5,3,100,20,7,20,51,63,6,"few",20
"Male","Male",69,167,11,"Freshman",6,2.9,20,2,2,0,200,7,9,44,49,7,"dozens",10
"Female","Female",61,135,7.5,"Freshman",6,3.5,25,0,1,60,30,7,12,44,47,2,"few",4
"Male","Male",71,185,10.5,"Freshman",2,3.7,28,1,1,95,80,7.5,8,52,60,5,"dozens",95
"Female","Female",65,136,8.5,"Freshman",3,2.8,27,1,3,90,110,7,23,44,46,6,"few",100
"Female","Female",68,185,9,"Freshman",3,3.4,28,2,1,115,24,8.5,14,53,65,6,"thousands",85
"Female","Female",64,142,8,"Freshman",3,3,27,5,1,80,0,7,6,58,56,6,"few",50
"Female","Female",64,120,7.5,"Freshman",0.5,3.7,28,0,1,30,35,6.5,15,49,49,8,"dozens",80
"Female","Female",64,200,9,"Senior",3.5,2.7,32,3,1,130,47,5,13,42,43,7,"thousands",50
"Female","Female",63,125,7.5,"Freshman",2,3.4,29,3,1,85,2,8,23,51,51,5,"few",100
"Male","Male",68,131,9,"Freshman",3,3.4,27,0,1,60,100,7,8,48,50,3,"few",100
"Female","Female",62,140,8,"Freshman",2,3.7,29,7,1,90,4,7,10,52,61,6,"dozens",50
"Female","Female",66,145,8.5,"Freshman",3,3.9,28,0,3,90,15,7,10,51,53,3,"few",90
"Female","Female",62,109,7,"Freshman",8,3.9,31,0,0,0,30,7.5,20,49,49,7,"one",100
"Male","Male",93,152,12.5,"Freshman",6,3.7,32,2,0,22,1000,7.5,7,50,50,2,"one",4
"Female","Female",66,118,8.5,"Freshman",2,3.4,23,1,4,140,300,6.5,15,45,50,3,"few",50
"Male","Male",74,175,10.5,"Freshman",2,3.5,28,0,1,90,40,6.5,10,49,51,8,"few",50
"Female","Female",63,110,7,"Sophomore",5,2.6,23,1,2,60,31,6,30,42,59,5,"few",75
"Female","Female",60,110,4,"Freshman",2.5,1.5,21,7,11,58,50,8.5,15,36,45,7,"few",50
"Female","Female",68,140,9,"Freshman",1.5,3.8,25,1,2,90,40,7,20,52,54,3,"few",75
"Female","Female",62,153,8,"Freshman",3,3.5,24,5,1,100,40,8,20,48,47,7,"dozens",85
"Female","Female",63,125,6,"Freshman",3,2.7,28,2,1,80,22,7,20,46,52,7,"few",60
"Female","Female",67,145,7.5,"Freshman",5,3.3,23,7,1,80,40,7,50,43,47,3,"one",40
"Male","Male",69,155,10,"Freshman",3,1.5,29,0,1,90,80,8,5,50,50,4,"few",25
"Female","Female",66,228,9,"Freshman",3.5,3.8,27,18,3,100,23,6,12,53,55,10,"few",99
"Female","Female",68,160,9,"Freshman",3,1.7,21,0,4,100,0,5,13,44,52,8,"one",50
"Female","Female",68,140,8.5,"Freshman",5,3,24,0,1,70,25,6.5,11,40,46,6,"few",50
"Male","Male",70,183,10.5,"Sophomore",1.5,3,18,0,0,115,20,7,12,37,43,3,"dozens",20
"Male","Male",76,195,11,"Freshman",2,3.3,29,0,1,100,40,5,6,50,48,7,"few",70
"Female","Female",69,145,8.5,"Freshman",3,3.3,27,1,1,90,3,8,30,52,54,9,"few",40
"Female","Female",67,200,9.5,"Freshman",2.5,3.2,27,0,2,90,40,5.5,34,50,56,6,"few",50
"Female","Female",63,127,8.5,"Freshman",3,3.8,28,2,1,80,22,7.5,20,51,51,10,"one",50
"Female","Female",62,123,6,"Sophomore",1,3,27,9,4,110,2,6.5,15,45,52,7,"few",80
"Female","Female",60,158,7,"Freshman",4.5,3.3,21,6,1,115,40,7.5,35,44,44,2,"few",80
"Female","Female",63,106,6.5,"Freshman",3,3,26,1,2,100,75,6,15,47,52,3,"few",45
"Female","Female",66,185,9.5,"Freshman",2,4,31,4,1,85,25,8.5,10,48,52,8,"hundreds",25
"Male","Male",68,150,10,"Freshman",5,3.5,26,3,1,103,40,5,11,45,50,8,"hundreds",50
"Female","Female",64,130,8.5,"Freshman",4,3,26,2,1,100,200,7.5,12,44,47,4,"few",40
"Female","Female",61,116,6,"Freshman",0.5,2.8,23,1,2,90,20,7,20,43,52,3,"few",50
"Male","Male",72,155,11,"Freshman",3.5,3,27,1,2,100,1000,9,11,48,52,7,"few",4
"Female","Other",67,115,8,"Freshman",2,1.1,30,0,2,90,4,4,11,46,50,1,"few",50
"Female","Female",64,116,8,"Freshman",0.5,2.7,21,1,3,70,5,7,10,43,44,6,"few",17
"Male","Male",72,182,12,"Freshman",1,3.6,34,3,1,83,14,8,7,59,65,9,"hundreds",85
"Female","Female",65,130,8.5,"Freshman",3,2.9,21,4,3,94,1,8,14,51,53,8,"few",80
"Male","Male",73,146,12,"Freshman",1,2.1,28,1,1,0,5,6,4,53,60,5,"few",5
"Female","Female",61,124,6,"Sophomore",5,2.7,26,1,2,100,20,5.5,30,39,51,6,"one",86
"Female","Female",66,150,10,"Freshman",4,3.8,30,1,1,90,150,7,20,50,50,7,"few",50
"Female","Female",67,120,7.5,"Freshman",4,3.4,25,11,1,71,3,6.5,23,46,46,7,"few",96
"Female","Female",66,121,7.5,"Freshman",2,3.3,24,2,1,85,17,8,20,51,54,7,"one",50
"Female","Female",67,125,9.5,"Freshman",1,3.2,29,1,2,100,5,5,10,46,47,6,"few",90
"Female","Female",59,113,5,"Sophomore",5,2.4,23,5,2,115,1,7,25,40,45,7,"few",50
"Female","Female",68,145,10,"Freshman",1,2.8,29,3,1,92,30,6.5,14,50,51,4,"dozens",21
"Female","Female",61,121,7,"Freshman",4,1.5,24,0,1,0,130,6.5,8,55,54,2,"few",25
"Male","Male",76,205,12.5,"Freshman",2.5,3.6,28,2,2,85,20,8,4,47,50,2,"few",100
"Female","Female",64,160,9,"Freshman",4,3.2,24,0,1,0,120,7.5,20,54,52,8,"one",50
"Female","Female",65,120,7,"Freshman",1.5,3.7,28,0,2,110,55,7.5,10,51,50,7,"dozens",100
"Male","Male",77,200,11,"Freshman",3,3.6,31,1,1,85,500,8,9,50,55,5,"dozens",10
"Male","Male",70,140,10.5,"Freshman",2,2.2,23,2,1,40,800,8,6,41,43,5,"one",100
"Male","Male",72,142,10.5,"Freshman",1.5,3.3,28,2,1,98,140,5.5,10,40,40,5,"few",5
"Male","Male",67,160,9,"Freshman",2.5,3.7,29,2,2,102,48,6,10,51,52,9,"few",75
"Female","Female",65,170,10,"Freshman",0.5,3.4,21,10,3,40,6,6,8,44,47,2,"few",60
"Male","Male",70,140,10,"Freshman",2,3,23,1,2,125,400,6.5,6,36,38,3,"few",30
"Female","Female",63,190,8,"Junior",0.5,4,32,2,2,75,20,7,10,53,52,7,"none",100
"Female","Female",67,160,9,"Freshman",3.5,2.7,27,1,1,110,40,6.5,30,50,54,2,"one",100
"Male","Male",67,155,10.5,"Freshman",1,3.9,32,0,8,110,22,7.5,5,38,44,7,"few",100
"Male","Female",67,190,9.5,"Senior",5,3,28,2,2,105,20,6.5,6,46,42,1,"few",100
"Male","Male",68,150,9.5,"Freshman",3,3.7,28,1,1,105,20,7,3,50,53,3,"dozens",33
"Male","Male",70,155,9.5,"Freshman",2,3.5,29,2,2,110,500,7,5,50,46,3,"few",100
"Male","Male",70,190,10,"Junior",0.5,3.8,32,7,2,140,3,5.5,2,54,55,8,"few",60
"Female","Female",63,130,7,"Freshman",2,3,27,1,1,97,1000,10,20,52,53,2,"few",0
"Male","Male",66,130,10,"Junior",5,3.5,28,0,1,90,42,8,3,56,57,7,"few",8
"Female","Female",63,120,8,"Freshman",3,2.9,28,5,2,80,20,6,35,51,53,4,"one",80
"Male","Male",70,175,10.5,"Junior",3,3.6,13,3,2,160,0,6.5,3,57,59,9,"dozens",80
"Female","Female",64,120,7,"Freshman",2,4,27,1,1,100,0,7,20,56,58,3,"few",75
"Female","Female",68,140,8,"Freshman",2,2.8,26,1,2,100,1,7,12,48,50,4,"few",90
"Female","Female",63,145,8,"Freshman",5,3.2,32,1,1,90,100,5.5,10,54,54,3,"dozens",79
"Male","Male",76,210,13,"Junior",2,3,29,2,1,85,20,7.5,4,50,51,8,"few",50
"Female","Female",64,123,7.5,"Freshman",2.5,3.4,30,0,1,0,50,7,6,48,49,2,"few",70
"Female","Female",60,130,6,"Freshman",2,3.8,30,27,3,70,25,8,10,57,55,8,"one",80
"Female","Female",67,160,8.5,"Freshman",3,3.3,25,1,1,96,45,8,16,52,54,4,"few",60
"Female","Female",63,115,8.5,"Freshman",1.5,3.6,24,3,2,80,1,7,11,55,65,6,"few",50
"Female","Female",61,128,6,"Sophomore",2,3.2,27,3,2,90,30,8,25,56,64,7,"one",70
"Male","Male",71,190,10.5,"Freshman",1,3.3,29,3,2,110,27,8.5,19,64,62,8,"few",100
"Female","Female",61,160,7.5,"Freshman",8,1.8,22,3,1,0,0,6,5,43,43,9,"one",4
"Male","Male",68,185,9,"Freshman",3,2.3,26,1,3,90,80,7,15,42,46,7,"few",90
"Female","Female",65,130,7,"Freshman",1.5,3.6,27,2,2,105,10,6,20,52,53,8,"few",60
"Female","Female",62,114,7.5,"Freshman",3,3.6,24,3,0,43,0,7.5,11,45,46,9,"millions",67
"Male","Male",72,236,12.5,"Freshman",3.5,1.7,23,0,2,80,15,4.5,18,54,49,3,"one",15
"Male","Male",75,190,13,"Freshman",4,4,35,1,1,90,150,7.5,8,58,57,10,"one",51
"Female","Female",64,130,8.5,"Freshman",2.5,4,27,15,5,94,150,6.5,20,50,56,3,"few",60
"Female","Female",64,135,7.5,"Freshman",0.5,3.6,26,1,1,60,40,8,25,51,51,8,"few",90
"Female","Female",66,160,9,"Freshman",2,3.8,25,1,1,105,5,8,15,54,56,4,"one",50
