"gender","genderID","greek","homeTown","ethnicity","religion","religious","GPA","partyHr","drinks","sexPartners","relationships","firstKissAge","callParents","socialMedia","texts","goodOrWell","expectedIncome","indepVsRespect","curiosityVsManners","selfRelianceVsObedience","considerateVsWellBehaved","primary","UScitizen","president","execttiveOrder","liberal","politicalParty","gradeVsLearning","parentRelationship","workHr","tuition","career","section"
"Male","Male","No","Big City Subrub","South Asian","Hindu",3,3,12,6,3,2,13,7,3,5,8,200,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","Yes","Chose not to vote",0,3,"Democratic",2,7,0,50,8,"L2"
"Male","Male","No","Big City","East Asian","Atheist",0,3.8,2,0,0,1,16,5,2,5,8,300,"respect for their elders","good manners","obedience","well-behaved","Unsure","No","Chose not to vote",5,7,"Other",4,7,0,100,5,"L2"
"Female","Female","No","Big City","Black","Christian",2,2.8,2,2,1,1,16,7,3,2,5,200,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,2,"Democratic",10,10,20,0,2,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",6,2.6,5,6,6,1,17,2,10,5,5,120,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Chose not to vote",2,2,"Democratic",5,9,20,100,3,"L2"
"Female","Female","No","Big City Subrub","White","Christian",2,3.5,2,0,0,1,26,1,2,5,1,75,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,1,"Democratic",5,6,0,100,2,"L2"
"Female","Female","No","Big City Subrub","Black","Agnostic",0,2.2,5,0,1,1,15,11,7,3,5,83,"independence","good manners","obedience","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,5,"Democratic",7,8,0,40,5,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",4,3.2,6,11,4,3,12,3,5,8,5,80,"respect for their elders","good manners","self-reliance","being considerate","Donald Trump","Yes","Donald Trump",1,7,"Republican",6,7,0,90,5,"L2"
"Male","Male","Yes","Big City Subrub","East Asian","Christian",10,2.1,2,0,0,0,13,1,2,7,10,500,"respect for their elders","good manners","self-reliance","being considerate","Donald Trump","Yes","Chose not to vote",0,7,"Republican",10,10,0,100,7,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",2,3,16,30,4,2,14,4,2,13,5,80,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","Yes","Chose not to vote",2,5,"Other",8,9,15,50,4,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",0,4,14,20,1,2,10,3,2,10,0,100,"respect for their elders","good manners","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,0,"Democratic",9,10,10,30,6,"L2"
"Female","Female","No","Medium City","White","Agnostic",0,3,8,20,5,3,15,2,10,10,8,100,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",3,3,"Democratic",3,7,0,100,3,"L2"
"Female","Female","No","Big City","Hispanic","Religious but not one of the above",1,2.8,20,10,6,0,15,1,5,10,5,35,"independence","good manners","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,5,"Democratic",5,5,10,100,10,"L2"
"Male","Male","No","Big City Subrub","Other","Atheist",0,3.2,0,0,1,1,17,1,3,2,10,110,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","Yes","Hillary Clinton",7,5,"Independent",0,2,0,60,4,"L2"
"Male","Male","No","Big City","Hispanic","Christian",1,3,2,1,2,1,13,16,6,2,6,120,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Jill Stein",0,5,"Other",8,10,25,50,5,"L2"
"Female","Female","Yes","Big City Subrub","White","Jewish",2,4,7,8,1,1,15,7,2,2,1,80,"independence","good manners","obedience","being considerate","Bernie Sanders","Yes","Hillary Clinton",1,2,"Democratic",6,9,0,100,9,"L2"
"Female","Female","No","Small Town","White","Agnostic",1,4,5,2,1,1,20,4,10,4,10,20,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Chose not to vote",0,0,"Democratic",2,7,0,20,0,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",3,3.4,9,15,1,3,16,7,8,5,8,100,"respect for their elders","good manners","self-reliance","being considerate","Donald Trump","Yes","Donald Trump",10,7,"Republican",3,10,0,100,8,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",2,3.5,20,30,3,5,14,2,3,2,5,300,"independence","good manners","self-reliance","being considerate","Donald Trump","Yes","Donald Trump",5,5,"Republican",6,10,0,100,5,"L2"
"Male","Male","Yes","Big City Subrub","White","Jewish",0,3.2,8,6,10,1,16,3,2,12,10,800,"respect for their elders","curiosity","obedience","being considerate","Unsure","Yes","Chose not to vote",3,5,"Democratic",5,8,0,60,6,"L2"
"Male","Male","No","Big City","Other","Religious but not one of the above",5,1.7,5,1,1,1,13,1,5,2,10,90,"respect for their elders","good manners","obedience","well-behaved","Hillary Clinton","Yes","Chose not to vote",0,0,"Democratic",1,8,0,50,7,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",5,3.8,12,18,5,1,16,7,4,5,0,100,"respect for their elders","good manners","obedience","well-behaved","Unsure","Yes","Chose not to vote",0,4,"Republican",6,9,0,100,9,"L2"
"Female","Female","No","Big City","Black","Christian",5,3.5,2,6,0,0,18,2,4,11,5,60,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,2,"Democratic",4,8,15,0,6,"L2"
"Male","Male","No","Big City Subrub","White","Agnostic",0,3.4,8,15,1,1,16,1,2,4,0,39,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,0,"Democratic",5,6,0,40,0,"L2"
"Female","Female","No","Big City Subrub","South Asian","Muslim",7,2,1,0,0,0,26,3,4,15,0,50,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","Yes","Jill Stein",0,3,"Democratic",5,10,0,20,8,"L2"
"Male","Male","No","Big City","East Asian","Agnostic",0,3.5,50,50,50,25,26,50,10,50,10,99999,"respect for their elders","good manners","obedience","being considerate","Donald Trump","Yes","Donald Trump",10,10,"Green",10,9,5,10,4,"L2"
"Female","Female","No","Big City","White","Christian",7,2.7,5,10,4,0,16,7,5,10,6,2000,"independence","curiosity","self-reliance","being considerate","Other Republican","Yes","Donald Trump",6,6,"Republican",10,7,0,0,6,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",7,3.7,10,12,1,1,13,2,3,6,4,80,"respect for their elders","curiosity","self-reliance","being considerate","Other Republican","Yes","Donald Trump",5,10,"Republican",5,4,40,10,7,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",9,4,0,0,0,1,16,3,2,6,0,65,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,1,"Independent",8,10,0,90,9,"L2"
"Female","Female","No","Big City","White","Agnostic",3,2.6,8,6,6,0,14,0,8,4,5,60,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,2,"Democratic",7,0,0,0,8,"L2"
"Female","Female","No","Big City","White","Christian",4,3.9,6,6,3,2,13,3,1,3,5,100,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,2,"Democratic",5,8,10,90,5,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",2,3.9,0,0,1,2,15,5,4,5,6,80,"independence","good manners","self-reliance","being considerate","Other Republican","Yes","Gary Johnson",2,4,"Libertarian",5,7,0,60,8,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",10,3.4,10,8,0,0,17,4,5,12,5,100,"respect for their elders","good manners","self-reliance","well-behaved","Unsure","Yes","Chose not to vote",5,7,"Republican",5,5,0,70,8,"L2"
"Female","Female","No","Big City","Black","Christian",4,3.9,0,0,0,0,26,5,10,2,5,200,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,2,"Democratic",2,10,5,30,0,"L2"
"Female","Female","No","Big City","East Asian","Atheist",1,3.2,0,0,0,0,26,1,6,3,8,30,"respect for their elders","good manners","self-reliance","well-behaved","Hillary Clinton","Yes","Hillary Clinton",5,5,"Democratic",5,6,10,80,5,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",3,4,10,20,3,2,13,20,3,7,5,200,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,2,"Democratic",2,10,0,50,8,"L2"
"Male","Male","Yes","Big City Subrub","White","Christian",5,2.8,10,12,1,1,16,2,2,3,5,150,"respect for their elders","good manners","obedience","being considerate","Unsure","Yes","Chose not to vote",5,5,"Other",2,8,30,100,7,"L2"
"Female","Female","No","Big City Subrub","White","Christian",4,3.4,30,35,2,1,13,10,2,15,8,250,"respect for their elders","good manners","self-reliance","being considerate","Donald Trump","Yes","Donald Trump",7,8,"Republican",4,10,0,100,0,"L2"
"Male","Male","Yes","Medium City","White","Jewish",2,3.4,17,34,4,2,13,2,3,4,7,50,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,2,"Democratic",5,9,0,60,5,"L2"
"Female","Female","No","Small Town","White","Christian",7,3.5,3,7,10,7,13,11,5,3,8,200,"respect for their elders","good manners","self-reliance","well-behaved","Donald Trump","Yes","Donald Trump",10,8,"Republican",7,10,0,10,8,"L2"
"Female","Female","Yes","Medium City","White","Christian",6,3.5,2,3,1,2,16,2,4,6,5,40,"independence","curiosity","obedience","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,2,"Democratic",7,9,10,10,1,"L2"
"Female","Female","No","Medium City","White","Christian",7,3.8,6,3,1,1,15,1,10,3,4,60,"independence","curiosity","self-reliance","being considerate","Unsure","Yes","Hillary Clinton",4,5,"Democratic",8,10,0,100,7,"L2"
"Female","Female","No","Big City Subrub","Black","Christian",4,2.8,10,3,3,1,26,5,10,3,5,900,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Chose not to vote",0,4,"Republican",5,7,0,0,10,"L2"
"Female","Female","No","Big City Subrub","South Asian","Muslim",8,3.5,4,0,0,0,26,7,3,8,5,500,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,5,"Democratic",5,7,0,100,7,"L2"
"Female","Female","No","Small Town","Hispanic","Agnostic",0,3.3,1,1,4,2,13,4,6,10,7,40,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","Yes","Chose not to vote",0,4,"Democratic",6,10,0,100,6,"L2"
"Female","Female","No","Big City","Black","Christian",7,1.5,3,0,3,3,14,7,6,1,5,90,"respect for their elders","good manners","self-reliance","well-behaved","Hillary Clinton","Yes","Hillary Clinton",3,5,"Other",5,8,0,0,7,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",8,2.8,11,15,3,1,14,30,6,15,5,123,"independence","curiosity","self-reliance","being considerate","Donald Trump","Yes","Chose not to vote",5,5,"Republican",3,10,0,50,5,"L2"
"Female","Female","Yes","Small Town","White","Christian",3,4,4,7,1,1,15,2,2,10,5,500,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,3,"Democratic",5,7,0,80,5,"L2"
"Female","Female","No","Big City Subrub","White","Christian",7,3.7,0,0,0,1,16,1,4,3,4,100,"respect for their elders","good manners","obedience","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,2,"Democratic",3,8,0,100,8,"L2"
"Male","Female","Yes","Big City Subrub","White","Agnostic",2,2.7,22,40,5,1,16,2,1,10,5,100,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",5,6,"Libertarian",0,7,15,40,0,"L2"
"Female","Female","Yes","Big City","White","Christian",3,3.2,10,9,3,3,12,1,1,8,5,450,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,0,"Democratic",5,5,0,70,10,"L2"
"Female","Female","No","Big City","White","Jewish",2,3.2,3,1,2,2,16,1,2,5,7,40,"independence","curiosity","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,2,"Democratic",5,9,0,0,6,"L2"
"Female","Female","Yes","Big City","Black","Christian",2,2.4,6,10,4,1,12,3,10,4,5,95,"respect for their elders","good manners","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,0,"Democratic",7,3,10,0,6,"L2"
"Male","Male","No","Medium City","East Asian","Christian",7,2.3,0,0,0,0,26,7,2,1,3,10,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Yes","Chose not to vote",4,0,"Democratic",7,8,5,100,0,"L2"
"Female","Female","No","Medium City","Black","Christian",10,3.8,7,0,2,2,12,3,0,4,5,500,"independence","good manners","self-reliance","well-behaved","Hillary Clinton","Yes","Chose not to vote",0,3,"Democratic",4,8,0,10,9,"L2"
"Female","Female","No","Big City","Hispanic","Christian",7,3.4,10,5,1,1,12,3,3,2,7,80,"respect for their elders","good manners","obedience","well-behaved","Hillary Clinton","Yes","Hillary Clinton",0,4,"Democratic",7,10,10,10,7,"L2"
"Female","Female","No","Big City Subrub","White","Christian",0,3.5,5,6,0,0,15,1,10,2,5,100,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,0,"Democratic",3,4,5,100,4,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",5,3.8,5,10,3,2,14,3,4,6,6,300,"independence","curiosity","self-reliance","being considerate","Unsure","Yes","Chose not to vote",2,6,"Republican",5,10,10,60,9,"L2"
"Female","Female","No","Big City","East Asian","Buddhist",1,4,0,0,0,0,26,1,3,6,9,500,"independence","good manners","self-reliance","being considerate","Unsure","No","Chose not to vote",5,3,"Libertarian",5,9,0,100,2,"L2"
"Male","Male","No","Big City","Black","Christian",7,3.1,2,1,40,2,12,5,3,5,10,200,"respect for their elders","good manners","self-reliance","well-behaved","Hillary Clinton","Yes","Chose not to vote",0,4,"Democratic",10,10,0,0,6,"L2"
"Male","Male","No","Big City Subrub","White","Christian",7,3.7,3,6,1,1,16,4,1,10,5,1000,"respect for their elders","good manners","self-reliance","well-behaved","Donald Trump","Yes","Donald Trump",9,10,"Republican",5,10,0,30,10,"L2"
"Female","Female","No","Big City Subrub","White","Agnostic",2,3.5,8,4,0,0,17,2,4,13,6,120,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,3,"Democratic",5,5,0,0,8,"L2"
"Male","Male","Yes","Big City Subrub","White","Jewish",5,3.2,3,5,1,1,13,2,5,7,5,250,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,3,"Other",3,9,20,100,6,"L2"
"Female","Female","No","Big City Subrub","South Asian","Hindu",8,3.5,12,12,1,1,15,5,4,15,5,200,"respect for their elders","good manners","obedience","being considerate","Other Republican","Yes","Hillary Clinton",0,5,"Democratic",0,3,15,100,6,"L2"
"Male","Other","No","Big City","White","Atheist",0,1,4,3,7,2,17,2,2,4,4,100,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,3,"Democratic",4,2,0,100,8,"L2"
"Male","Male","No","Big City Subrub","Other","Christian",2,3.7,3,6,2,2,16,4,1,8,5,300,"independence","good manners","self-reliance","well-behaved","Donald Trump","Yes","Not eligible to vote",7,8,"Republican",5,10,0,100,10,"L2"
"Male","Male","No","Big City","Black","Christian",4,2.5,5,1,50,0,7,3,3,3,10,1000,"independence","good manners","obedience","being considerate","Bernie Sanders","Yes","Hillary Clinton",5,5,"Democratic",5,10,0,100,6,"L2"
"Male","Male","No","Big City Subrub","White","Christian",5,4,9,24,4,1,14,2,1,2,7,100,"independence","curiosity","self-reliance","being considerate","Unsure","Yes","Not eligible to vote",0,5,"Other",5,9,0,50,0,"L2"
"Female","Female","No","Big City","Other","Atheist",0,3,8,4,14,3,14,3,3,4,7,90,"respect for their elders","curiosity","self-reliance","well-behaved","Unsure","Yes","Chose not to vote",2,0,"Democratic",5,10,0,40,8,"L2"
"Male","Male","No","Big City Subrub","White","Christian",2,4,0,0,1,1,17,2,3,4,7,200,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Chose not to vote",0,4,"Democratic",3,9,30,20,4,"L2"
"Male","Male","No","Big City","East Asian","Religious but not one of the above",2,3,1,1,0,1,16,0,4,3,8,70,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",3,5,"Democratic",5,9,0,10,5,"L2"
"Female","Female","No","Big City","East Asian","Atheist",1,2.9,3,0,20,0,18,1,5,15,9,2000,"independence","good manners","self-reliance","well-behaved","Donald Trump","Yes","Chose not to vote",8,2,"Independent",5,7,0,100,8,"L2"
"Male","Male","No","Big City Subrub","East Asian","Christian",4,2.6,3,2,2,2,15,2,2,5,5,150,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,3,"Democratic",7,8,0,80,0,"L2"
"Female","Female","No","Small Town","White","Christian",5,3.3,8,15,5,2,14,3,2,5,10,90,"respect for their elders","good manners","self-reliance","being considerate","Hillary Clinton","Yes","Chose not to vote",5,5,"Democratic",2,9,0,40,10,"L2"
"Female","Female","No","Big City Subrub","White","Christian",5,3.6,2,0,0,0,12,1,3,3,5,50,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",1,4,"Democratic",4,8,0,20,9,"L2"
"Female","Female","No","Big City Subrub","Hispanic","Christian",4,3.8,5,5,0,0,26,7,1,8,5,95,"independence","good manners","self-reliance","well-behaved","Hillary Clinton","Yes","Hillary Clinton",0,2,"Democratic",5,10,0,100,7,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",8,3.5,10,20,3,0,15,3,3,3,4,200,"independence","curiosity","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",4,4,"Libertarian",4,10,0,90,6,"L2"
"Female","Female","No","Big City Subrub","White","Religious but not one of the above",3,2.9,5,10,1,2,16,1,3,3,5,100,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",2,1,"Democratic",3,9,0,100,9,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",6,3.6,20,24,5,1,13,3,2,7,4,100,"independence","curiosity","self-reliance","well-behaved","Donald Trump","Yes","Chose not to vote",7,5,"Democratic",5,7,0,50,9,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",5,3.8,10,12,2,1,16,2,4,5,6,500,"respect for their elders","curiosity","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,2,"Democratic",5,9,0,90,6,"L2"
"Female","Female","No","Small Town","White","Christian",8,3.6,8,9,0,1,14,1,5,3,3,90,"respect for their elders","good manners","self-reliance","being considerate","Donald Trump","Yes","Chose not to vote",9,8,"Republican",5,9,0,50,4,"L2"
"Female","Female","No","Medium City","Hispanic","Christian",6,3.1,6,10,4,2,12,1,5,4,10,200,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",3,5,"Democratic",2,8,0,20,7,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",2,3.5,8,14,1,1,14,3,3,5,8,60,"respect for their elders","good manners","obedience","being considerate","Hillary Clinton","Yes","Chose not to vote",0,4,"Democratic",1,10,0,100,0,"L2"
"Female","Female","Yes","Big City Subrub","White","Jewish",5,2.9,7,9,0,1,14,4,4,7,5,100,"independence","good manners","obedience","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,4,"Democratic",5,9,5,80,7,"L2"
"Female","Female","No","Small Town","Hispanic","Religious but not one of the above",4,2.7,6,4,0,0,26,2,7,5,5,70,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","Yes","Chose not to vote",0,3,"Democratic",3,10,0,80,8,"L2"
"Female","Female","No","Big City Subrub","White","Christian",9,3.9,1,0,0,0,26,1,2,7,3,60,"independence","good manners","self-reliance","being considerate","Donald Trump","Yes","Donald Trump",5,7,"Republican",5,8,10,0,7,"L2"
"Male","Male","Yes","Big City Subrub","East Asian","Buddhist",1,3.7,3,15,0,0,15,2,4,5,6,120,"respect for their elders","good manners","self-reliance","well-behaved","Bernie Sanders","Yes","Chose not to vote",5,7,"Other",4,8,0,90,8,"L2"
"Female","Female","No","Medium City","White","Christian",5,3,2,0,0,0,26,2,4,4,1,60,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,2,"Democratic",2,4,5,90,0,"L2"
"Female","Female","No","Big City","Black","Christian",7,2.9,6,5,0,1,14,4,1,10,4,80,"respect for their elders","good manners","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,3,"Democratic",7,9,10,10,8,"L2"
"Female","Female","Yes","Big City Subrub","White","Jewish",4,3.8,2,2,0,0,26,15,2,8,5,84,"respect for their elders","good manners","obedience","being considerate","Hillary Clinton","Yes","Hillary Clinton",3,4,"Libertarian",4,8,0,0,7,"L2"
"Female","Female","No","Big City Subrub","White","Muslim",3,2.9,10,20,12,2,15,7,10,4,6,100,"independence","curiosity","self-reliance","being considerate","Unsure","Yes","Chose not to vote",0,5,"Democratic",5,4,15,20,2,"L2"
"Male","Male","No","Medium City","East Asian","Christian",2,3.6,6,6,4,4,20,1,2,6,5,50,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","No","Chose not to vote",4,5,"Other",2,6,0,100,3,"L2"
"Male","Male","No","Small Town","White","Atheist",0,3.6,0,0,1,2,15,3,4,3,5,186,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Yes","Chose not to vote",0,4,"Green",5,8,15,30,8,"L2"
"Male","Male","No","Big City Subrub","East Asian","Religious but not one of the above",5,3.4,8,12,1,0,12,2,3,4,6,90,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Chose not to vote",3,5,"Democratic",3,10,0,100,6,"L2"
"Female","Female","Yes","Small Town","White","Christian",8,2.7,7,15,5,2,15,1,5,2,0,120,"respect for their elders","good manners","self-reliance","being considerate","Donald Trump","Yes","Donald Trump",3,7,"Republican",7,10,5,0,9,"L2"
"Female","Female","No","Big City","White","Christian",3,4,12,10,0,0,18,6,3,2,5,70,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,3,"Democratic",6,9,0,20,5,"L2"
"Female","Female","Yes","Big City Subrub","White","Jewish",7,3.5,4,3,1,1,13,3,2,8,5,1000,"independence","curiosity","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,3,"Democratic",6,7,15,100,6,"L2"
"Female","Female","No","Big City Subrub","White","Christian",5,3.2,10,15,2,0,16,1,6,4,7,300,"respect for their elders","good manners","obedience","well-behaved","Hillary Clinton","Yes","Hillary Clinton",2,6,"Democratic",5,8,5,90,4,"L2"
"Male","Male","No","Big City Subrub","Black","Christian",7,3.5,6,5,3,3,14,4,5,4,5,200,"respect for their elders","good manners","self-reliance","well-behaved","Bernie Sanders","Yes","Hillary Clinton",0,5,"Independent",3,6,0,0,8,"L2"
"Male","Male","No","Big City Subrub","East Asian","Atheist",0,3.7,2,3,1,1,18,1,2,5,8,150,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","No","Not eligible to vote",0,2,"Democratic",5,9,0,100,6,"L2"
"Female","Female","No","Big City","Hispanic","Religious but not one of the above",3,1.8,6,3,0,1,16,1,6,2,7,50,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,2,"Democratic",6,9,0,90,7,"L2"
"Female","Female","No","Big City","White","Christian",7,3.5,3,7,0,1,16,2,10,6,2,40,"independence","curiosity","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,3,"Democratic",7,8,0,100,3,"L2"
"Female","Male","No","Medium City","Hispanic","Christian",10,3.2,0,0,0,0,12,18,6,15,5,800,"respect for their elders","good manners","obedience","being considerate","Unsure","Yes","Chose not to vote",3,5,"Republican",5,5,0,0,7,"L2"
"Female","Female","No","Big City Subrub","South Asian","Hindu",5,4,0,0,0,0,26,5,2,5,5,130,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,2,"Democratic",4,8,0,90,0,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",1,3.6,12,18,3,0,12,0,1,8,5,100,"independence","good manners","self-reliance","being considerate","Unsure","Yes","Chose not to vote",4,5,"Republican",5,7,0,100,0,"L2"
"Female","Female","Yes","Big City Subrub","White","Jewish",4,3.5,15,20,1,1,13,10,3,6,8,75,"respect for their elders","good manners","self-reliance","being considerate","Hillary Clinton","Yes","Chose not to vote",2,5,"Democratic",4,10,0,0,6,"L2"
"Female","Female","Yes","Medium City","White","Christian",6,3.8,25,30,10,2,13,3,5,10,5,150,"respect for their elders","good manners","obedience","being considerate","Other Republican","Yes","Donald Trump",8,7,"Republican",2,8,0,100,9,"L2"
"Female","Female","Yes","Big City Subrub","White","Agnostic",1,3.7,6,6,0,0,16,5,3,20,5,60,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,2,"Democratic",6,3,0,60,6,"L2"
"Female","Female","No","Medium City","Black","Christian",4,3.2,2,0,0,0,26,1,10,2,1,3000,"independence","curiosity","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,0,"Democratic",6,10,10,20,10,"L2"
"Male","Male","No","Big City","Black","Religious but not one of the above",5,1.5,3,0,0,1,9,2,9,3,5,55,"respect for their elders","good manners","self-reliance","well-behaved","Bernie Sanders","Yes","Hillary Clinton",0,3,"Democratic",3,8,10,20,6,"L2"
"Female","Female","No","Big City Subrub","White","Agnostic",3,3.5,1,0,1,2,16,2,3,2,2,60,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,2,"Democratic",5,7,10,10,8,"L2"
"Female","Female","No","Big City","East Asian","Agnostic",0,3.8,0,0,0,6,14,7,5,2,8,400,"independence","good manners","self-reliance","being considerate","Bernie Sanders","No","Not eligible to vote",0,3,"Democratic",3,8,20,100,6,"L2"
"Male","Male","Yes","Big City Subrub","White","Christian",3,3.4,7,10,35,3,15,3,1,5,6,60,"respect for their elders","curiosity","obedience","well-behaved","Bernie Sanders","Yes","Hillary Clinton",0,3,"Democratic",5,8,15,50,3,"L2"
"Female","Female","No","Big City Subrub","East Asian","Christian",7,3.7,4,2,1,0,17,9,1,3,5,300,"respect for their elders","good manners","obedience","being considerate","Unsure","Yes","Hillary Clinton",1,4,"Democratic",5,10,0,50,7,"L2"
"Female","Female","No","Small Town","East Asian","Buddhist",0,4,0,0,3,0,26,1,4,4,1,200,"independence","curiosity","self-reliance","being considerate","Unsure","No","Not eligible to vote",4,5,"Other",4,2,0,60,4,"L2"
"Female","Female","No","Big City","Hispanic","Christian",0,1,4,10,5,1,16,5,5,7,10,10000,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,5,"Democratic",5,9,25,50,6,"L2"
"Female","Female","No","Small Town","White","Agnostic",0,3.1,0,0,2,2,16,14,3,2,5,100,"respect for their elders","good manners","self-reliance","well-behaved","Bernie Sanders","Yes","Chose not to vote",0,5,"Independent",7,0,25,0,5,"L2"
"Female","Female","No","Medium City","East Asian","Buddhist",2,3.6,2,0,0,0,26,3,3,4,7,300,"respect for their elders","curiosity","self-reliance","being considerate","Unsure","No","Not eligible to vote",5,5,"Other",5,9,0,100,9,"L2"
"Female","Female","No","Big City Subrub","White","Christian",4,4,10,8,3,1,14,11,4,10,5,50,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,3,"Democratic",5,5,10,50,7,"L2"
"Female","Female","No","Big City Subrub","Black","Christian",10,2.7,48,4,5,2,15,7,10,5,10,100,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,1,"Democratic",1,2,15,30,5,"L2"
