"gender","greek","homeTown","ethnicity","religion","religious","ACT","GPA","partyHr","drinks","sexPartners","relationships","firstKissAge","favLifePeriod","hoursCallParents","socialMedia","texts","gayMarriage","triedGaySex","abortion","politics","poverty","goodOrWell","parentRelationship","workHr","tuition","career"
"Male","No","Small_Town","Hispanic","Christian",2,28,2.9,5,20,1,1,"15","College",2,2,4,2,"No",10,2,4,9,4,0,50,"No Idea"
"Female","No","suburbs","Asian","Muslim",1,28,3.5,0,0,0,1,"18","College",7,10,6,0,"No",0,5,0,10,4,0,100,"No Idea"
"Male","No","suburbs","Asian","Atheist",1,28,3.8,0,1,0,1,"3","0_Kindergarten",0,0,0,5,"No",5,5,5,5,5,0,0,"Nervous"
"Female","No","big_city","Hispanic","Other",5,24,2.5,8,5,5,1,"12","middle_school",1,2,2,1,"Yes",2,5,6,5,9,0,100,"Some Idea"
"Male","Yes","suburbs","Hispanic","Agnostic",1,29,2.5,8,20,0,0,"still_waiting","College",5,3,3,0,"No",0,4,4,6,8,0,0,"Some Idea"
"Female","No","big_city","Hispanic","Christian",4,23,2.3,2,1,4,1,"14","0_Kindergarten",10,4,5,2,"No",2,3,5,5,10,10,0,"Nervous"
"Female","Yes","suburbs","Asian","Hindu",4,28,3.2,10,20,4,2,"14","High_School",20,1,6,0,"No",0,6,4,4,10,0,100,"Grad School"
"Male","No","Medium_City","White","Christian",9,26,3.9,0,0,0,0,"still_waiting","1st_5th_grade",1,0,3,10,"No",10,8,7,5,9,0,50,"Other"
"Male","No","Small_Town","Other","Christian",5,29,3.1,1,2,4,2,"15","College",2,2,10,0,"Yes",3,5,4,5,8,20,0,"Nervous"
"Female","No","suburbs","White","Agnostic",0,29,3.6,8,4,0,0,"13","College",2,2,6,0,"No",0,0,0,0,9,0,100,"Nervous"
"Male","Yes","suburbs","Asian","Christian",6,26,2.6,10,30,5,2,"17","College",1,2,5,0,"No",4,5,6,8,10,0,90,"Nervous"
"Male","No","big_city","Asian","Christian",5,30,3,21,1,5,4,"6","College",3,3,4,5,"Yes",5,4,4,5,5,15,30,"Some Idea"
"Female","No","suburbs","White","Christian",7,31,3.7,4,5,1,1,"15","College",5,2,4,0,"No",10,5,5,0,9,0,40,"Grad School"
"Female","No","suburbs","Other","Christian",0,30,2.8,15,27,12,3,"15","College",5,2,3,0,"No",2,1,4,3,9,0,100,"Grad School"
"Female","Yes","Small_Town","White","Christian",7,30,4,0,0,1,2,"14","High_School",1,3,7,0,"No",7,5,7,5,10,0,50,"Some Idea"
"Female","No","Medium_City","Other","Christian",7,18,2.7,2,0,1,2,"15","College",5,3,6,2,"No",10,7,5,0,5,20,0,"Grad School"
"Female","No","big_city","Hispanic","Agnostic",5,29,3.7,10,22,5,1,"14","College",7,1,3,0,"No",1,2,5,2,9,0,100,"Nervous"
"Female","No","suburbs","Asian","Atheist",2,28,3.4,6,6,0,1,"14","1st_5th_grade",4,5,3,0,"No",0,2,5,0,2,0,100,"Concrete Plan"
"Female","Yes","Medium_City","White","Christian",3,29,1.9,14,3,4,1,"14","College",0,1,3,0,"No",0,2,5,2,2,0,90,"Some Idea"
"Female","No","big_city","Hispanic","Christian",5,21,3.5,8,8,0,0,"still_waiting","High_School",7,8,2,0,"No",5,5,5,8,10,0,20,"Nervous"
"Female","No","big_city","White","Agnostic",1,25,2.6,9,3,0,0,"13","College",7,3,3,0,"No",5,4,4,5,9,0,50,"No Idea"
"Female","No","suburbs","Asian","Christian",6,29,2.9,7,7,7,1,"15","College",2,10,5,0,"Yes",5,4,5,2,5,0,100,"Nervous"
"Female","Yes","suburbs","White","Christian",9,27,3.5,7,6,0,1,"16","College",1,1,6,2,"No",9,9,7,5,9,0,70,"Nervous"
"Female","Yes","big_city","White","Christian",8,26,3.5,12,14,0,2,"13","College",1,3,10,0,"No",5,3,5,5,4,10,80,"Some Idea"
"Female","Yes","suburbs","White","Christian",2,27,3.4,12,12,7,3,"15","College",2,1,4,5,"No",2,5,5,8,9,0,10,"Some Idea"
"Male","No","suburbs","White","Christian",6,31,1.8,6,10,1,1,"17","College",2,1,12,0,"No",0,3,5,1,9,25,70,"Concrete Plan"
"Male","No","big_city","White","Christian",6,24,3,10,30,15,1,"16","College",2,4,5,1,"No",1,5,8,8,6,0,80,"Nervous"
"Male","Yes","suburbs","White","Christian",5,28,3.5,6,4,0,1,"still_waiting","College",4,10,3,0,"Yes",0,4,4,5,9,0,100,"Some Idea"
"Female","Yes","suburbs","White","Jewish",4,25,3.3,15,5,1,1,"14","College",50,5,10,0,"No",0,5,5,0,10,0,100,"Nervous"
"Male","No","big_city","Hispanic","Christian",5,25,2.8,6,2,10,3,"14","High_School",2,4,3,3,"No",8,5,5,4,7,10,90,"Some Idea"
"Female","No","big_city","Hispanic","Christian",1,24,3.2,3,0,1,1,"15","College",4,1,10,0,"No",5,4,3,0,10,10,10,"Nervous"
"Female","Yes","suburbs","White","Agnostic",4,28,2.7,6,8,1,1,"14","0_Kindergarten",3,2,5,6,"No",7,9,6,7,9,0,100,"No Idea"
"Male","No","suburbs","White","Christian",5,26,3.3,0,0,1,2,"14","High_School",2,1,4,0,"No",3,7,8,2,8,0,80,"Concrete Plan"
"Female","No","suburbs","White","Christian",8,28,3.9,0,0,0,0,"14","middle_school",4,3,6,2,"No",5,4,4,4,10,0,100,"Grad School"
"Female","No","big_city","Hispanic","Other",7,23,3.9,1,0,0,0,"still_waiting","College",12,2,4,1,"No",8,1,1,0,10,0,0,"Grad School"
"Male","No","big_city","Asian","Christian",8,30,2.9,5,10,0,1,"19","middle_school",5,5,5,4,"No",3,6,4,4,3,0,100,"Grad School"
"Female","No","Medium_City","Asian","Buddhist",5,30,4,0,0,0,0,"still_waiting","1st_5th_grade",15,3,2,0,"No",0,3,5,5,9,0,100,"Nervous"
"Male","Yes","suburbs","Asian","Other",3,32,3.3,5,12,0,0,"15","College",3,2,3,1,"No",1,3,5,3,8,0,100,"Nervous"
"Female","No","Medium_City","White","Christian",7,25,3.7,0,0,0,1,"19","College",4,1,2,5,"No",10,5,5,4,8,0,20,"Nervous"
"Female","Yes","suburbs","Hispanic","Agnostic",0,26,3,8,5,0,1,"10","High_School",2,2,7,0,"Yes",0,4,5,8,9,20,90,"Grad School"
"Female","No","suburbs","White","Christian",8,30,3.8,10,0,1,0,"19","College",1,2,8,5,"No",3,3,5,3,10,10,40,"Some Idea"
"Female","No","Medium_City","Asian","Hindu",8,29,3.6,3,1,0,0,"18","High_School",3,3,5,0,"No",8,5,6,5,9,0,100,"Grad School"
"Male","No","Small_Town","White","Agnostic",0,30,2.8,4,4,0,2,"13","College",0,0,5,2,"No",0,5,5,7,6,0,100,"Nervous"
"Female","No","suburbs","White","Atheist",0,28,3.8,0,0,0,0,"still_waiting","College",50,0,3,0,"No",3,5,5,5,10,0,40,"Nervous"
"Female","No","big_city","Asian","Buddhist",1,30,3,5,0,2,3,"14","High_School",4,0,0,6,"No",6,6,6,5,5,0,100,"Nervous"
"Female","No","suburbs","Asian","Agnostic",3,32,3.9,0,0,8,4,"13","1st_5th_grade",2,3,1,0,"No",0,6,3,0,10,0,100,"Grad School"
"Female","No","big_city","Other","Other",5,36,3.8,0,1,0,1,"10","middle_school",13,3,4,6,"No",5,7,5,5,5,40,40,"Concrete Plan"
"Male","No","Small_Town","White","Christian",5,23,3,6,10,2,1,"18","High_School",1,1,2,8,"No",8,6,6,6,10,10,10,"Other"
"Female","Yes","big_city","Other","Christian",4,29,4,6,8,1,1,"16","High_School",0,7,5,0,"No",0,1,5,5,7,0,100,"Nervous"
"Female","Yes","suburbs","Asian","Christian",0,29,2.8,12,10,2,2,"16","High_School",3,3,6,0,"No",0,5,5,6,4,0,90,"Grad School"
"Female","Yes","suburbs","White","Christian",8,30,3.1,9,5,0,0,"still_waiting","College",7,2,7,5,"No",9,6,5,2,10,0,60,"Some Idea"
"Female","No","Medium_City","Asian","Hindu",6,33,3.6,0,0,0,0,"still_waiting","High_School",1,5,9,0,"No",5,3,5,5,9,0,100,"Nervous"
"Female","No","big_city","Other","Christian",6,27,3,6,4,4,2,"16","College",1,5,6,0,"No",0,3,8,5,5,0,100,"Nervous"
"Male","No","suburbs","Hispanic","Christian",7,28,3.8,4,5,1,0,"18","College",10,5,2,3,"No",3,4,7,5,7,0,40,"Concrete Plan"
"Female","No","big_city","Asian","Other",0,20,3.6,0,0,8,2,"15","1st_5th_grade",3,6,4,5,"No",5,5,9,5,8,10,0,"Nervous"
"Female","No","big_city","Asian","Other",8,19,3.5,0,0,0,1,"still_waiting","College",3,3,8,1,"No",5,5,10,8,8,0,50,"Nervous"
"Female","No","suburbs","Asian","Hindu",6,31,4,2,0,1,1,"18","College",9,3,4,4,"No",5,5,7,0,9,0,100,"Nervous"
"Female","No","suburbs","White","Christian",8,25,3,5,5,3,2,"15","College",5,7,4,5,"No",10,5,6,5,8,10,30,"Grad School"
"Male","Yes","big_city","Other","Agnostic",0,28,3.1,10,20,50,2,"still_waiting","College",1,2,2,5,"Yes",0,5,0,2,10,0,0,"Nervous"
"Female","Yes","suburbs","White","Christian",3,29,3.4,15,30,2,1,"17","middle_school",1,3,10,10,"No",1,5,5,8,8,10,50,"Nervous"
"Male","No","Small_Town","Asian","Muslim",7,27,2.3,1,0,0,0,"still_waiting","High_School",3,1,7,3,"No",3,3,0,3,2,0,100,"Nervous"
"Female","No","suburbs","White","Christian",8,29,3.5,11,15,1,2,"14","College",3,2,4,0,"No",8,4,5,4,7,0,100,"Some Idea"
"Female","Yes","suburbs","White","Christian",3,23,3.4,3,3,2,2,"14","High_School",3,2,5,5,"No",3,4,7,2,9,15,80,"Nervous"
"Male","Yes","Medium_City","Other","Christian",6,32,2.8,6,11,2,2,"8","College",3,2,8,2,"No",5,5,5,5,7,0,0,"Some Idea"
"Female","No","Medium_City","Asian","Christian",7,30,3.7,0,0,0,1,"16","middle_school",3,1,2,1,"No",3,5,3,2,3,0,90,"Nervous"
"Male","No","Medium_City","Asian","Christian",5,31,3,4,5,5,2,"18","1st_5th_grade",1,0,50,5,"No",8,5,5,6,5,0,100,"Some Idea"
"Female","Yes","suburbs","White","Christian",5,28,3.6,13,21,0,0,"16","College",3,5,3,1,"No",4,6,4,0,8,5,100,"Grad School"
"Male","Yes","Small_Town","White","Jewish",7,30,3.9,5,1,0,0,"5","High_School",5,2,10,0,"No",3,4,3,5,7,5,50,"Some Idea"
"Female","Yes","suburbs","White","Christian",0,29,3.9,5,15,0,1,"16","College",1,3,10,0,"No",0,4,3,2,7,0,100,"Some Idea"
"Female","No","suburbs","White","Christian",2,24,3.8,8,6,0,1,"13","College",10,1,5,0,"No",2,0,5,5,10,0,70,"Some Idea"
"Male","No","big_city","Asian","Other",0,29,2.1,1,0,2,3,"15","High_School",5,1,2,7,"No",5,4,5,6,5,0,90,"No Idea"
"Female","Yes","Small_Town","White","Christian",8,28,3.7,7,8,0,1,"16","College",6,1,8,0,"No",2,1,1,4,10,0,100,"Grad School"
"Female","No","suburbs","White","Christian",5,24,3.5,7,8,3,1,"12","High_School",4,4,6,9,"No",3,8,6,6,10,0,90,"Nervous"
"Female","Yes","suburbs","White","Jewish",2,26,3.1,20,20,4,1,"16","High_School",4,2,10,0,"No",2,2,4,5,9,0,100,"No Idea"
"Female","Yes","suburbs","White","Other",1,27,2.8,30,25,6,1,"11","College",4,2,10,5,"No",0,2,5,5,7,10,0,"Nervous"
"Female","No","big_city","Black","Christian",5,19,2.6,2,6,1,1,"17","College",1,0,1,6,"No",0,0,4,6,10,0,0,"Nervous"
"Male","No","Small_Town","Asian","Muslim",9,31,3.9,0,0,0,0,"still_waiting","College",2,4,4,10,"No",2,5,7,2,8,5,70,"Nervous"
"Female","No","big_city","Black","Christian",7,24,3.7,8,0,0,0,"19","College",42,3,4,0,"No",5,0,4,4,5,10,0,"Nervous"
"Female","Yes","suburbs","White","Other",5,24,3.2,16,20,6,2,"14","College",7,3,6,0,"No",1,5,5,7,9,0,100,"Nervous"
"Female","Yes","suburbs","White","Christian",4,28,3.9,9,12,1,0,"15","High_School",4,2,5,0,"No",3,5,9,5,9,10,20,"Nervous"
"Female","No","Medium_City","Black","Christian",7,21,2.9,15,2,3,2,"15","High_School",7,3,5,0,"No",5,5,8,1,10,10,90,"Nervous"
"Male","No","suburbs","Asian","Christian",10,33,2.9,0,0,0,0,"still_waiting","College",7,2,7,9,"No",9,6,2,3,9,0,20,"Concrete Plan"
"Female","No","suburbs","Asian","Hindu",4,32,2.8,10,20,0,0,"18","College",10,2,4,0,"No",0,2,10,3,5,0,100,"Grad School"
"Female","No","suburbs","White","Christian",1,29,3.9,4,0,0,1,"14","High_School",12,4,3,0,"Yes",0,5,5,3,5,5,90,"No Idea"
"Male","Yes","big_city","White","Agnostic",3,26,3.2,8,5,2,1,"16","High_School",1,2,4,3,"No",5,7,6,4,7,0,100,"Nervous"
"Male","No","Medium_City","Other","Muslim",7,27,3.6,1,0,0,0,"still_waiting","1st_5th_grade",2,4,10,10,"No",5,5,8,5,10,0,10,"Grad School"
"Female","No","big_city","Black","Christian",6,27,3.2,4,2,4,4,"12","middle_school",3,10,4,0,"Yes",5,2,0,0,8,10,0,"Grad School"
"Female","Yes","suburbs","White","Christian",6,27,3.8,10,12,2,1,"15","High_School",1,5,4,0,"No",5,5,5,3,9,0,80,"Grad School"
"Female","Yes","Small_Town","White","Jewish",6,25,3.9,3,0,1,1,"14","College",6,2,7,0,"No",5,7,5,7,10,0,90,"Nervous"
"Male","No","big_city","Asian","Atheist",3,30,3.5,1,0,1,2,"17","High_School",2,2,4,0,"No",5,3,5,7,8,0,100,"Grad School"
"Male","Yes","suburbs","Asian","Muslim",4,31,3.8,5,7,1,1,"16","College",2,9,5,3,"No",5,5,5,5,5,0,100,"Grad School"
"Male","No","big_city","Asian","Atheist",0,30,4,0,0,0,1,"14","High_School",1,1,3,5,"No",5,5,8,8,5,5,100,"Some Idea"
"Female","No","big_city","Asian","Atheist",0,31,4,2,0,0,2,"14","middle_school",2,3,10,2,"No",3,7,8,7,9,0,100,"Nervous"
"Male","No","suburbs","Black","Christian",9,21,2.8,8,2,15,1,"12","High_School",3,5,9,6,"No",0,5,4,8,9,0,0,"Concrete Plan"
"Male","No","suburbs","Other","Atheist",0,30,3.7,15,7,3,1,"10","College",0,1,4,5,"No",2,5,4,5,3,0,100,"Concrete Plan"
"Female","No","big_city","Asian","Hindu",3,31,3.6,0,0,0,0,"still_waiting","College",3,2,5,0,"No",2,2,2,4,5,0,50,"Concrete Plan"
"Female","No","suburbs","White","Christian",4,27,3.4,4,5,1,2,"17","High_School",7,4,5,0,"No",7,5,5,4,8,30,50,"Grad School"
"Female","No","suburbs","White","Christian",4,26,3.4,12,12,11,1,"14","High_School",3,4,5,0,"No",0,0,5,5,8,10,50,"Nervous"
"Female","No","Small_Town","White","Christian",2,26,3.8,8,12,22,0,"13","College",2,10,4,9,"No",5,10,10,10,4,0,100,"Grad School"
"Male","No","suburbs","White","Christian",6,32,2.6,2,4,1,1,"15","middle_school",21,10,6,0,"Yes",0,2,3,0,10,20,70,"Some Idea"
"Female","No","Medium_City","White","Christian",5,22,2.7,4,4,0,1,"17","High_School",6,4,3,8,"No",10,10,8,7,6,0,0,"Some Idea"
"Female","No","suburbs","Other","Christian",5,24,2.8,4,4,1,1,"14","College",5,4,4,0,"No",0,3,5,7,8,0,100,"No Idea"
"Male","No","Medium_City","Asian","Christian",10,32,3.8,0,0,0,1,"16","College",5,0,10,8,"No",6,5,4,3,10,15,20,"Nervous"
"Female","No","Small_Town","White","Christian",8,28,3.4,0,0,0,1,"13","High_School",4,3,5,9,"No",10,8,6,0,9,0,100,"Some Idea"
"Female","No","Small_Town","Black","Christian",7,31,3.3,0,0,0,0,"still_waiting","College",2,4,5,5,"No",7,5,4,4,10,0,100,"Nervous"
"Female","No","big_city","Asian","Atheist",0,29,3.9,0,0,0,5,"12","High_School",5,2,4,0,"No",0,3,5,8,9,0,50,"Concrete Plan"
"Female","No","Medium_City","Asian","Christian",7,31,3.5,0,0,0,0,"still_waiting","1st_5th_grade",1,2,1,0,"No",5,3,3,6,8,10,50,"No Idea"
"Male","No","Medium_City","Asian","Christian",7,30,3.3,3,4,0,2,"16","College",3,1,3,9,"No",5,4,8,0,8,0,70,"Nervous"
"Male","No","Medium_City","White","Atheist",0,33,3.9,1,1,0,0,"still_waiting","College",0,1,1,0,"No",1,1,5,6,9,0,100,"No Idea"
"Female","Yes","big_city","Hispanic","Other",9,24,2.3,14,7,3,2,"14","College",10,4,5,0,"Yes",7,4,5,5,8,15,0,"Nervous"
"Male","No","suburbs","White","Christian",7,32,3.8,0,3,0,0,"still_waiting","High_School",4,1,2,10,"No",0,8,7,8,9,0,10,"Concrete Plan"
"Female","No","big_city","White","Christian",4,25,3.5,5,10,0,0,"16","High_School",7,3,4,0,"No",2,2,6,5,10,0,40,"Grad School"
"Female","Yes","suburbs","White","Christian",2,28,3.4,10,10,1,1,"15","High_School",5,10,10,0,"No",0,5,7,5,7,15,90,"Some Idea"
"Female","No","suburbs","Asian","Christian",3,28,3.8,4,3,1,1,"18","High_School",1,3,4,3,"No",0,7,8,7,10,0,100,"Grad School"
"Female","No","Medium_City","White","Christian",8,25,3.9,4,4,1,1,"14","High_School",2,4,4,1,"No",5,5,3,6,8,0,0,"Some Idea"
"Female","Yes","Medium_City","Asian","Buddhist",0,20,3,33,0,4,6,"19","middle_school",8,7,7,2,"No",3,4,4,6,6,30,10,"Nervous"
"Female","No","suburbs","White","Christian",4,26,3,2,0,0,2,"14","College",6,4,4,0,"No",0,3,5,5,10,0,50,"Nervous"
"Female","No","suburbs","Other","Christian",8,19,2.9,4,4,0,1,"16","College",2,2,10,0,"No",0,1,2,0,8,15,90,"Grad School"
"Female","No","Small_Town","White","Christian",8,25,3.9,0,0,0,1,"18","College",2,2,1,0,"No",1,2,1,0,9,20,70,"Concrete Plan"
"Female","Yes","Small_Town","White","Christian",8,26,3.6,8,5,4,1,"14","College",2,2,9,0,"No",0,3,5,5,9,0,80,"Nervous"
"Female","No","Medium_City","Asian","Atheist",0,30,3.2,0,0,0,0,"13","1st_5th_grade",0,4,4,1,"No",8,3,5,5,9,0,100,"Nervous"
"Male","No","big_city","Black","Muslim",5,25,3.8,4,10,0,0,"12","College",2,10,2,0,"No",0,0,2,0,4,0,0,"Grad School"
"Male","No","big_city","Hispanic","Atheist",0,30,1,0,0,0,0,"still_waiting","0_Kindergarten",1,1,2,0,"No",0,5,5,3,5,0,70,"Some Idea"
"Female","Yes","suburbs","White","Christian",7,27,3.5,12,20,3,1,"13","College",7,2,3,0,"No",0,5,5,1,10,10,50,"Concrete Plan"
"Female","Yes","Small_Town","White","Christian",7,27,2.7,2,1,4,2,"12","middle_school",14,2,2,1,"Yes",3,6,7,6,9,25,100,"No Idea"
"Male","No","Small_Town","White","Christian",3,36,4,5,9,1,1,"12","High_School",0,1,4,0,"No",3,8,5,4,9,15,90,"Grad School"
"Male","Yes","big_city","Black","Christian",4,24,2.4,20,30,27,3,"16","College",3,5,10,2,"No",3,4,4,8,7,10,0,"Nervous"
"Female","Yes","Small_Town","White","Christian",4,28,3.9,1,0,1,1,"16","High_School",2,6,4,0,"No",1,1,4,5,10,0,50,"Some Idea"
"Female","Yes","big_city","White","Atheist",1,23,3.5,6,10,1,1,"18","College",2,3,3,0,"No",1,1,5,2,8,40,70,"Nervous"
"Male","No","big_city","Asian","Christian",5,33,3.3,6,15,1,0,"18","College",1,2,3,2,"No",6,3,4,3,7,0,50,"Nervous"
"Female","Yes","suburbs","White","Christian",6,26,3.8,8,6,10,1,"14","College",5,3,3,0,"No",4,5,7,2,10,0,100,"Concrete Plan"
"Female","No","Medium_City","Asian","Hindu",3,27,3.5,12,10,1,0,"18","College",1,5,15,0,"No",0,0,5,5,7,0,100,"Some Idea"
"Female","No","Medium_City","White","Christian",3,21,3.4,1,1,2,1,"16","1st_5th_grade",2,2,2,0,"No",2,3,5,5,9,20,0,"No Idea"
"Male","No","Small_Town","White","Agnostic",0,28,2.8,2,0,4,2,"14","College",3,1,5,5,"No",5,5,5,0,9,20,0,"Concrete Plan"
"Female","Yes","Medium_City","White","Jewish",6,31,3.7,9,9,1,0,"13","College",5,2,7,0,"No",0,2,4,10,10,0,60,"Nervous"
"Male","Yes","suburbs","Asian","Muslim",2,32,3.7,0,0,1,1,"18","High_School",5,4,5,1,"No",2,3,4,2,9,0,70,"Concrete Plan"
"Female","Yes","suburbs","White","Christian",3,30,3.4,7,12,0,2,"15","College",2,2,9,0,"No",3,4,7,3,9,0,70,"Grad School"
"Female","No","Medium_City","White","Agnostic",1,24,3.8,2,1,0,0,"12","1st_5th_grade",4,2,6,0,"No",2,2,5,4,10,0,40,"Other"
"Female","No","big_city","Black","Christian",5,21,3.1,8,20,2,2,"14","0_Kindergarten",3,8,3,2,"No",3,3,5,5,6,0,0,"Grad School"
"Male","Yes","suburbs","Hispanic","Other",7,19,2.4,15,30,4,1,"18","College",1,10,5,2,"No",8,4,3,5,10,10,0,"Nervous"
"Male","No","big_city","Asian","Atheist",0,32,3.8,1,1,10,6,"14","High_School",1,5,10,7,"No",6,6,5,5,5,0,100,"Nervous"
"Male","Yes","suburbs","White","Atheist",0,33,2.5,12,24,10,1,"17","College",2,3,3,0,"No",1,3,4,9,9,0,100,"Some Idea"
"Male","Yes","suburbs","White","Atheist",0,32,3.9,10,20,7,1,"13","High_School",1,3,10,2,"No",0,5,9,9,5,10,100,"Grad School"
"Female","No","suburbs","White","Christian",5,29,3.7,4,2,0,0,"18","College",45,2,6,0,"No",2,4,5,1,10,0,100,"Concrete Plan"
"Female","No","big_city","Other","Christian",10,30,3.5,0,0,0,1,"still_waiting","College",15,2,5,5,"No",5,5,5,3,8,0,100,"Grad School"
"Female","No","big_city","Black","Christian",6,24,3.6,6,3,1,1,"15","College",11,5,3,2,"No",3,6,6,2,9,0,60,"Nervous"
"Female","No","big_city","Asian","Christian",9,26,3.3,0,0,0,2,"17","College",3,2,4,2,"No",5,5,2,0,5,10,0,"Nervous"
"Female","No","big_city","White","Christian",6,25,2.9,3,5,6,3,"10","middle_school",2,2,3,0,"Yes",0,1,5,4,9,5,10,"Grad School"
"Male","No","big_city","Asian","Agnostic",0,33,3.1,0,0,0,1,"still_waiting","1st_5th_grade",7,10,1,0,"Yes",0,0,2,5,8,10,10,"Some Idea"
"Female","No","suburbs","Black","Christian",6,30,2.9,5,0,1,0,"17","College",4,8,7,0,"Yes",2,1,5,6,8,0,0,"Grad School"
"Female","No","suburbs","Asian","Agnostic",0,30,1.4,2,0,2,2,"17","College",0,2,4,0,"Yes",0,2,5,4,6,20,70,"Nervous"
"Female","Yes","big_city","Other","Jewish",3,26,3.5,6,6,4,2,"13","High_School",1,4,5,0,"Yes",0,3,2,2,8,0,10,"Nervous"
"Female","No","big_city","Black","Christian",4,20,3.4,9,10,2,2,"14","College",2,6,5,10,"No",5,5,6,4,6,20,0,"Grad School"
"Female","Yes","suburbs","Asian","Hindu",7,29,2.9,3,0,0,0,"still_waiting","High_School",10,4,5,5,"No",8,5,6,5,8,0,100,"Nervous"
"Female","Yes","suburbs","White","Christian",3,24,4,9,10,2,2,"14","High_School",4,2,3,0,"No",3,5,6,7,10,0,0,"Nervous"
"Female","No","suburbs","Asian","Hindu",9,31,3.6,0,0,0,0,"still_waiting","College",8,1,5,0,"No",5,5,0,5,9,20,30,"Grad School"
"Female","Yes","Small_Town","White","Christian",2,24,2.3,4,4,0,1,"17","High_School",6,2,2,4,"No",1,7,6,5,8,0,90,"Grad School"
"Male","No","big_city","Asian","Christian",9,29,2.8,9,16,17,1,"18","College",3,3,4,10,"No",9,5,10,10,5,0,100,"Nervous"
"Male","No","Medium_City","Asian","Agnostic",0,33,3.6,6,10,1,1,"16","College",1,10,2,5,"No",5,3,6,7,6,0,60,"Grad School"
"Male","No","Small_Town","White","Christian",5,25,3.4,20,40,15,1,"14","College",3,1,3,5,"No",6,8,8,4,8,15,0,"Concrete Plan"
"Female","No","suburbs","Asian","Hindu",3,24,3,10,10,4,0,"18","0_Kindergarten",7,2,8,3,"No",10,3,5,7,5,0,10,"Grad School"
"Female","Yes","suburbs","White","Christian",5,26,3.8,5,10,1,1,"14","middle_school",4,1,5,0,"No",3,8,5,0,10,15,50,"Concrete Plan"
"Female","Yes","suburbs","White","Jewish",1,26,3.6,15,5,2,1,"13","College",15,5,10,0,"No",0,2,3,5,8,5,90,"Nervous"
"Male","No","big_city","Black","Christian",5,20,3.7,1,1,0,0,"20","College",7,4,4,0,"Yes",0,3,2,0,10,20,0,"Grad School"
"Female","Yes","suburbs","White","Jewish",7,32,3.7,6,3,2,1,"15","High_School",2,4,3,0,"No",0,5,5,6,10,0,100,"Grad School"
"Male","Yes","Medium_City","White","Christian",0,28,3.5,6,2,10,3,"14","1st_5th_grade",10,6,3,1,"No",3,5,5,5,7,0,90,"Nervous"
"Female","No","big_city","Hispanic","Agnostic",4,28,3.5,12,7,3,2,"17","College",7,7,5,0,"No",2,4,5,10,8,0,20,"Grad School"
"Female","No","Small_Town","Black","Christian",5,26,3.4,8,6,4,0,"15","College",2,2,3,0,"No",5,2,4,5,6,0,80,"Grad School"
"Female","No","big_city","Black","Christian",8,27,2.8,1,2,5,3,"13","College",15,5,6,0,"No",0,5,5,10,8,10,90,"Grad School"
"Female","No","big_city","White","Atheist",0,25,1.8,10,12,9,0,"15","College",0,3,5,0,"Yes",5,3,6,5,0,0,100,"Nervous"
"Female","No","suburbs","Other","Atheist",2,25,3.5,1,1,1,0,"14","College",1,2,3,0,"No",0,0,3,2,8,0,0,"Some Idea"
"Male","No","suburbs","White","Christian",4,29,3,2,4,2,0,"18","High_School",2,1,2,0,"No",0,3,6,7,9,0,90,"Nervous"
"Male","Yes","Medium_City","Asian","Hindu",6,33,4,48,24,28,10,"still_waiting","College",3,1,10,0,"Yes",6,3,8,7,8,50,60,"Some Idea"
"Female","No","suburbs","White","Jewish",10,25,3.4,3,1,0,0,"still_waiting","College",3,3,10,7,"No",6,9,3,6,9,5,80,"Concrete Plan"
"Female","Yes","big_city","White","Jewish",5,31,3.3,8,10,0,1,"15","College",2,3,4,0,"No",1,1,3,5,8,0,80,"Some Idea"
"Female","No","big_city","Asian","Other",3,28,3,2,1,2,2,"15","College",1,1,4,5,"No",5,5,8,8,9,15,90,"Nervous"
"Female","Yes","suburbs","White","Jewish",6,31,3.4,9,9,4,1,"14","College",3,2,8,7,"No",0,6,6,7,8,0,100,"No Idea"
"Male","No","suburbs","Black","Other",5,25,2.6,0,0,0,0,"still_waiting","College",2,0,3,0,"No",5,5,6,3,10,0,70,"Nervous"
"Female","Yes","suburbs","White","Christian",5,27,3.4,15,15,1,1,"16","High_School",1,4,6,1,"Yes",5,5,8,2,3,0,100,"No Idea"
"Female","No","Small_Town","Hispanic","Christian",1,24,2.7,6,6,2,1,"15","College",7,7,4,0,"No",10,5,6,3,9,15,0,"Concrete Plan"
"Female","No","suburbs","Hispanic","Jewish",3,30,3.8,5,4,2,1,"18","College",0,2,5,0,"No",0,3,5,9,10,0,80,"Nervous"
"Male","No","Medium_City","Other","Agnostic",1,28,3.6,10,6,5,2,"19","College",0,3,6,0,"Yes",0,0,4,5,8,0,100,"Nervous"
"Female","Yes","big_city","White","Christian",3,29,3.7,6,15,0,0,"13","College",15,4,6,0,"No",0,4,4,7,10,0,100,"Nervous"
"Female","No","Small_Town","Other","Christian",5,21,3.8,0,0,1,1,"14","College",3,6,2,0,"No",2,5,2,0,5,5,0,"Grad School"
"Male","Yes","Medium_City","White","Christian",4,31,3.2,20,40,7,1,"14","High_School",3,2,4,5,"No",5,6,8,6,10,0,90,"Nervous"
