"gender","genderID","greek","homeTown","ethnicity","religion","religious","ACT","GPA","partyHr","drinks","sexPartners","relationships","firstKissAge","favLifePeriod","hoursCallParents","socialMedia","texts","goodOrWell","parentRelationship","workHr","tuition","career"
"Male","Male","No","Big City","Asian","Muslim",7,33,2.8,0,0,0,2,"15","High School",6,"10 or more",3,0,8,0,100,"Some Idea"
"Female","Female","No","Small Town","Black","Christian",9,20,3.5,6,4,0,0,"still waiting","College",5,"3",5,7,9,15,10,"Grad School"
"Female","Female","Yes","Big City","Black","Christian",4,20,2.7,15,5,7,3,"17","College",1,"10 or more",3,10,8,20,0,"Grad School"
"Male","Male","Yes","Big City Suburb","White","Christian",5,33,3.6,15,30,12,2,"13","College",1,"1",10,8,7,0,90,"Nervous"
"Female","Female","Yes","Big City Suburb","White","Christian",7,27,3.1,4,3,0,0,"14","College",10,"2",5,3,10,0,50,"Grad School"
"Female","Female","No","Medium City","Asian","Atheist",0,23,4,3,0,0,0,"16","middle school",1,"10 or more",5,10,8,0,30,"No Idea"
"Female","Female","No","Big City Suburb","White","Christian",4,28,4,14,4,3,3,"14","College",6,"5",4,5,10,0,90,"Grad School"
"Male","Male","No","Big City Suburb","Asian","Muslim",5,30,3,25,5,5,0,"14","College",7,"1",10,10,10,25,100,"Some Idea"
"Female","Female","No","Big City Suburb","White","Other Religion",8,30,4,9,22,1,1,"14","College",5,"1",5,1,6,10,90,"Concrete plan"
"Female","Female","No","Big City","Asian","Atheist",0,27,4,0,0,0,1,"15","High School",0,"3",3,5,7,0,100,"Some Idea"
"Male","Male","No","Medium City","White","Christian",1,36,1.3,10,10,10,3,"16","High School",3,"2",10,9,10,5,50,"Grad School"
"Female","Female","No","Big City Suburb","White","Atheist",0,30,3.5,4,5,5,1,"14","College",10,"3",8,5,5,0,90,"Grad School"
"Female","Female","No","Small Town","White","Christian",5,27,3.8,8,10,1,1,"14","College",10,"3",5,3,10,0,0,"Grad School"
"Female","Female","No","Big City Suburb","White","Christian",3,30,4,6,4,1,1,"16","High School",1,"1",3,3,6,0,90,"Grad School"
"Female","Female","Yes","Big City Suburb","White","Christian",4,23,3.5,32,40,3,1,"14","College",7,"1",11,5,10,15,70,"Nervous"
"Male","Male","No","Big City","Hispanic","Other Religion",2,22,2,12,13,1,1,"15","High School",3,"10 or more",6,8,10,40,10,"Nervous"
"Female","Female","No","Big City Suburb","White","Jewish",1,30,4,4,4,4,2,"14","Kindergarten",10,"2",7,4,10,0,100,"Concrete plan"
"Female","Female","No","Small Town","White","Christian",1,24,4,4,4,6,1,"14","Kindergarten",14,"0",8,5,10,0,100,"Grad School"
"Female","Female","No","Big City","White","Christian",6,31,3.5,0,0,0,0,"still waiting","College",25,"2",5,2,10,20,10,"Concrete plan"
"Female","Female","Yes","Big City Suburb","White","Christian",5,30,3.9,0,1,0,0,"18","College",5,"0",3,3,7,10,0,"No Idea"
"Female","Female","Yes","Big City Suburb","Asian","Atheist",2,29,2.8,10,10,0,0,"3","College",2,"3",6,10,9,0,100,"Nervous"
"Male","Male","No","Big City Suburb","White","Christian",5,28,3.5,15,20,0,0,"18","High School",4,"3",10,5,8,0,80,"Nervous"
"Female","Female","No","Small Town","White","Christian",8,23,4,4,3,0,1,"14","High School",7,"2",12,5,9,0,100,"Grad School"
"Male","Male","No","Big City","Asian","Christian",5,26,3.3,2,2,2,0,"17","College",1,"1",2,8,9,0,100,"Nervous"
"Male","Male","No","Big City","Asian","Buddhist",1,32,4,5,15,0,1,"13","middle school",4,"1",3,10,10,20,10,"Nervous"
"Male","Male","No","Big City","White","Agnostic",0,30,3.1,7,0,50,2,"18","College",5,"5",5,7,9,0,100,"Nervous"
"Female","Female","No","Small Town","White","Christian",4,25,3.4,0,0,2,1,"14","High School",3,"4",4,3,9,10,0,"No Idea"
"Male","Male","No","Big City","Hispanic","Christian",3,24,3,2,3,4,2,"12","middle school",3,"1",5,6,9,0,0,"Nervous"
"Female","Female","No","Medium City","Black","Christian",6,24,4,10,8,3,1,"14","College",3,"10 or more",4,7,9,0,80,"Nervous"
"Male","Male","No","Big City Suburb","Black","Agnostic",0,27,4,8,6,1,1,"13","middle school",1,"1",4,0,6,5,100,"Some Idea"
"Female","Female","Yes","Big City Suburb","White","Other Religion",0,25,4,7,0,1,1,"13","High School",7,"2",5,0,10,0,100,"Concrete plan"
"Female","Female","No","Small Town","White","Christian",7,30,4,5,3,3,2,"13","High School",1,"2",5,0,10,0,0,"Grad School"
"Female","Female","No","Small Town","White","Christian",8,28,4,0,0,0,1,"16","College",8,"1",3,5,7,0,10,"Grad School"
"Female","Female","No","Big City Suburb","White","Christian",4,26,4,5,6,0,1,"17","College",15,"2",5,6,9,0,0,"Grad School"
"Female","Female","No","Medium City","Black","Christian",6,20,3.6,2,0,1,1,"16","College",2,"1",3,8,8,10,90,"Nervous"
"Female","Female","No","Small Town","White","Agnostic",1,24,3,8,5,4,4,"15","College",5,"2",3,3,9,25,30,"Nervous"
"Female","Female","Yes","Medium City","White","Christian",7,25,3,2,0,0,2,"15","lower grades",0,"2",5,1,6,10,0,"Nervous"
"Female","Female","No","Small Town","White","Christian",8,25,3.4,6,4,1,2,"14","College",9,"2",2,0,9,0,100,"Grad School"
"Male","Male","No","Big City Suburb","White","Muslim",10,29,3.4,2,2,3,3,"6","College",2,"3",4,8,5,25,70,"Nervous"
"Male","Male","No","Big City","Hispanic","Atheist",0,28,2.5,0,0,3,2,"15","High School",3,"2",1,0,6,0,10,"No Idea"
"Male","Male","No","Big City","Black","Christian",7,23,2.8,5,4,0,1,"8","College",7,"0",10,5,9,0,10,"Concrete plan"
"Female","Female","No","Small Town","Asian","Hindu",0,23,3,0,0,0,0,"still waiting","High School",4,"2",5,5,6,0,50,"Nervous"
"Female","Female","Yes","Big City Suburb","White","Christian",7,29,3.7,8,11,0,0,"19","College",0,"5",5,3,10,0,100,"Grad School"
"Female","Female","Yes","Medium City","White","Christian",5,23,3.8,10,15,2,1,"17","lower grades",2,"10 or more",5,0,6,0,100,"Concrete plan"
"Female","Female","No","Medium City","White","Atheist",0,26,3.5,8,10,1,1,"14","College",3,"2",3,6,9,0,100,"Nervous"
"Female","Female","No","Big City","Hispanic","Christian",4,22,2.4,12,8,1,1,"12","College",7,"4",6,5,10,10,80,"Concrete plan"
"Female","Female","No","Big City Suburb","White","Christian",7,28,4,9,9,0,0,"17","High School",6,"3",14,5,7,0,80,"No Idea"
"Male","Male","No","Small Town","Asian","Christian",8,28,4,0,0,0,0,"still waiting","High School",4,"3",4,6,8,0,40,"Some Idea"
"Female","Female","Yes","Big City Suburb","White","Jewish",5,26,3.8,14,20,2,2,"12","College",3,"2",20,5,8,0,90,"Some Idea"
"Female","Female","No","Big City Suburb","White","Christian",8,27,3.5,3,3,0,1,"14","High School",6,"5",9,5,10,0,100,"Grad School"
"Male","Male","No","Big City Suburb","Hispanic","Other Religion",7,24,3,16,0,0,0,"still waiting","High School",6,"10 or more",2,6,9,5,100,"Some Idea"
"Male","Male","Yes","Big City Suburb","White","Agnostic",1,32,4,16,30,1,0,"15","High School",2,"0",30,9,8,0,80,"Nervous"
"Female","Female","No","Big City","Asian","Buddhist",1,25,3,5,4,0,0,"14","High School",7,"8",5,5,8,0,50,"Nervous"
"Male","Male","No","Big City","Hispanic","Christian",9,27,3.4,8,20,0,1,"16","College",5,"8",8,10,10,10,40,"Concrete plan"
"Female","Female","No","Big City","Asian","Atheist",1,32,4,2,2,0,0,"still waiting","lower grades",1,"2",2,10,7,0,100,"Nervous"
"Male","Male","No","Big City Suburb","Asian","Hindu",9,29,3.8,1,1,0,0,"still waiting","College",7,"1",5,2,8,0,70,"Grad School"
"Female","Female","Yes","Big City Suburb","White","Agnostic",2,28,3.2,14,24,4,2,"14","College",1,"1",10,1,8,15,0,"Grad School"
"Male","Male","Yes","Medium City","White","Jewish",6,29,3.8,9,9,5,1,"14","College",4,"1",11,5,10,0,0,"No Idea"
"Female","Female","No","Medium City","Asian","Buddhist",4,24,3.9,2,0,2,2,"14","middle school",2,"2",3,5,10,0,0,"Grad School"
"Female","Female","No","Medium City","White","Atheist",2,23,4,0,0,0,0,"17","High School",10,"4",15,5,10,0,10,"Nervous"
"Male","Male","No","Big City Suburb","Asian","Christian",6,20,3.4,6,3,10,2,"17","College",1,"2",2,2,9,0,10,"Grad School"
"Male","Male","No","Medium City","White","Agnostic",0,31,4,6,10,0,2,"14","High School",2,"2",5,9,6,0,70,"Some Idea"
"Male","Male","Yes","Big City Suburb","Asian","Hindu",3,31,3.4,15,20,17,1,"15","College",7,"2",10,8,7,0,0,"Concrete plan"
"Female","Female","No","Big City Suburb","White","Christian",2,29,4,6,3,1,1,"12","lower grades",3,"2",8,8,8,0,100,"Concrete plan"
"Female","Female","Yes","Big City Suburb","White","Christian",2,32,3.3,6,9,5,1,"18","Kindergarten",1,"2",6,9,8,0,90,"Some Idea"
"Female","Female","No","Big City Suburb","White","Agnostic",0,34,4,0,0,0,0,"still waiting","College",3,"1",4,8,8,0,60,"Grad School"
"Male","Male","No","Big City Suburb","Hispanic","Christian",5,23,3.4,2,3,1,0,"17","High School",3,"1",3,5,7,0,10,"Nervous"
"Female","Female","No","Big City","Hispanic","Christian",6,23,3,10,10,11,1,"13","College",12,"2",4,1,8,20,10,"Concrete plan"
"Female","Female","No","Big City Suburb","White","Christian",5,25,3.5,3,4,1,1,"17","College",6,"2",1,7,8,5,0,"No Idea"
"Female","Female","No","Big City Suburb","Black","Christian",5,26,3.8,2,3,0,0,"14","College",7,"10 or more",4,10,8,0,10,"Nervous"
"Female","Female","No","Big City","Black","Christian",3,24,1.5,0,0,0,0,"15","High School",3,"5",3,5,9,5,100,"Nervous"
"Female","Female","Yes","Big City","White","Christian",5,28,3,10,10,10,1,"14","College",3,"10 or more",10,0,9,15,100,"Concrete plan"
"Male","Male","No","Small Town","White","Christian",2,25,3.5,1,2,0,0,"16","middle school",5,"3",5,10,8,0,100,"Some Idea"
"Male","Male","No","Medium City","Black","Agnostic",2,28,2.9,3,2,1,0,"17","lower grades",0,"1",2,6,9,10,0,"No Idea"
"Female","Female","Yes","Medium City","White","Jewish",4,28,3.8,15,20,3,0,"15","College",7,"3",7,2,10,0,70,"Other"
"Female","Female","No","Small Town","White","Christian",2,25,3,12,30,50,0,"11","College",50,"1",50,3,3,10,30,"Nervous"
"Female","Female","No","Big City Suburb","White","Christian",8,26,3,5,10,0,0,"18","lower grades",7,"0",9,0,10,0,100,"Some Idea"
"Female","Female","No","Big City Suburb","Asian","Atheist",0,30,3.8,1,0,0,3,"15","High School",3,"3",3,8,10,0,100,"Nervous"
"Female","Female","Yes","Big City Suburb","White","Christian",5,24,3.6,4,10,1,1,"12","middle school",4,"3",2,6,10,20,30,"Nervous"
"Female","Female","No","Medium City","Asian","Atheist",0,31,3.8,0,0,0,0,"still waiting","middle school",1,"2",0,7,6,0,100,"Nervous"
"Female","Female","No","Big City Suburb","White","Christian",2,25,3.3,6,0,1,1,"16","College",3,"4",3,5,10,0,100,"Nervous"
"Female","Female","Yes","Big City Suburb","Hispanic","Other Religion",7,20,2.6,10,4,0,0,"14","College",3,"5",4,5,9,10,90,"Nervous"
"Female","Female","No","Big City Suburb","White","Christian",5,28,3.7,0,0,0,0,"16","High School",2,"2",4,5,9,10,100,"Some Idea"
"Female","Female","No","Big City Suburb","White","Muslim",4,24,4,4,0,1,2,"14","High School",10,"4",3,10,4,10,40,"Grad School"
"Female","Female","No","Big City Suburb","White","Christian",8,29,4,5,6,0,1,"13","High School",4,"2",12,6,10,0,100,"Nervous"
"Female","Female","No","Big City","Asian","Other Religion",0,28,3.8,0,0,0,0,"still waiting","High School",7,"2",1,6,6,0,100,"Grad School"
"Female","Female","No","Medium City","White","Christian",4,31,4,6,0,0,1,"17","High School",7,"3",7,8,9,0,60,"Nervous"
"Female","Female","No","Small Town","White","Agnostic",1,30,3.7,4,5,3,2,"15","High School",0,"6",3,5,3,0,0,"Nervous"
"Female","Female","No","Big City Suburb","Black","Christian",2,20,3.3,12,10,2,2,"15","High School",7,"10 or more",5,10,10,20,0,"Concrete plan"
"Female","Female","No","Small Town","White","Agnostic",0,27,3,1,0,2,2,"13","High School",0,"2",3,5,8,0,100,"Some Idea"
"Male","Male","Yes","Small Town","White","Buddhist",2,21,3.6,5,10,4,3,"4","Kindergarten",5,"1",4,3,6,0,0,"Concrete plan"
"Male","Male","No","Medium City","Black","Christian",5,24,2.5,5,3,1,1,"17","College",4,"5",3,10,9,30,100,"Grad School"
"Female","Female","Yes","Big City Suburb","White","Christian",6,27,3,5,5,0,0,"15","High School",14,"4",8,10,10,20,100,"Grad School"
"Female","Female","No","Big City Suburb","Mixed","Christian",5,27,4,2,3,4,1,"14","High School",4,"2",4,8,7,0,90,"No Idea"
"Female","Female","Yes","Medium City","Mixed","Christian",7,23,4,2,7,1,1,"12","College",1,"2",4,7,8,5,100,"No Idea"
"Female","Female","No","Big City","Hispanic","Other Religion",8,24,3.3,7,4,0,0,"15","College",9,"1",12,3,10,0,0,"Nervous"
"Male","Male","No","Medium City","White","Atheist",1,29,4,3,2,5,2,"13","High School",2,"2",9,4,7,20,100,"Nervous"
"Female","Female","Yes","Big City Suburb","White","Jewish",5,29,4,15,3,1,1,"16","High School",4,"7",3,2,7,0,90,"Nervous"
"Female","Female","No","Medium City","White","Agnostic",1,27,4,5,1,0,1,"16","High School",5,"2",4,4,8,0,80,"Some Idea"
"Female","Female","No","Big City Suburb","Mixed","Atheist",0,23,3.7,4,4,2,1,"16","lower grades",0,"1",2,4,5,10,0,"Nervous"
"Female","Female","No","Small Town","White","Christian",8,29,4,2,0,0,1,"15","High School",5,"1",4,3,7,20,100,"Grad School"
"Male","Male","No","Medium City","Mixed","Christian",10,36,3.5,0,0,0,1,"15","High School",14,"2",2,7,6,30,0,"Nervous"
"Female","Female","Yes","Big City Suburb","White","Christian",7,29,3.7,5,6,0,0,"14","middle school",7,"2",10,5,8,5,0,"No Idea"
"Female","Female","Yes","Big City Suburb","Hispanic","Christian",3,27,3.5,15,22,1,0,"17","College",2,"3",10,7,5,0,90,"Nervous"
"Female","Female","No","Big City","Black","Christian",5,22,3.8,6,0,1,1,"15","lower grades",3,"2",6,6,10,0,100,"Some Idea"
"Female","Female","No","Big City Suburb","White","Christian",3,24,3.3,8,12,1,2,"14","College",6,"3",5,6,8,0,100,"Grad School"
"Female","Female","No","Big City","White","Christian",5,25,4,10,30,3,1,"14","College",4,"10 or more",10,5,8,0,80,"No Idea"
"Male","Male","Yes","Big City","White","Agnostic",1,30,3.5,6,10,3,2,"11","High School",2,"7",10,5,9,0,100,"Grad School"
"Male","Male","Yes","Medium City","White","Jewish",5,27,3,10,10,18,1,"13","College",6,"1",10,5,5,0,90,"Nervous"
"Female","Female","Yes","Big City Suburb","White","Christian",8,24,3.4,10,4,4,2,"15","College",21,"2",4,5,10,5,100,"Concrete plan"
"Female","Female","No","Small Town","White","Christian",9,28,4,5,2,1,1,"17","College",19,"3",2,3,3,10,0,"Concrete plan"
"Male","Male","No","Big City","Hispanic","Atheist",0,24,3.9,4,15,0,0,"13","Kindergarten",2,"3",4,5,5,0,30,"Concrete plan"
"Female","Female","No","Big City Suburb","White","Christian",6,28,4,7,10,0,0,"15","High School",7,"2",10,4,9,0,50,"Grad School"
"Female","Female","No","Big City","Hispanic","Other Religion",5,28,2.5,7,4,0,0,"18","College",5,"4",4,6,9,15,10,"Some Idea"
"Female","Female","Yes","Big City","Hispanic","Agnostic",0,25,2.7,2,2,0,0,"still waiting","High School",4,"2",2,5,8,0,0,"Some Idea"
"Female","Female","No","Small Town","White","Atheist",0,24,2.5,0,0,0,2,"17","High School",4,"4",3,7,9,15,10,"Nervous"
"Female","Female","No","Big City Suburb","White","Christian",7,26,4,6,4,1,1,"12","High School",4,"2",10,0,10,0,90,"Concrete plan"
"Female","Female","No","Big City Suburb","Black","Christian",7,28,3.1,0,0,1,1,"16","High School",9,"2",5,6,8,0,0,"Grad School"
"Male","Male","Yes","Big City","Mixed","Christian",8,24,3,10,8,1,0,"17","College",7,"4",4,7,9,10,10,"Grad School"
"Female","Female","Yes","Big City Suburb","White","Jewish",8,27,4,4,8,0,0,"12","College",14,"3",12,6,9,0,100,"No Idea"
"Female","Female","No","Medium City","Mixed","Christian",7,28,3.7,0,0,0,1,"16","College",2,"1",5,1,10,0,100,"Nervous"
"Female","Female","No","Small Town","White","Christian",7,27,4,9,0,0,1,"15","College",10,"4",10,10,10,10,100,"Nervous"
"Female","Female","Yes","Big City Suburb","White","Christian",5,32,3.7,10,4,9,2,"13","College",1,"2",15,8,8,15,100,"Concrete plan"
"Female","Female","No","Medium City","Black","Agnostic",1,25,3.3,4,0,1,0,"17","lower grades",1,"3",6,4,9,15,10,"Some Idea"
"Male","Male","No","Medium City","Asian","Christian",5,32,4,0,0,0,0,"19","College",2,"1",6,1,1,0,100,"Concrete plan"
"Female","Female","No","Medium City","Asian","Christian",6,28,3.4,12,5,1,0,"15","College",14,"5",6,5,9,15,70,"Nervous"
"Female","Female","No","Big City Suburb","Black","Christian",7,26,3.4,3,2,0,0,"14","College",1,"3",10,5,6,0,10,"Some Idea"
"Female","Female","Yes","Medium City","White","Christian",3,27,4,12,25,4,1,"15","High School",11,"2",10,3,9,0,90,"Concrete plan"
"Male","Male","No","Big City Suburb","Hispanic","Atheist",0,29,4,10,20,0,0,"18","High School",2,"2",7,7,8,0,90,"No Idea"
"Female","Female","Yes","Big City Suburb","White","Jewish",5,26,3.4,16,16,1,0,"16","College",2,"5",9,6,10,0,100,"Nervous"
"Female","Other","No","Big City Suburb","White","Agnostic",0,29,4,4,0,1,2,"17","College",5,"8",4,5,9,0,70,"Grad School"
"Male","Male","No","Big City","White","Christian",7,24,3.5,25,25,8,0,"13","College",5,"2",4,5,7,0,30,"Nervous"
"Female","Female","Yes","Big City Suburb","White","Christian",6,27,3.5,6,12,0,0,"15","College",3,"3",6,6,9,0,90,"Grad School"
"Male","Male","No","Big City Suburb","White","Buddhist",1,23,3.7,6,8,0,0,"18","lower grades",7,"5",10,6,9,35,100,"Nervous"
"Female","Female","No","Big City Suburb","White","Christian",2,26,4,2,0,0,0,"still waiting","College",7,"4",3,5,9,0,100,"Nervous"
"Female","Female","No","Big City Suburb","White","Christian",5,24,4,8,8,0,0,"16","High School",5,"1",5,7,9,0,0,"No Idea"
"Female","Female","Yes","Big City Suburb","White","Jewish",3,21,3.4,10,5,2,3,"14","College",20,"10 or more",10,10,10,0,100,"Concrete plan"
"Female","Female","No","Big City","White","Atheist",0,29,2.5,0,2,7,3,"13","College",15,"2",1,0,5,30,0,"Grad School"
"Male","Male","No","Medium City","Black","Christian",3,28,3,5,1,2,1,"18","College",3,"2",5,6,6,0,70,"Nervous"
"Female","Female","No","Big City","Black","Christian",3,20,2.8,0,0,2,1,"18","High School",4,"3",3,5,9,0,100,"Nervous"
"Male","Male","No","Big City Suburb","Other","Christian",3,34,4,15,21,1,2,"12","lower grades",2,"2",4,8,6,0,100,"Concrete plan"
"Female","Female","No","Small Town","Asian","Atheist",0,30,4,0,0,1,1,"15","College",3,"2",2,2,4,0,100,"Grad School"
"Female","Female","No","Medium City","Other","Christian",4,22,3.7,5,5,2,2,"13","middle school",6,"5",4,5,9,20,100,"Some Idea"
"Female","Female","No","Big City Suburb","White","Christian",9,25,3.5,10,15,0,0,"13","High School",3,"2",14,7,9,10,100,"No Idea"
"Female","Female","No","Big City Suburb","Black","Christian",9,20,3.7,5,5,0,0,"14","lower grades",4,"2",3,10,10,15,0,"Grad School"
"Female","Female","No","Small Town","White","Agnostic",3,25,3.5,2,0,4,3,"12","College",1,"4",3,5,6,0,80,"Grad School"
"Female","Female","No","Big City","Black","Christian",7,27,2.5,0,1,8,1,"15","High School",20,"5",5,10,8,25,60,"Nervous"
"Female","Female","No","Medium City","Asian","Other Religion",4,31,3.8,0,0,0,0,"still waiting","High School",1,"1",5,2,9,0,100,"Nervous"
"Female","Female","Yes","Big City Suburb","White","Christian",5,27,3,20,25,2,1,"14","High School",5,"2",7,10,10,15,100,"Some Idea"
"Male","Male","No","Big City","Asian","Atheist",0,28,4,0,0,0,0,"still waiting","High School",1,"1",5,5,10,0,100,"Some Idea"
"Female","Female","No","Big City","Black","Other Religion",3,26,4,4,3,0,0,"still waiting","middle school",2,"2",7,1,10,0,70,"Some Idea"
"Male","Male","No","Big City","Asian","Agnostic",1,30,3,2,0,1,1,"18","High School",5,"2",3,5,9,0,100,"Some Idea"
"Male","Male","No","Big City Suburb","Hispanic","Christian",4,27,4,5,10,1,1,"14","High School",3,"1",2,7,10,0,90,"Some Idea"
"Male","Male","No","Big City Suburb","Asian","Christian",6,22,3.5,2,1,1,0,"17","College",2,"3",5,5,8,0,100,"Concrete plan"
"Female","Female","No","Big City Suburb","White","Christian",3,30,4,12,12,1,0,"14","lower grades",1,"6",3,3,7,0,100,"Grad School"
"Female","Female","Yes","Big City","Hispanic","Christian",6,21,3.4,10,6,6,1,"14","College",3,"3",10,7,8,0,50,"Nervous"
"Female","Female","No","Big City","Hispanic","Other Religion",3,24,1.5,10,25,0,1,"15","lower grades",2,"3",3,5,9,10,10,"Some Idea"
"Female","Female","No","Big City Suburb","Black","Christian",7,29,3.4,6,10,1,1,"13","College",3,"10 or more",8,10,8,0,90,"Nervous"
"Male","Male","No","Big City Suburb","Asian","Hindu",7,34,2.8,0,0,0,0,"still waiting","lower grades",7,"1",10,5,4,0,100,"Grad School"
"Female","Female","No","Medium City","White","Christian",8,26,3.9,2,0,1,3,"15","College",6,"5",4,3,10,0,70,"Concrete plan"
"Male","Male","No","Medium City","Asian","Agnostic",0,27,3,2,2,0,0,"still waiting","High School",5,"1",3,5,8,0,100,"Grad School"
"Male","Male","No","Medium City","Mixed","Atheist",0,26,3.4,18,50,15,1,"14","College",1,"4",7,10,9,25,90,"Nervous"
"Male","Male","No","Big City","Black","Christian",4,22,2.4,4,2,5,2,"17","middle school",2,"3",4,5,8,0,60,"Nervous"
"Female","Female","No","Small Town","White","Christian",6,33,3.6,1,1,0,0,"17","middle school",8,"1",3,4,9,5,90,"Nervous"
"Male","Male","Yes","Big City Suburb","Hispanic","Christian",0,27,3.7,18,30,3,2,"13","High School",3,"3",3,9,10,0,50,"Grad School"
"Female","Female","No","Big City Suburb","White","Christian",7,25,3,5,6,1,1,"16","College",4,"1",6,1,9,10,50,"Nervous"
"Female","Female","No","Big City","Hispanic","Christian",7,23,3.2,0,0,0,0,"13","College",6,"3",11,0,10,30,50,"Concrete plan"
"Female","Female","No","Small Town","Hispanic","Christian",8,21,2.7,12,10,10,3,"15","High School",11,"10 or more",4,8,4,25,20,"Concrete plan"
"Male","Male","Yes","Big City Suburb","White","Christian",7,28,4,10,25,0,2,"16","College",1,"3",10,9,5,0,60,"Nervous"
"Female","Female","Yes","Big City","White","Christian",3,28,3.9,12,20,0,0,"15","College",1,"4",8,5,10,0,90,"Some Idea"
"Male","Male","No","Big City Suburb","Mixed","Other Religion",5,21,2.6,8,20,50,1,"6","College",2,"1",2,9,8,0,60,"Some Idea"
"Female","Female","No","Big City","Black","Christian",7,22,2.8,6,12,5,2,"12","middle school",4,"5",8,7,8,0,0,"Concrete plan"
"Female","Female","No","Big City","Hispanic","Christian",8,26,2.4,6,5,1,0,"13","College",7,"2",3,6,7,10,0,"Grad School"
"Female","Female","No","Big City Suburb","White","Jewish",4,29,4,20,15,1,1,"12","High School",7,"10 or more",15,5,10,0,90,"Grad School"
"Female","Female","No","Medium City","Asian","Agnostic",0,28,4,2,1,0,4,"14","lower grades",3,"3",4,6,9,0,100,"Some Idea"
"Female","Female","No","Big City Suburb","White","Christian",8,34,4,1,0,0,1,"18","High School",7,"5",3,5,7,0,80,"Grad School"
"Male","Male","Yes","Medium City","White","Agnostic",1,31,3.1,12,30,20,4,"12","College",1,"1",4,7,8,0,100,"Nervous"
"Male","Male","No","Medium City","Hispanic","Christian",8,27,3,2,2,5,2,"17","High School",2,"1",3,3,10,10,0,"Concrete plan"
"Female","Female","No","Small Town","White","Christian",9,28,4,0,0,3,2,"14","College",7,"1",5,9,8,15,10,"Grad School"
"Male","Male","Yes","Big City","Hispanic","Other Religion",5,24,3,8,15,2,1,"14","College",3,"5",6,5,5,10,0,"Concrete plan"
"Female","Female","No","Big City Suburb","Asian","Hindu",2,30,3.6,4,2,1,1,"13","High School",2,"1",3,0,8,20,100,"Nervous"
"Female","Female","No","Medium City","Hispanic","Other Religion",6,22,2.2,24,20,35,6,"13","College",10,"10 or more",7,6,9,5,50,"Nervous"
"Female","Female","No","Medium City","White","Christian",5,25,3.9,10,20,2,2,"13","High School",2,"1",10,5,7,0,100,"Some Idea"
"Female","Other","No","Medium City","White","Christian",7,24,3.4,3,4,0,1,"15","College",10,"2",5,5,10,0,30,"Nervous"
"Male","Male","No","Big City Suburb","Asian","Other Religion",8,33,3.6,3,0,0,0,"still waiting","College",13,"4",8,7,8,5,100,"Nervous"
"Female","Female","No","Big City","Black","Christian",5,20,3,0,0,0,0,"still waiting","College",5,"10 or more",5,7,10,0,30,"No Idea"
"Male","Male","No","Big City Suburb","Asian","Agnostic",0,33,4,10,10,2,2,"12","High School",5,"1",7,2,8,5,0,"Grad School"
"Female","Female","No","Big City","Asian","Atheist",3,23,4,0,0,0,0,"still waiting","High School",2,"2",4,8,7,10,100,"No Idea"
"Female","Female","No","Big City Suburb","White","Agnostic",0,28,4,0,0,1,1,"16","middle school",8,"1",4,4,9,0,0,"Nervous"
"Male","Male","Yes","Big City","Asian","Agnostic",3,30,3.9,5,10,0,1,"18","High School",2,"2",3,8,7,0,100,"Nervous"
"Female","Female","No","Big City","Black","Christian",5,24,2,5,1,3,2,"16","College",6,"0",3,0,7,0,0,"Some Idea"
"Female","Female","No","Big City Suburb","White","Christian",0,25,3.5,3,1,1,1,"16","College",5,"3",6,5,10,0,0,"Grad School"
"Female","Female","No","Big City Suburb","Hispanic","Christian",4,28,3.5,10,10,1,2,"15","College",7,"5",5,7,8,0,90,"Grad School"
"Female","Female","No","Big City","Hispanic","Christian",5,23,2.7,6,12,2,1,"14","College",17,"3",5,9,7,0,70,"Concrete plan"
"Male","Male","No","Medium City","White","Atheist",2,32,4,4,0,1,1,"15","High School",12,"1",3,9,10,0,80,"Grad School"
"Male","Male","Yes","Big City Suburb","White","Other Religion",3,28,3.1,10,25,3,0,"15","College",7,"2",10,1,10,0,100,"Some Idea"
"Female","Female","No","Big City Suburb","White","Christian",5,25,3.5,8,1,3,1,"16","High School",14,"10 or more",10,8,10,0,100,"Grad School"
"Female","Female","Yes","Big City Suburb","White","Jewish",5,23,4,6,6,4,1,"13","College",3,"9",7,8,9,0,70,"No Idea"
"Female","Female","No","Small Town","Mixed","Christian",7,22,4,4,3,1,2,"15","High School",20,"5",5,3,8,0,40,"Other"
"Male","Male","Yes","Big City Suburb","White","Jewish",1,30,4,10,5,3,2,"10","lower grades",7,"2",5,8,10,0,100,"Other"
"Male","Male","No","Big City Suburb","White","Christian",8,24,3.7,20,30,7,3,"14","College",2,"2",4,2,10,0,80,"Concrete plan"
"Female","Female","No","Big City Suburb","Asian","Muslim",5,24,3.7,0,0,1,2,"14","High School",3,"2",2,7,7,0,0,"Some Idea"
"Female","Female","No","Big City Suburb","White","Atheist",0,34,3.3,30,20,5,0,"15","College",0,"1",8,0,5,0,100,"Grad School"
"Male","Male","Yes","Big City Suburb","Asian","Agnostic",0,31,2.9,4,20,4,1,"16","College",1,"3",2,10,0,0,0,"Nervous"
"Female","Female","No","Small Town","White","Christian",6,22,4,5,5,1,1,"18","High School",2,"6",4,5,7,0,100,"Some Idea"
"Female","Female","No","Big City","Hispanic","Christian",5,23,4,0,0,1,1,"15","High School",3,"2",3,10,10,0,90,"Nervous"
