"gender","greek","homeTown","ethnicity","religion","religious","ACT","GPA","partyHr","drinks","sexPartners","relationships","firstKissAge","favLifePeriod","hoursCallParents","tweets","gayMarriage","triedGaySex","abortion","politics","poverty","goodOrWell","parentRelationship","workHr","tuition"
"Male","Yes","suburbs","White","Christian",6,30,3.5,25,40,3,0,"18","College",2,0,5,"No",9,8,8,7,7,0,100
"Female","Yes","suburbs","White","Christian",8,32,3.3,2,1,1,1,"16","High_School",2,0,2,"No",9,9,6,5,8,0,100
"Female","Yes","suburbs","White","Christian",8,24,3.5,7,5,1,1,"15","College",10,0,2,"No",2,8,8,2,9,0,80
"Female","No","Small_Town","White","Christian",2,28,3.8,1,0,2,2,"16","College",20,0,0,"No",3,5,5,3,10,30,0
"Male","Yes","suburbs","White","Christian",3,29,2.9,15,30,1,2,"15","College",4,2,5,"No",5,5,7,5,4,5,50
"Female","Yes","suburbs","White","Christian",8,32,3.4,9,15,0,1,"18","High_School",3,2,3,"No",10,7,7,8,10,0,60
"Male","No","suburbs","White","Agnostic",0,29,1.9,2,1,0,1,"18","College",0,3,0,"No",3,5,6,9,9,0,100
"Female","Yes","suburbs","White","Jewish",2,28,3.5,12,27,5,0,"16","College",5,0,0,"No",0,4,6,6,8,0,100
"Female","Yes","suburbs","White","Jewish",5,26,3.6,12,27,9,3,"14","College",13,0,0,"No",0,2,7,7,9,0,100
"Female","Yes","suburbs","White","Other",2,29,3.6,12,15,4,1,"14","College",5,1,0,"No",3,5,8,1,8,0,100
"Female","Yes","Medium_City","White","Christian",7,30,3.1,10,7,8,1,"16","College",5,3,5,"No",5,8,8,3,7,0,80
"Male","Yes","suburbs","White","Christian",3,28,3,25,40,4,0,"17","College",2,0,2,"No",1,5,5,5,5,0,70
"Female","Yes","Small_Town","White","Christian",7,27,2.6,10,10,5,3,"16","College",5,2,5,"No",4,10,10,10,9,5,90
"Female","Yes","suburbs","White","Christian",5,28,4,12,12,1,1,"13","College",1,0,0,"No",0,5,5,8,9,0,100
"Female","No","Small_Town","White","Christian",5,29,3.3,20,30,5,3,"16","College",10,3,5,"No",5,10,7,5,9,25,20
"Female","No","big_city","White","Agnostic",0,31,3.8,10,17,2,3,"13","College",14,0,0,"Yes",10,0,5,2,5,0,100
"Female","Yes","suburbs","White","Christian",8,27,3.2,2,2,0,1,"19","College",8,0,10,"No",10,10,10,10,10,5,100
"Female","No","big_city","White","Jewish",5,31,3.6,11,14,2,0,"14","College",2,0,3,"No",0,5,4,10,8,0,90
"Female","Yes","Small_Town","White","Christian",8,24,3.4,10,10,3,2,"15","College",6,2,3,"No",5,7,8,6,9,0,60
"Female","Yes","suburbs","White","Jewish",4,32,3.9,8,10,5,1,"16","College",7,2,0,"No",3,4,8,5,9,0,100
"Female","Yes","suburbs","White","Jewish",4,24,3,6,7,5,3,"13","College",6,1,0,"No",0,5,5,0,8,5,90
"Female","No","suburbs","White","Jewish",5,28,3.7,8,6,1,0,"17","High_School",11,2,0,"No",0,3,7,3,8,0,100
"Female","Yes","suburbs","White","Christian",10,31,3.8,0,0,0,0,"14","High_School",6,1,8,"No",8,7,4,2,9,10,100
"Male","Yes","Small_Town","White","Atheist",0,26,2.2,10,20,3,4,"12","College",3,0,0,"No",0,2,3,2,8,15,80
"Female","Yes","suburbs","White","Christian",8,28,3.1,10,24,0,0,"18","College",50,4,4,"No",1,8,10,10,9,0,100
"Male","Yes","suburbs","White","Christian",3,30,3.9,20,40,4,1,"13","College",7,0,3,"No",3,6,8,5,10,0,100
"Male","Yes","suburbs","White","Christian",5,31,2.5,4,2,1,1,"17","College",2,0,2,"No",6,6,5,5,6,0,0
"Male","Yes","suburbs","White","Christian",6,30,3.5,15,20,6,2,"14","middle_school",1,0,6,"No",4,5,6,1,9,5,90
"Female","No","Small_Town","White","Christian",8,23,3.5,5,4,0,0,"still_waiting","College",3,4,4,"No",5,6,5,2,10,10,0
"Male","No","Small_Town","White","Christian",6,28,3.5,0,0,0,0,"still_waiting","College",1,0,0,"No",8,4,5,5,10,0,100
"Female","Yes","suburbs","White","Christian",1,27,3.8,16,10,2,1,"13","0_to_Kindergarten",7,0,0,"No",0,5,5,5,9,30,90
"Female","No","suburbs","White","Christian",6,21,2.8,0,0,2,1,"19","College",3,0,3,"No",3,4,4,1,8,0,70
"Male","No","suburbs","White","Agnostic",0,25,2.7,2,1,1,2,"10","middle_school",1,3,10,"No",2,2,3,6,7,15,60
"Male","No","Medium_City","White","Other",6,30,1.9,1,6,14,4,"16","College",1,0,4,"No",0,1,3,2,7,20,0
"Male","No","suburbs","White","Other",5,26,3.2,1,1,0,1,"22","College",10,0,0,"Yes",3,1,5,4,6,0,10
"Female","Yes","Medium_City","White","Jewish",4,28,3.7,10,2,1,1,"16","College",4,0,0,"No",2,0,5,6,7,0,100
"Male","Yes","suburbs","White","Agnostic",0,30,3.1,15,12,3,2,"14","College",5,0,0,"No",0,8,8,8,9,10,90
"Male","No","Medium_City","White","Atheist",0,29,3.8,20,30,3,1,"13","College",2,4,0,"Yes",0,5,0,3,8,10,80
"Female","Yes","suburbs","White","Christian",5,30,3.7,10,25,8,2,"14","College",4,4,1,"No",3,6,7,7,10,25,100
"Female","No","suburbs","White","Christian",10,32,3.4,0,0,2,2,"15","College",1,3,7,"No",4,6,4,0,3,0,40
"Male","Yes","suburbs","White","Christian",1,29,2.8,12,20,3,1,"15","College",1,1,5,"No",5,5,5,8,6,0,90
"Female","Yes","suburbs","White","Christian",8,27,3.9,15,18,1,2,"15","College",7,2,5,"No",10,7,5,2,10,0,100
"Female","Yes","suburbs","White","Christian",8,30,3.4,12,30,0,0,"10","High_School",2,1,0,"No",3,3,5,3,9,0,100
"Female","Yes","suburbs","White","Christian",10,36,3.9,5,2,0,1,"15","High_School",3,0,8,"No",8,9,8,2,10,0,100
"Male","No","Small_Town","White","Atheist",3,30,3,12,20,0,0,"18","High_School",2,5,0,"No",0,3,2,7,8,0,30
"Female","No","Small_Town","White","Christian",7,30,3.6,12,10,1,3,"14","High_School",5,0,3,"No",9,8,8,6,9,0,30
"Female","No","suburbs","White","Christian",4,26,3.8,2,8,1,1,"16","High_School",3,3,5,"No",5,5,5,7,8,0,80
"Female","Yes","suburbs","White","Christian",7,28,3.4,9,14,3,0,"16","College",5,2,1,"No",6,4,5,2,9,0,70
"Female","Yes","suburbs","White","Christian",8,31,4,3,2,0,1,"17","High_School",1,0,0,"No",10,3,4,6,7,0,90
"Male","Yes","suburbs","White","Agnostic",0,35,2.8,2,5,2,2,"13","High_School",1,0,0,"No",1,4,3,0,8,15,20
"Female","No","suburbs","White","Christian",7,23,3.7,2,9,0,0,"12","College",3,0,10,"No",9,9,6,6,9,0,100
"Female","No","Small_Town","White","Christian",4,29,3.5,0,0,0,0,"still_waiting","0_to_Kindergarten",2,1,8,"No",10,10,10,9,10,0,100
"Female","Yes","Small_Town","White","Christian",6,24,3.7,6,8,2,1,"15","High_School",2,1,5,"No",7,5,5,5,8,20,50
"Female","Yes","Medium_City","White","Christian",6,26,4,12,10,1,1,"15","High_School",4,2,2,"No",10,7,5,5,9,0,10
"Male","Yes","Small_Town","White","Agnostic",1,27,2,5,5,8,3,"12","High_School",2,0,0,"No",0,2,3,5,6,0,50
"Female","No","suburbs","White","Christian",6,29,3.7,6,6,1,1,"16","College",5,0,0,"No",4,4,7,5,9,0,100
"Female","Yes","Small_Town","White","Christian",7,22,3,2,6,5,3,"13","College",2,2,5,"No",9,7,6,9,10,0,60
"Female","Yes","suburbs","White","Agnostic",0,31,3.8,15,28,5,1,"18","High_School",2,1,0,"No",0,6,7,2,9,10,100
"Female","Yes","suburbs","White","Christian",5,32,4,0,0,1,1,"16","High_School",5,1,0,"No",5,5,6,10,8,40,90
"Female","No","Medium_City","White","Christian",10,27,3.5,0,0,1,2,"15","College",8,0,10,"No",10,10,3,5,10,0,100
"Female","Yes","suburbs","White","Christian",8,29,3.4,3,2,0,0,"17","High_School",1,2,1,"No",5,3,5,5,7,0,40
"Male","No","suburbs","White","Christian",5,21,3.1,4,6,1,1,"16","High_School",2,1,8,"No",0,6,8,6,10,0,0
"Male","No","suburbs","White","Christian",3,33,3.6,0,0,0,1,"4","1st_to_5th_grade",3,0,5,"No",10,8,7,10,8,0,100
"Female","No","suburbs","White","Christian",3,27,3.8,1,4,1,2,"14","High_School",7,1,1,"No",4,9,10,5,10,0,100
"Female","No","Small_Town","White","Christian",7,29,4,4,6,0,1,"14","College",2,5,1,"No",10,8,5,1,9,0,90
"Male","Yes","suburbs","White","Christian",7,31,3.7,8,12,0,1,"15","High_School",2,0,3,"No",8,7,6,1,8,10,90
"Female","Yes","suburbs","White","Christian",7,28,3.7,25,50,4,1,"12","High_School",10,1,1,"No",8,7,5,5,9,0,0
"Female","No","suburbs","White","Atheist",0,29,3.3,5,3,3,1,"13","College",7,0,0,"No",0,2,4,8,9,10,100
"Female","Yes","suburbs","White","Christian",7,26,3.7,17,30,7,3,"14","College",5,0,10,"No",2,4,6,8,8,0,100
"Female","No","Small_Town","White","Christian",8,30,3.6,10,8,0,0,"16","High_School",1,0,8,"No",10,7,8,3,9,0,100
"Male","No","big_city","White","Christian",2,35,3.1,4,12,6,0,"14","middle_school",0,1,0,"No",2,2,1,4,7,40,100
"Female","No","Medium_City","White","Christian",5,28,3.6,15,25,2,0,"12","College",15,8,0,"No",2,3,8,6,8,0,100
"Female","Yes","suburbs","White","Agnostic",4,29,3,13,20,5,0,"19","College",2,0,0,"No",0,3,6,5,5,10,100
"Female","No","suburbs","White","Christian",4,27,3.1,8,10,2,5,"12","College",4,5,5,"No",5,8,8,7,9,20,80
"Female","Yes","suburbs","White","Christian",9,27,3.6,12,34,0,1,"15","College",8,2,0,"Yes",8,5,7,0,10,0,10
"Female","No","suburbs","White","Christian",4,30,4,5,4,0,1,"16","College",7,0,8,"No",8,7,6,2,9,0,100
"Female","No","suburbs","White","Christian",3,28,3.2,3,4,6,2,"13","College",7,1,0,"No",0,7,5,9,9,0,100
"Male","Yes","suburbs","White","Jewish",3,27,3,7,10,1,1,"16","College",1,1,0,"No",2,5,7,6,8,20,50
"Female","No","Small_Town","White","Christian",7,29,3.7,5,5,0,1,"15","College",7,0,2,"No",9,4,6,4,9,15,50
"Female","Yes","suburbs","White","Christian",5,23,3.7,22,25,2,1,"14","College",13,1,0,"Yes",0,0,10,5,9,0,50
"Male","No","suburbs","White","Christian",8,27,3.4,13,13,0,1,"19","College",1,0,4,"No",10,7,7,3,9,0,90
"Female","Yes","suburbs","White","Christian",7,25,3.5,12,15,2,1,"15","High_School",5,1,1,"No",8,3,8,6,10,0,20
"Male","No","Medium_City","White","Other",3,25,3.9,15,22,0,0,"16","High_School",3,2,0,"No",3,7,7,8,8,0,100
"Male","No","suburbs","White","Christian",2,32,4,1,2,1,1,"16","College",2,0,0,"No",4,4,5,2,8,5,90
"Male","No","Small_Town","White","Agnostic",0,26,3.7,3,10,13,1,"16","High_School",8,0,0,"No",0,2,2,7,9,0,0
"Female","No","suburbs","White","Christian",7,24,2.9,5,6,0,0,"20","College",14,0,6,"No",3,7,8,5,10,0,50
"Female","Yes","Medium_City","White","Christian",4,26,3.8,3,3,2,2,"16","College",3,7,1,"No",2,3,7,8,10,20,70
"Female","Yes","suburbs","White","Christian",3,28,3.2,16,28,3,1,"16","College",7,0,0,"No",0,5,5,7,10,0,100
"Male","No","Small_Town","White","Christian",1,32,3.5,5,12,0,1,"16","middle_school",2,3,4,"No",8,7,7,10,9,0,100
"Female","No","Small_Town","White","Atheist",0,24,2.7,0,0,12,3,"13","College",0,0,0,"Yes",0,5,5,10,2,10,20
"Male","No","Medium_City","White","Christian",4,28,3.7,5,6,1,0,"14","1st_to_5th_grade",2,0,2,"No",5,4,7,7,6,15,90
"Female","No","Medium_City","White","Christian",8,25,3.5,0,0,0,1,"16","College",12,0,10,"No",10,9,8,0,10,0,90
"Female","Yes","suburbs","White","Christian",3,27,3,15,20,0,0,"14","High_School",3,3,0,"No",3,4,6,6,8,0,80
"Female","No","big_city","White","Christian",8,27,3.1,16,14,0,0,"16","High_School",1,4,0,"No",2,7,7,7,7,35,10
"Female","Yes","Small_Town","White","Christian",6,28,3,0,0,3,1,"14","College",5,3,0,"No",0,2,4,4,7,25,50
"Female","No","Small_Town","White","Christian",8,24,3.7,12,10,9,2,"15","College",7,10,5,"No",7,5,5,0,9,15,80
"Female","No","suburbs","White","Christian",9,30,3.3,5,5,0,0,"18","High_School",4,1,0,"No",0,4,7,3,9,0,100
"Female","No","suburbs","White","Christian",8,27,2,0,0,1,1,"15","College",3,1,0,"No",6,3,8,5,9,20,10
"Female","Yes","suburbs","White","Christian",4,27,3.9,15,15,3,2,"15","High_School",7,2,5,"Yes",1,9,8,5,10,5,100
"Female","No","suburbs","White","Christian",7,26,3.5,2,1,0,0,"20","College",14,0,3,"No",0,3,7,2,9,0,100
"Female","No","suburbs","White","Christian",8,27,3.6,8,8,0,0,"18","College",7,2,7,"No",3,5,3,5,9,0,90
"Female","Yes","suburbs","White","Jewish",3,28,3.6,12,27,19,0,"13","High_School",8,0,1,"No",1,5,5,7,10,0,90
"Male","Yes","big_city","White","Christian",4,17,2.9,50,50,50,25,"3","College",0,50,0,"No",0,0,6,10,10,0,0
"Female","Yes","suburbs","White","Jewish",4,29,3.4,12,4,4,1,"15","College",9,1,0,"No",0,1,7,5,10,0,60
"Male","No","suburbs","White","Atheist",0,35,3.6,5,6,0,0,"18","High_School",1,0,0,"No",1,5,6,9,6,0,100
"Female","No","Small_Town","White","Agnostic",2,26,3.5,10,10,10,3,"14","College",4,0,0,"No",0,5,8,10,8,15,50
"Male","No","suburbs","White","Christian",6,25,2.8,3,3,0,1,"still_waiting","College",4,2,3,"No",3,8,6,10,10,0,90
"Female","Yes","Medium_City","White","Christian",6,24,3,15,50,1,1,"14","College",3,10,5,"No",9,6,5,5,9,20,90
"Male","Yes","Small_Town","White","Atheist",0,30,2.6,8,5,4,2,"15","College",1,0,0,"No",3,3,6,6,8,10,70
"Female","No","Medium_City","White","Christian",7,32,3.9,4,5,1,2,"16","College",1,0,0,"No",1,2,3,2,2,0,0
"Female","Yes","suburbs","White","Christian",2,28,3.7,5,7,1,1,"17","High_School",2,0,0,"No",5,4,4,0,0,10,50
"Female","No","suburbs","White","Christian",8,24,3.5,7,8,3,1,"18","College",4,5,1,"No",0,3,2,4,8,0,100
"Female","No","suburbs","White","Christian",6,27,3.7,6,12,1,2,"15","College",4,10,0,"No",3,2,4,8,8,15,80
"Female","Yes","Small_Town","White","Christian",7,24,3.1,5,10,6,2,"14","College",4,1,8,"No",5,9,8,5,8,15,80
"Female","No","suburbs","White","Christian",8,25,3.7,3,3,0,1,"16","High_School",1,6,0,"No",4,4,5,4,10,0,100
"Female","No","suburbs","White","Christian",5,27,3.9,1,4,5,2,"13","High_School",10,2,0,"No",0,1,3,2,10,10,100
"Female","No","suburbs","White","Christian",8,30,3.9,8,6,0,1,"15","College",10,1,10,"No",10,6,7,9,9,5,100
"Female","No","Small_Town","White","Christian",8,29,3.6,15,15,1,0,"16","College",3,6,1,"No",2,3,6,1,10,15,50
"Female","No","suburbs","White","Christian",7,27,3.3,4,1,0,2,"15","High_School",28,1,2,"No",7,5,7,7,8,5,100
"Male","Yes","suburbs","White","Christian",4,33,3,10,20,0,0,"12","College",4,0,0,"No",2,5,8,6,9,10,60
"Female","No","Small_Town","White","Christian",3,26,3.3,5,7,2,1,"13","High_School",3,0,5,"No",2,5,9,5,7,0,100
"Male","No","suburbs","White","Christian",4,36,3.5,2,1,10,2,"16","High_School",5,0,0,"Yes",4,4,4,8,10,0,100
"Female","Yes","suburbs","White","Christian",7,24,3.4,20,20,23,0,"18","College",4,0,10,"No",0,8,3,0,10,5,60
"Female","No","suburbs","White","Other",8,28,3.4,5,9,0,1,"16","College",5,0,1,"No",0,5,3,5,9,10,20
"Female","No","Medium_City","White","Agnostic",2,28,3.8,0,0,0,0,"still_waiting","middle_school",5,0,0,"No",10,5,7,5,4,0,10
"Female","No","suburbs","White","Agnostic",0,25,3.2,8,14,2,2,"13","College",2,2,0,"No",2,2,5,4,7,10,60
"Female","Yes","Small_Town","White","Atheist",0,32,3.7,3,14,4,4,"14","College",4,0,0,"No",2,2,5,5,10,40,100
"Female","Yes","suburbs","White","Other",2,28,3.4,10,20,1,0,"18","College",3,4,0,"No",4,5,5,3,10,10,20
"Female","No","Medium_City","White","Christian",5,29,4,3,2,1,1,"16","College",5,2,0,"No",0,3,8,3,10,0,80
"Female","Yes","Small_Town","White","Christian",5,33,3.9,4,4,0,0,"17","College",2,0,0,"No",1,3,5,2,6,0,10
"Male","Yes","big_city","White","Christian",6,27,3.1,12,8,4,2,"9","College",2,0,2,"No",1,4,8,8,8,25,90
"Male","Yes","suburbs","White","Christian",0,27,3.9,30,50,3,0,"13","College",1,1,3,"No",0,4,3,8,10,0,90
"Male","Yes","suburbs","White","Agnostic",2,28,3,12,15,3,1,"16","College",1,1,1,"No",1,2,3,1,4,0,100
"Male","No","Medium_City","White","Christian",3,31,3.9,4,3,1,1,"17","College",1,0,0,"No",0,5,3,2,10,10,70
"Male","Yes","Small_Town","White","Agnostic",2,30,3.6,12,25,5,1,"15","College",5,5,3,"No",2,7,8,5,3,0,60
"Male","No","suburbs","White","Atheist",3,30,3.2,12,25,1,1,"17","High_School",2,0,10,"Yes",0,2,4,5,5,0,90
"Female","No","suburbs","White","Jewish",6,26,3.5,4,4,0,0,"15","College",30,3,5,"No",0,8,8,8,10,25,90
"Female","No","suburbs","White","Christian",1,26,2.6,16,19,1,0,"15","College",4,0,0,"No",2,6,4,6,8,0,70
"Female","No","suburbs","White","Other",5,27,4,15,20,1,1,"13","High_School",4,5,0,"No",5,3,5,7,7,5,0
"Female","Yes","suburbs","White","Christian",6,27,3.7,7,2,1,1,"16","High_School",12,0,0,"No",2,8,6,8,10,10,60
"Female","Yes","suburbs","White","Christian",3,32,3.9,2,1,1,1,"17","College",4,1,5,"No",3,4,4,5,10,0,100
"Female","Yes","Small_Town","White","Christian",1,28,2.9,15,25,7,2,"15","College",20,1,0,"No",0,2,10,8,8,10,100
"Female","No","Medium_City","White","Christian",4,27,3.9,0,0,0,0,"still_waiting","College",9,1,10,"No",10,10,7,0,10,0,10
"Female","No","suburbs","White","Jewish",7,31,3.5,0,0,11,2,"13","High_School",3,0,0,"Yes",1,3,5,7,10,25,80
"Female","No","suburbs","White","Christian",7,26,3.4,4,0,0,0,"3","College",4,1,0,"No",0,5,6,2,8,10,100
"Female","No","big_city","White","Christian",8,29,3.8,10,5,1,3,"14","High_School",11,12,1,"No",2,8,7,7,9,10,80
"Female","No","big_city","White","Christian",1,27,3.2,11,10,0,1,"13","College",1,0,0,"Yes",0,2,6,6,2,0,100
"Male","No","suburbs","White","Agnostic",2,27,3.9,5,10,1,2,"11","College",1,0,0,"No",0,2,3,1,10,15,100
"Male","No","Small_Town","White","Christian",4,26,2.5,4,7,1,1,"16","High_School",2,0,5,"No",3,5,7,7,10,40,50
"Female","Yes","suburbs","White","Agnostic",3,23,3.8,10,20,7,1,"17","College",6,0,0,"No",0,6,6,3,8,5,100
"Female","No","big_city","White","Other",1,28,3.7,5,8,5,1,"14","College",1,2,0,"Yes",0,3,4,7,9,0,0
"Female","Yes","suburbs","White","Atheist",0,31,2.8,15,20,1,0,"13","College",4,5,0,"No",3,4,7,4,9,0,90
"Male","No","Medium_City","White","Other",1,29,3.8,4,4,4,0,"15","High_School",7,2,0,"No",0,5,3,2,8,15,50
"Male","No","Medium_City","White","Christian",6,27,3.8,0,0,0,0,"still_waiting","1st_to_5th_grade",3,0,5,"No",9,7,4,5,9,0,70
"Female","Yes","Small_Town","White","Christian",8,25,3.3,6,2,0,2,"13","College",3,5,5,"No",10,7,6,5,9,5,90
"Male","No","suburbs","White","Other",8,33,3.8,0,0,2,2,"15","College",2,0,0,"No",2,2,3,0,5,0,100
"Male","No","suburbs","White","Christian",8,28,3.3,20,30,2,0,"17","College",3,3,2,"No",5,3,7,9,9,15,30
"Female","No","suburbs","White","Christian",5,28,3.6,8,5,2,2,"13","College",7,3,1,"No",2,6,7,4,10,15,40
"Female","Yes","suburbs","White","Christian",5,27,3.6,5,8,2,2,"12","High_School",14,5,2,"No",7,7,5,4,10,10,40
"Female","No","suburbs","White","Jewish",5,25,3.4,10,8,5,2,"16","College",4,0,0,"Yes",0,2,7,5,10,20,70
"Male","No","Small_Town","White","Agnostic",3,28,3.1,12,12,7,1,"18","College",2,0,0,"Yes",2,4,4,2,7,0,0
"Male","Yes","suburbs","White","Christian",4,26,2.6,14,20,6,1,"14","College",1,0,1,"No",0,7,4,2,7,0,50
"Female","Yes","Small_Town","White","Christian",5,28,3.7,1,2,1,3,"16","College",4,0,3,"No",2,5,9,4,9,0,100
"Male","Yes","suburbs","White","Christian",6,24,3,10,15,2,4,"14","College",4,1,5,"No",5,5,7,8,8,10,50
"Male","No","suburbs","White","Atheist",0,30,3.7,10,10,1,3,"14","College",7,0,6,"No",0,5,8,4,10,15,0
"Female","No","big_city","White","Agnostic",1,27,3.7,2,2,8,3,"17","High_School",2,0,0,"Yes",0,3,5,3,8,5,10
"Male","No","suburbs","White","Agnostic",2,28,3.1,2,6,2,3,"14","High_School",2,2,0,"Yes",3,3,7,5,7,10,30
"Male","Yes","Small_Town","White","Christian",7,34,4,3,0,0,1,"11","College",1,10,9,"No",9,9,8,6,10,0,90
"Male","Yes","Small_Town","White","Christian",8,30,3,2,5,4,0,"18","College",2,20,1,"No",5,4,8,7,10,15,80
"Female","No","suburbs","White","Christian",2,25,3.9,15,10,1,1,"15","College",4,0,2,"No",5,7,5,3,8,10,100
"Female","Yes","suburbs","White","Christian",7,29,3.7,6,4,0,1,"13","College",4,3,2,"No",2,8,7,6,9,0,100
"Female","Yes","suburbs","White","Christian",6,27,3.4,8,10,0,0,"17","middle_school",5,1,5,"No",8,7,6,5,8,5,90
"Female","No","suburbs","White","Christian",6,22,3,10,10,0,0,"13","College",5,2,2,"No",2,2,3,3,3,15,100
"Female","No","Small_Town","White","Christian",5,29,4,0,0,0,0,"still_waiting","College",5,0,0,"No",2,3,0,0,10,0,100
"Male","Yes","Small_Town","White","Agnostic",4,26,3.8,3,7,1,0,"15","College",3,0,7,"No",5,6,5,5,5,0,0
"Female","No","Small_Town","White","Atheist",0,26,3.9,10,6,5,4,"15","College",7,3,0,"No",0,0,10,10,10,10,100
"Male","Yes","Medium_City","White","Christian",10,29,2.7,11,39,1,2,"13","College",2,3,5,"No",9,6,5,4,9,0,50
"Female","No","suburbs","White","Jewish",7,27,4,1,0,0,0,"16","High_School",7,0,2,"No",5,3,6,7,8,0,50
"Female","No","suburbs","White","Christian",9,31,2.2,8,0,0,0,"18","middle_school",6,0,8,"No",8,8,7,4,10,10,100
"Female","No","suburbs","White","Christian",3,25,3.8,1,3,1,1,"15","High_School",3,5,5,"No",0,7,10,0,10,20,0
"Male","Yes","Medium_City","White","Christian",2,23,3.1,7,10,0,3,"13","College",1,1,5,"No",5,5,5,8,8,10,50
"Female","No","suburbs","White","Christian",3,24,3.2,7,10,4,2,"13","College",1,0,0,"Yes",0,6,8,7,9,10,100
"Female","Yes","suburbs","White","Christian",5,25,3.5,8,30,5,1,"16","High_School",4,2,9,"Yes",7,5,7,7,7,10,20
"Female","Yes","suburbs","White","Jewish",6,29,3.5,8,14,5,4,"14","College",9,2,0,"Yes",2,4,2,5,9,0,100
"Male","No","suburbs","White","Christian",8,30,3.8,1,0,0,0,"still_waiting","High_School",6,0,10,"No",9,9,8,6,10,5,100
"Male","No","suburbs","White","Atheist",0,34,3.8,10,24,2,2,"12","College",1,0,4,"No",1,1,6,5,10,0,100
"Male","Yes","suburbs","White","Christian",8,31,3.6,20,40,1,1,"17","College",1,0,2,"No",5,8,5,7,9,0,90
"Female","Yes","suburbs","White","Atheist",0,30,3.3,14,25,6,1,"15","College",2,2,0,"No",2,3,5,7,8,5,0
"Female","Yes","suburbs","White","Christian",8,27,2.9,8,20,0,2,"15","College",7,5,0,"Yes",10,8,5,4,10,15,100
"Female","No","Small_Town","White","Christian",4,24,3.3,2,2,2,2,"14","College",2,1,2,"No",9,5,8,2,8,0,90
"Female","Yes","suburbs","White","Jewish",1,24,3.4,15,12,1,1,"14","College",1,0,1,"No",0,5,9,4,8,0,100
"Male","No","Small_Town","White","Christian",3,24,4,2,4,2,1,"13","College",1,1,0,"Yes",1,0,4,3,9,0,90
"Female","Yes","suburbs","White","Christian",6,30,3.1,15,17,0,0,"17","High_School",3,5,5,"Yes",5,4,5,7,8,15,30
"Male","Yes","suburbs","White","Christian",1,30,3.8,10,8,8,3,"15","College",7,0,0,"Yes",3,3,8,5,9,20,0
"Female","Yes","Small_Town","White","Christian",5,27,2.6,25,20,15,2,"15","College",1,1,0,"No",0,0,10,8,9,10,40
"Female","No","Small_Town","White","Atheist",0,31,2.9,4,5,23,2,"13","College",7,0,0,"Yes",0,4,6,5,7,15,0
"Female","No","suburbs","White","Christian",6,26,3.8,0,0,1,2,"18","middle_school",1,0,4,"No",2,6,7,6,7,15,50
"Female","Yes","suburbs","White","Agnostic",3,25,2.5,12,12,4,1,"12","College",7,2,0,"No",0,3,8,2,9,30,90
"Female","No","Small_Town","White","Muslim",2,28,3.8,0,0,0,1,"17","High_School",7,7,1,"No",3,4,5,4,8,0,80
"Female","Yes","suburbs","White","Christian",8,26,3.7,12,9,2,0,"14","College",10,0,5,"No",7,5,6,2,10,15,90
"Male","No","suburbs","White","Christian",5,29,3.8,9,15,0,0,"14","High_School",2,0,5,"No",10,9,7,5,8,10,70
"Female","No","big_city","White","Christian",8,27,3.4,0,0,1,1,"18","High_School",10,0,9,"No",10,8,7,6,10,0,100
"Male","Yes","suburbs","White","Jewish",3,27,3,20,20,4,2,"13","High_School",1,0,3,"No",1,4,7,5,7,0,90
"Female","Yes","suburbs","White","Christian",6,24,3,25,35,2,1,"12","College",3,3,3,"No",9,5,5,5,8,0,100
"Female","Yes","suburbs","White","Christian",3,28,2.5,2,5,30,4,"15","College",5,2,0,"No",2,4,0,0,3,10,80
"Male","No","Small_Town","White","Christian",10,30,4,4,0,0,1,"17","High_School",1,0,10,"No",10,7,6,4,7,0,90
"Male","No","Small_Town","White","Christian",7,27,3.1,20,20,2,2,"14","High_School",5,0,0,"No",5,5,8,4,8,20,90
"Female","Yes","Small_Town","White","Christian",5,25,3.6,2,2,4,3,"13","College",3,0,0,"No",0,0,4,5,7,10,0
"Female","No","suburbs","White","Christian",4,32,3.8,9,6,2,1,"16","College",6,1,1,"Yes",7,5,5,4,8,10,0
"Female","No","Small_Town","White","Christian",7,30,3.9,20,15,8,4,"15","College",4,0,5,"No",5,7,6,5,10,20,0
"Female","No","Medium_City","White","Christian",3,27,3.6,0,0,0,0,"14","1st_to_5th_grade",15,1,5,"No",0,4,10,7,10,0,100
"Female","Yes","suburbs","White","Jewish",4,29,4,13,16,3,2,"14","College",4,0,0,"No",2,4,5,6,9,0,100
"Female","Yes","Medium_City","White","Christian",5,26,3.6,20,18,1,1,"13","High_School",4,2,1,"No",5,3,6,5,7,0,80
"Female","No","suburbs","White","Christian",6,31,3.9,8,12,1,1,"17","High_School",2,0,2,"No",5,3,7,6,8,10,50
"Male","Yes","suburbs","White","Christian",6,31,3,15,35,4,0,"16","College",2,1,2,"No",0,2,5,4,8,10,90
"Female","Yes","suburbs","White","Christian",9,26,4,3,2,1,2,"15","High_School",4,4,0,"No",0,2,5,6,9,0,10
"Female","No","suburbs","White","Agnostic",2,30,3.9,1,1,1,2,"14","College",2,3,0,"No",0,3,5,5,9,40,100
"Male","No","suburbs","White","Christian",2,26,3.9,2,5,0,1,"17","College",3,0,5,"No",2,8,3,1,7,5,80
