"gender","genderID","greek","homeTown","ethnicity","religion","religious","ACT","GPA","partyHr","drinks","sexPartners","relationships","firstKissAge","favLifePeriod","hoursCallParents","socialMedia","texts","goodOrWell","parentRelationship","workHr","tuition","career"
"Male","Male","No","Big City","Asian","Buddhist",3,30,3.1,3,0,1,1,"20","high school",10,"3",10,7,7,0,100,"Concrete plan"
"Female","Female","No","Medium City","Hispanic","Other Religion",4,29,3.3,0,0,0,2,"13","high school",1,"3",4,7,10,0,60,"Nervous"
"Female","Female","Yes","Small Town","White","Christian",6,28,3.4,10,10,4,2,"15","college",3,"2",10,5,5,15,100,"Concrete plan"
"Female","Female","Yes","Big City Subrub","White","Christian",4,28,3.4,5,7,1,0,"16","middle school",5,"3",5,5,8,0,100,"Nervous"
"Female","Female","No","Big City Subrub","Other","Agnostic",4,30,3.8,0,2,4,3,"12","middle school",7,"2",4,5,10,15,50,"Some Idea"
"Male","Male","No","Medium City","Asian","Atheist",3,30,2.5,1,3,1,3,"14","high school",2,"7",5,7,9,0,100,"Some Idea"
"Male","Male","No","Big City Subrub","Asian","Agnostic",0,32,3,4,6,1,1,"17","college",1,"4",8,10,9,0,100,"Nervous"
"Female","Female","No","Big City","Asian","Atheist",0,27,3.3,0,0,0,1,"still waiting","high school",7,"4",2,9,10,0,100,"No Idea"
"Female","Female","No","Big City Subrub","White","Muslim",4,29,2.8,5,4,0,0,"13","college",20,"3",5,5,5,0,50,"Grad School"
"Female","Female","No","Big City Subrub","Black","Christian",8,27,2.6,0,0,1,1,"18","middle school",0,"3",2,3,2,0,0,"Nervous"
"Female","Female","No","Medium City","Asian","Agnostic",0,31,3.9,0,0,0,0,"still waiting","college",0,"2",5,5,5,0,100,"Some Idea"
"Male","Male","Yes","Medium City","White","Christian",5,24,3.2,10,30,3,2,"13","college",3,"3",2,8,10,40,90,"Nervous"
"Female","Female","No","Big City Subrub","White","Jewish",8,28,3.6,5,0,0,0,"15","lower grades",6,"5",5,9,8,0,90,"Concrete plan"
"Female","Female","No","Big City Subrub","Other","Hindu",5,32,3.7,3,0,0,1,"15","high school",1,"3",9,5,7,0,30,"Nervous"
"Female","Female","No","Big City Subrub","Asian","Christian",4,28,3.9,0,0,0,1,"17","high school",6,"8",23,3,2,0,100,"Grad School"
"Male","Male","Yes","Big City Subrub","Black","Christian",7,28,3,3,2,25,1,"16","high school",5,"1",1,10,10,20,80,"Grad School"
"Male","Male","No","Big City","Asian","Christian",4,30,3.6,3,6,3,0,"18","high school",1,"4",3,6,7,0,100,"Nervous"
"Male","Male","No","Big City","Asian","Buddhist",0,22,3.4,0,0,1,1,"18","high school",3,"4",2,5,6,0,0,"Nervous"
"Female","Female","No","Big City Subrub","Hispanic","Other Religion",3,22,2.8,12,15,1,1,"14","high school",2,"6",7,5,10,0,100,"Nervous"
"Female","Female","No","Small Town","White","Agnostic",0,27,3.9,8,15,0,1,"16","high school",10,"3",10,5,10,0,0,"Some Idea"
"Female","Female","Yes","Small Town","White","Christian",5,25,3.1,6,5,1,1,"13","high school",3,"2",4,6,9,10,80,"No Idea"
"Female","Female","Yes","Big City Subrub","White","Christian",7,27,3.8,15,15,0,0,"15","high school",4,"2",8,5,9,0,0,"Grad School"
"Male","Male","No","Big City","Other","Agnostic",0,31,2.3,0,3,35,2,"16","high school",0,"1",0,5,8,0,70,"Concrete plan"
"Female","Female","Yes","Medium City","White","Christian",5,27,2.8,18,15,1,1,"14","high school",2,"2",12,5,9,0,100,"Nervous"
"Female","Female","No","Big City","Black","Muslim",10,25,3.3,4,0,0,0,"still waiting","lower grades",7,"5",5,5,10,15,60,"Nervous"
"Female","Female","No","Big City","Asian","Agnostic",0,25,3.4,6,6,1,1,"15","college",4,"3",7,7,7,0,100,"Grad School"
"Male","Male","No","Big City","Asian","Atheist",0,19,3.5,0,0,0,0,"3","college",7,"10 or more",2,5,5,10,80,"No Idea"
"Female","Female","Yes","Big City","Black","Buddhist",7,26,2.5,1,1,3,2,"7","college",4,"6",4,8,8,15,0,"Grad School"
"Female","Female","Yes","Small Town","White","Christian",6,24,3.7,4,3,1,1,"14","college",1,"1",3,7,5,0,50,"Grad School"
"Male","Male","No","Medium City","White","Christian",4,35,3.4,10,35,3,1,"16","lower grades",4,"3",8,3,8,0,100,"Grad School"
"Female","Female","No","Big City Subrub","Hispanic","Other Religion",6,24,2.8,10,5,1,1,"13","high school",7,"10 or more",3,4,9,20,20,"Concrete plan"
"Female","Female","Yes","Big City","Hispanic","Other Religion",3,21,2.2,0,0,1,1,"16","college",4,"4",3,6,9,0,30,"No Idea"
"Female","Female","Yes","Big City Subrub","White","Agnostic",0,29,3.7,12,15,2,1,"14","college",2,"3",8,1,8,0,100,"Grad School"
"Male","Male","No","Big City Subrub","White","Jewish",5,29,4,0,0,0,0,"still waiting","college",4,"1",3,5,10,0,20,"Concrete plan"
"Female","Female","No","Big City","Black","Christian",5,23,3.4,0,0,0,0,"12","high school",5,"10 or more",4,6,10,10,0,"Nervous"
"Female","Female","No","Big City Subrub","Asian","Christian",8,31,3.6,2,4,0,0,"still waiting","kindergarten",1,"1",4,9,9,0,90,"Concrete plan"
"Male","Male","Yes","Medium City","Asian","Atheist",0,25,2.4,4,30,2,2,"16","college",9,"3",5,10,10,0,10,"Grad School"
"Female","Female","Yes","Big City Subrub","Black","Other Religion",4,29,3.9,4,0,0,0,"18","lower grades",4,"1",4,5,5,0,60,"Nervous"
"Female","Female","Yes","Big City","Asian","Christian",3,27,2.7,2,3,1,1,"17","college",2,"5",3,8,8,0,100,"Nervous"
"Female","Female","No","Big City","Black","Muslim",10,24,3,2,0,0,0,"still waiting","high school",5,"10 or more",4,5,9,0,0,"Nervous"
"Female","Female","No","Big City Subrub","Asian","Other Religion",3,28,3.8,0,0,0,0,"still waiting","college",10,"5",5,3,10,0,100,"Nervous"
"Female","Female","No","Small Town","White","Christian",5,24,3.7,15,20,5,2,"14","college",4,"3",3,5,9,0,0,"Concrete plan"
"Female","Female","Yes","Big City Subrub","Asian","Christian",7,27,2.6,7,10,1,2,"14","high school",4,"4",5,3,6,10,70,"Concrete plan"
"Female","Female","No","Small Town","Other","Agnostic",0,28,3.7,0,0,0,1,"14","college",3,"5",0,10,8,15,0,"Some Idea"
"Male","Male","Yes","Big City Subrub","White","Agnostic",1,30,3.7,8,50,4,1,"12","college",0,"0",4,4,7,0,90,"Some Idea"
"Female","Female","Yes","Big City Subrub","White","Other Religion",2,27,3,4,0,2,2,"15","college",2,"1",5,2,8,0,100,"Concrete plan"
"Female","Female","Yes","Big City Subrub","Asian","Atheist",1,29,3.6,8,4,0,1,"19","college",2,"6",2,3,7,0,100,"Nervous"
"Female","Female","No","Big City Subrub","Asian","Christian",6,24,3.1,5,0,0,0,"19","kindergarten",1,"5",3,3,6,5,20,"No Idea"
"Female","Female","Yes","Big City Subrub","White","Christian",8,24,3.1,4,13,4,3,"14","college",2,"2",2,6,8,0,100,"Nervous"
"Male","Male","No","Big City Subrub","White","Christian",2,24,3.5,7,15,5,4,"15","high school",0,"3",5,5,10,0,100,"No Idea"
"Male","Male","No","Big City","Black","Christian",7,25,3.2,2,0,3,2,"14","high school",10,"10 or more",10,8,10,20,10,"Concrete plan"
"Female","Female","No","Big City Subrub","Hispanic","Other Religion",5,24,2.6,10,20,2,2,"16","high school",7,"10 or more",7,5,10,0,10,"Some Idea"
"Male","Male","No","Small Town","Asian","Christian",5,28,1.8,0,0,2,2,"13","college",3,"2",3,3,8,0,100,"Some Idea"
"Male","Male","No","Medium City","Black","Christian",6,31,3.8,16,0,0,4,"16","high school",3,"4",5,10,8,10,50,"Nervous"
"Female","Female","No","Medium City","Asian","Christian",6,15,3.4,0,0,0,3,"17","high school",0,"6",4,5,10,10,80,"Concrete plan"
"Female","Female","No","Big City","Black","Christian",8,23,3.6,5,2,4,1,"13","college",6,"8",5,6,10,10,30,"Concrete plan"
"Female","Female","No","Big City","Black","Christian",7,25,2.5,14,4,0,1,"16","college",1,"2",5,7,3,10,0,"Grad School"
"Female","Female","No","Small Town","White","Agnostic",1,27,3.9,1,0,0,0,"still waiting","college",4,"1",1,5,9,0,60,"Grad School"
"Female","Female","Yes","Big City Subrub","White","Christian",7,28,3.5,3,14,1,1,"15","college",4,"3",5,1,9,10,90,"Nervous"
"Male","Male","No","Big City Subrub","Hispanic","Other Religion",3,24,3.5,0,0,1,1,"18","high school",5,"1",1,5,9,0,0,"Nervous"
"Male","Male","No","Big City Subrub","Hispanic","Christian",7,27,2.7,8,12,0,1,"16","high school",3,"2",4,2,9,0,0,"Grad School"
"Female","Female","No","Big City","Black","Christian",7,20,3.9,2,1,0,0,"12","middle school",4,"3",7,9,7,25,40,"Nervous"
"Male","Male","No","Medium City","Asian","Atheist",0,34,3.4,0,0,0,0,"still waiting","college",3,"0",1,3,4,0,90,"Nervous"
"Female","Female","No","Big City","Hispanic","Christian",5,28,3.6,4,0,0,0,"12","kindergarten",5,"5",5,6,7,0,100,"Nervous"
"Female","Female","No","Big City","Hispanic","Agnostic",1,24,2.9,8,15,1,1,"14","college",1,"3",10,0,5,0,0,"Concrete plan"
"Female","Female","Yes","Small Town","White","Atheist",0,24,3.6,6,10,2,1,"14","college",3,"3",3,0,10,5,100,"Nervous"
"Female","Female","No","Big City","Hispanic","Christian",2,25,2.8,0,0,1,0,"14","college",0,"2",3,5,5,0,0,"No Idea"
"Female","Female","Yes","Big City Subrub","White","Christian",5,29,3.3,20,20,2,1,"14","college",3,"2",10,8,10,0,100,"Grad School"
"Female","Female","No","Big City","Other","Other Religion",3,28,3.4,4,3,0,1,"17","college",1,"2",5,2,9,0,90,"Some Idea"
"Female","Female","No","Big City","Black","Christian",9,21,1.9,8,6,3,3,"16","college",30,"3",5,2,6,0,0,"Grad School"
"Female","Female","No","Small Town","Black","Christian",4,32,3.7,9,5,0,2,"12","college",2,"3",2,5,5,0,60,"Some Idea"
"Male","Male","No","Big City Subrub","White","Christian",6,22,2.8,5,4,1,1,"19","college",4,"1",6,8,7,0,80,"Grad School"
"Male","Male","No","Small Town","White","Christian",2,33,1.6,14,19,15,1,"14","college",0,"2",2,7,0,15,0,"Concrete plan"
"Male","Male","No","Medium City","White","Christian",5,28,3.5,6,13,2,1,"17","college",0,"1",4,7,3,0,50,"Concrete plan"
"Female","Female","No","Big City Subrub","White","Christian",5,30,4,1,0,0,0,"17","high school",14,"2",4,9,10,0,100,"Grad School"
"Male","Male","Yes","Big City Subrub","Other","Jewish",5,31,3.2,5,10,1,1,"18","college",2,"3",10,7,8,0,0,"Nervous"
"Male","Male","No","Small Town","White","Atheist",0,35,2.4,0,7,3,1,"16","high school",0,"1",8,10,5,5,90,"Some Idea"
"Female","Female","No","Big City Subrub","Black","Christian",8,23,3.4,0,0,0,0,"18","college",3,"2",5,0,9,0,100,"Nervous"
"Female","Female","No","Big City Subrub","Black","Christian",5,24,4,3,0,11,2,"13","college",5,"7",8,9,8,0,30,"Nervous"
"Female","Female","Yes","Big City Subrub","White","Christian",8,27,3.3,14,12,0,1,"17","college",2,"3",7,8,8,0,70,"Nervous"
"Male","Male","Yes","Big City","Hispanic","Atheist",0,21,3.4,2,3,0,2,"14","college",2,"1",5,5,8,0,90,"Some Idea"
"Male","Male","No","Medium City","White","Atheist",1,26,3.5,0,0,0,2,"14","college",2,"2",5,1,9,0,100,"Nervous"
"Female","Female","No","Big City Subrub","White","Christian",9,26,4,0,0,0,3,"15","kindergarten",1,"1",4,0,8,5,60,"Concrete plan"
"Female","Female","No","Medium City","White","Christian",1,28,3.7,1,0,0,1,"18","lower grades",1,"3",3,5,4,0,70,"Grad School"
"Female","Female","Yes","Big City Subrub","White","Christian",5,28,3,12,21,10,0,"16","college",2,"3",7,8,10,0,100,"Nervous"
"Female","Female","Yes","Big City Subrub","Asian","Agnostic",2,34,3.9,4,1,1,1,"15","college",2,"1",8,8,10,0,100,"Grad School"
"Male","Male","No","Medium City","Asian","Christian",4,30,2.5,0,0,0,0,"still waiting","college",0,"3",1,7,4,0,100,"Some Idea"
"Male","Male","Yes","Big City Subrub","White","Christian",7,30,3.9,3,6,1,1,"14","high school",2,"1",8,5,10,0,100,"Nervous"
"Female","Female","Yes","Big City Subrub","White","Jewish",7,26,3,12,2,3,1,"15","college",5,"2",15,6,10,0,80,"Some Idea"
"Female","Female","Yes","Small Town","White","Christian",3,29,3,20,20,2,1,"15","high school",3,"5",5,4,8,0,10,"No Idea"
"Female","Female","No","Big City Subrub","White","Christian",7,27,3,6,9,0,1,"17","high school",2,"2",5,9,10,0,0,"Concrete plan"
"Male","Male","Yes","Small Town","White","Christian",2,30,3.6,4,10,2,1,"16","high school",3,"2",5,6,8,0,60,"Nervous"
"Female","Female","No","Big City Subrub","White","Christian",7,26,3.5,2,2,0,0,"15","kindergarten",2,"1",3,3,7,0,100,"Nervous"
"Male","Male","Yes","Big City Subrub","White","Muslim",7,31,2.9,4,4,1,1,"19","college",2,"1",4,5,8,0,90,"Concrete plan"
"Male","Male","No","Medium City","Black","Christian",5,20,3.6,2,0,10,3,"12","college",1,"5",2,5,10,0,0,"Concrete plan"
"Male","Male","No","Big City Subrub","Asian","Atheist",0,32,3.7,8,20,8,2,"15","kindergarten",1,"10 or more",10,5,7,0,0,"Some Idea"
"Female","Female","No","Big City Subrub","Asian","Hindu",7,34,4,10,9,5,2,"15","college",7,"7",11,3,7,0,100,"Grad School"
"Female","Female","Yes","Big City Subrub","White","Christian",7,26,3.4,4,8,1,0,"13","college",5,"2",6,7,9,0,90,"Grad School"
"Female","Female","Yes","Big City","White","Other Religion",7,24,3.6,18,25,3,2,"13","high school",5,"5",20,7,9,15,70,"Grad School"
"Female","Female","No","Big City","Hispanic","Christian",6,25,3.3,11,2,3,3,"13","high school",5,"10 or more",3,7,10,0,10,"Nervous"
"Female","Other","No","Big City","Hispanic","Atheist",0,30,1.4,4,10,14,2,"15","kindergarten",5,"1",5,2,8,0,50,"Nervous"
"Female","Female","No","Big City","Asian","Buddhist",5,24,3.5,0,0,0,2,"16","high school",7,"5",6,8,10,0,0,"Nervous"
"Female","Female","No","Big City Subrub","White","Christian",4,32,3.8,7,6,5,1,"15","college",2,"3",5,0,8,15,50,"Nervous"
"Female","Female","No","Medium City","White","Christian",8,28,3.5,5,6,2,2,"13","college",8,"3",5,5,7,0,10,"Concrete plan"
"Female","Female","Yes","Big City","White","Christian",6,26,3.3,30,20,1,2,"14","college",3,"10 or more",15,8,7,0,90,"Grad School"
"Male","Male","No","Big City Subrub","Hispanic","Agnostic",0,27,2.8,8,25,2,3,"14","high school",5,"3",15,5,8,0,0,"Concrete plan"
"Female","Female","No","Big City","Hispanic","Christian",3,23,3.9,10,10,1,1,"16","college",1,"3",3,8,7,0,100,"Concrete plan"
"Male","Male","No","Big City","Hispanic","Christian",1,22,1.2,16,20,0,1,"12","college",5,"4",5,10,8,25,0,"Some Idea"
"Female","Female","Yes","Big City","Hispanic","Christian",4,22,3.2,12,24,1,1,"14","college",2,"8",5,9,6,10,10,"Grad School"
"Female","Female","Yes","Medium City","White","Christian",5,30,3.3,5,10,0,1,"16","college",4,"2",9,7,9,0,100,"Nervous"
"Female","Female","No","Medium City","Asian","Other Religion",6,29,3.4,50,50,50,23,"still waiting","college",29,"0",29,0,10,0,90,"Concrete plan"
"Female","Female","No","Big City Subrub","Black","Christian",7,22,1.9,0,0,0,0,"still waiting","lower grades",6,"4",4,7,8,20,0,"No Idea"
"Female","Female","No","Big City","Hispanic","Atheist",0,20,2.5,5,5,1,3,"13","high school",3,"3",1,10,6,10,100,"No Idea"
"Female","Female","No","Big City Subrub","White","Christian",7,25,3.2,10,15,2,0,"16","high school",2,"10 or more",12,6,9,5,20,"Nervous"
"Female","Female","No","Big City Subrub","White","Christian",3,24,3.6,4,3,0,0,"17","college",3,"4",3,5,5,10,40,"No Idea"
"Female","Female","No","Small Town","Asian","Hindu",7,36,3.7,2,0,0,0,"still waiting","college",2,"3",4,5,6,10,10,"Nervous"
"Male","Male","Yes","Big City Subrub","Other","Agnostic",1,32,2.6,15,30,10,1,"13","college",1,"2",5,6,8,0,90,"Grad School"
"Male","Male","No","Small Town","Black","Christian",6,24,2.2,4,0,7,2,"14","high school",0,"7",1,10,10,0,0,"Nervous"
"Male","Male","No","Big City","Asian","Atheist",0,25,2.6,0,0,2,2,"16","middle school",0,"3",0,6,6,15,0,"No Idea"
"Female","Female","No","Big City Subrub","White","Christian",7,28,3.7,3,2,1,1,"17","college",1,"4",3,1,8,0,80,"Concrete plan"
"Female","Female","Yes","Big City","Asian","Buddhist",4,30,3.4,1,4,2,2,"16","college",2,"4",6,7,9,0,50,"Nervous"
"Female","Female","No","Big City","Hispanic","Other Religion",6,22,3.1,3,3,0,0,"17","college",9,"3",7,6,8,0,10,"Nervous"
"Female","Female","No","Big City Subrub","Asian","Muslim",8,29,4,0,0,0,0,"still waiting","college",2,"1",4,5,8,0,0,"Nervous"
"Female","Female","Yes","Big City Subrub","White","Christian",5,23,3.2,6,5,3,2,"still waiting","college",1,"3",5,6,8,0,0,"Nervous"
"Male","Male","No","Big City","Black","Christian",8,21,2.4,3,0,20,5,"10","high school",3,"8",10,10,8,0,30,"Grad School"
"Female","Female","Yes","Big City Subrub","White","Christian",10,32,3.5,0,0,0,0,"still waiting","college",4,"6",15,1,9,0,100,"Concrete plan"
"Male","Male","Yes","Big City Subrub","White","Christian",5,25,3.3,15,30,1,2,"14","college",1,"5",13,9,8,5,90,"No Idea"
"Female","Female","No","Big City","Asian","Christian",8,24,3.5,0,0,0,0,"still waiting","college",1,"10 or more",4,2,7,0,80,"Grad School"
"Female","Female","No","Big City","Hispanic","Other Religion",3,22,2.8,8,6,6,3,"13","high school",2,"4",3,5,3,10,0,"Nervous"
"Female","Female","No","Big City Subrub","White","Christian",8,26,3.6,1,0,0,0,"19","college",1,"3",10,1,10,0,80,"Grad School"
"Female","Other","No","Big City Subrub","White","Christian",5,33,3.6,0,0,0,1,"14","kindergarten",7,"10 or more",5,3,8,0,60,"Grad School"
"Female","Female","No","Small Town","White","Christian",10,21,2.6,0,0,1,1,"15","college",7,"1",3,0,9,0,100,"Grad School"
"Male","Male","No","Big City","White","Christian",3,26,3.3,5,50,2,3,"15","college",2,"1",5,7,7,0,70,"Nervous"
"Female","Female","Yes","Medium City","White","Christian",4,29,3.5,15,12,1,1,"13","college",4,"7",3,3,8,0,100,"Grad School"
"Female","Female","No","Big City","Black","Christian",7,23,1.7,12,2,4,3,"13","middle school",2,"10 or more",6,6,5,0,10,"Nervous"
"Male","Male","No","Big City Subrub","Asian","Christian",6,29,3.1,1,1,1,3,"12","high school",1,"3",5,7,5,10,90,"Nervous"
"Female","Female","Yes","Big City Subrub","Hispanic","Atheist",0,30,3.3,6,8,4,3,"14","college",4,"2",5,4,8,20,60,"Nervous"
"Male","Male","No","Medium City","White","Christian",7,29,3.5,4,0,9,2,"13","college",5,"10 or more",8,5,7,30,20,"Concrete plan"
"Female","Female","Yes","Big City Subrub","White","Christian",5,27,3.5,6,4,0,2,"15","college",3,"4",3,7,6,10,100,"Grad School"
"Female","Female","No","Big City Subrub","Black","Other Religion",6,25,3.1,8,6,1,2,"15","college",5,"4",5,6,8,0,10,"Some Idea"
"Female","Female","No","Big City Subrub","White","Agnostic",5,27,3.4,5,4,1,2,"13","high school",1,"7",10,5,8,15,90,"Nervous"
"Male","Male","No","Big City Subrub","White","Christian",7,31,3.7,2,1,1,1,"17","high school",12,"2",4,5,10,0,10,"Grad School"
"Male","Male","No","Medium City","White","Agnostic",0,23,3.1,8,15,1,2,"12","college",4,"10 or more",4,8,9,0,100,"No Idea"
"Female","Female","Yes","Big City Subrub","White","Christian",7,34,3.9,14,16,0,1,"13","college",7,"1",20,2,10,5,50,"Concrete plan"
"Female","Female","No","Small Town","Other","Hindu",5,23,3.4,1,0,0,0,"still waiting","college",5,"1",2,10,8,0,100,"Nervous"
"Male","Male","No","Medium City","Asian","Other Religion",0,30,4,2,0,2,0,"14","middle school",5,"2",0,4,10,0,20,"Nervous"
"Female","Female","No","Big City","Asian","Atheist",2,28,3.9,3,1,0,0,"still waiting","lower grades",1,"1",5,8,10,0,100,"Concrete plan"
"Male","Male","No","Big City Subrub","Asian","Christian",7,30,2.8,0,0,0,0,"17","high school",1,"2",2,7,9,0,80,"Nervous"
"Female","Female","No","Big City Subrub","White","Christian",6,27,3.4,3,7,2,0,"15","college",4,"3",5,6,10,15,20,"Grad School"
"Male","Male","No","Big City Subrub","Asian","Muslim",3,26,2.8,7,0,7,0,"15","college",3,"2",6,6,9,0,70,"Nervous"
"Male","Male","No","Big City Subrub","White","Agnostic",0,27,3,0,0,0,0,"still waiting","high school",3,"0",8,5,10,0,80,"No Idea"
"Male","Male","No","Medium City","Asian","Other Religion",1,28,3.8,0,0,0,0,"still waiting","lower grades",1,"1",1,5,5,40,80,"Some Idea"
"Female","Female","No","Big City","Black","Christian",8,20,2.5,5,2,3,1,"9","college",3,"8",5,3,10,10,0,"Nervous"
"Female","Female","Yes","Big City Subrub","White","Christian",2,26,3.7,5,10,1,2,"15","college",50,"3",5,10,9,0,100,"Concrete plan"
"Female","Female","No","Medium City","Other","Christian",3,21,3.5,0,0,2,1,"14","college",8,"4",4,6,10,0,100,"Some Idea"
"Male","Male","No","Medium City","Asian","Muslim",8,23,3,0,0,0,2,"still waiting","high school",1,"5",3,5,5,0,0,"Some Idea"
"Female","Female","No","Big City","Black","Christian",8,24,3.6,7,0,0,0,"12","high school",3,"6",3,5,7,0,0,"No Idea"
"Male","Male","No","Small Town","Asian","Other Religion",0,30,3.5,2,0,1,2,"18","lower grades",2,"2",2,5,5,0,100,"Some Idea"
"Male","Male","No","Big City Subrub","Other","Agnostic",0,27,2.7,0,0,0,0,"still waiting","kindergarten",7,"0",2,8,8,0,90,"Nervous"
"Female","Female","No","Big City","Hispanic","Christian",5,24,3.1,3,0,2,3,"12","college",20,"3",3,8,10,0,80,"Grad School"
"Female","Female","Yes","Big City Subrub","Asian","Christian",5,29,2.9,20,23,4,0,"13","high school",10,"7",7,8,9,5,100,"Nervous"
"Female","Female","No","Big City Subrub","Asian","Christian",5,28,3.8,0,0,0,1,"still waiting","high school",30,"4",5,4,10,0,100,"Grad School"
"Female","Female","No","Big City Subrub","White","Jewish",2,31,3,0,0,1,1,"18","high school",5,"5",2,3,6,0,100,"Nervous"
"Female","Female","Yes","Medium City","Hispanic","Christian",1,30,3,8,12,0,0,"18","kindergarten",2,"4",15,5,10,0,100,"Some Idea"
"Female","Female","No","Big City Subrub","Asian","Hindu",8,31,3.1,14,0,0,2,"16","high school",1,"2",5,10,10,0,100,"Grad School"
"Male","Male","No","Big City","Asian","Agnostic",0,34,3.8,0,0,5,0,"15","lower grades",1,"0",6,8,9,0,100,"Other"
"Female","Female","No","Big City Subrub","Hispanic","Other Religion",5,26,3.8,0,0,1,1,"16","college",0,"3",5,10,10,0,10,"Grad School"
"Female","Female","No","Big City Subrub","White","Christian",2,30,2.8,12,20,3,2,"16","college",2,"1",5,0,5,5,70,"Grad School"
"Male","Male","No","Big City","Black","Christian",7,29,3,4,0,6,3,"15","college",0,"2",6,3,8,0,20,"Some Idea"
"Male","Male","No","Medium City","Asian","Christian",8,31,2.4,0,0,0,0,"still waiting","kindergarten",1,"10 or more",2,0,2,0,100,"Concrete plan"
"Female","Female","No","Big City Subrub","Other","Agnostic",3,32,3.8,8,12,3,3,"14","lower grades",4,"3",7,3,8,0,100,"Nervous"
"Female","Female","No","Big City","Hispanic","Christian",5,25,2.9,10,5,3,1,"14","college",1,"4",2,5,7,10,0,"Nervous"
"Male","Male","No","Big City Subrub","Asian","Atheist",0,36,4,1,0,0,0,"still waiting","high school",1,"0",1,5,3,0,80,"Some Idea"
"Female","Female","No","Big City","Asian","Other Religion",7,31,4,0,0,0,0,"still waiting","kindergarten",5,"5",3,10,10,0,100,"Grad School"
"Female","Female","No","Big City Subrub","White","Christian",7,34,3.5,10,4,1,1,"17","college",7,"3",3,5,8,0,100,"Nervous"
"Female","Female","Yes","Big City Subrub","White","Atheist",0,28,3.5,6,10,2,1,"14","high school",7,"4",10,8,10,0,0,"Nervous"
"Female","Female","Yes","Big City Subrub","White","Christian",7,30,3.4,9,9,1,1,"15","high school",4,"1",9,1,10,0,100,"Concrete plan"
"Female","Female","Yes","Big City","White","Christian",4,29,3,8,10,2,0,"19","college",2,"8",5,4,7,0,100,"Nervous"
"Female","Female","No","Big City Subrub","White","Christian",8,27,2.8,10,10,0,0,"18","high school",5,"6",5,7,10,20,50,"No Idea"
"Female","Female","No","Big City","White","Christian",3,30,4,0,0,5,2,"14","college",3,"5",4,5,8,0,0,"Concrete plan"
"Female","Female","Yes","Big City Subrub","Other","Christian",3,24,3.3,14,10,0,0,"17","college",4,"2",3,4,8,0,100,"Nervous"
"Female","Female","Yes","Big City Subrub","Asian","Christian",3,31,2.8,8,10,0,1,"18","middle school",1,"2",5,6,6,0,100,"Nervous"
"Female","Female","No","Big City Subrub","Hispanic","Christian",3,27,3,8,4,2,2,"15","lower grades",1,"10 or more",5,8,4,15,100,"No Idea"
"Female","Female","No","Big City Subrub","White","Christian",2,23,3.7,7,10,2,1,"12","college",3,"2",10,6,9,35,10,"Nervous"
"Female","Female","No","Big City","Hispanic","Other Religion",2,23,2.7,4,3,5,2,"14","college",1,"5",2,6,8,15,0,"Nervous"
"Male","Male","No","Big City Subrub","White","Christian",0,25,2.5,8,8,3,1,"16","college",1,"2",3,7,7,0,100,"Nervous"
"Female","Female","No","Medium City","White","Christian",9,29,3.8,0,0,0,0,"18","lower grades",1,"1",3,5,9,15,40,"Nervous"
"Female","Female","No","Big City Subrub","Hispanic","Christian",8,24,3,1,2,0,0,"12","college",16,"3",3,0,9,10,20,"Concrete plan"
"Female","Female","Yes","Small Town","White","Atheist",0,29,3.7,8,11,4,2,"14","lower grades",1,"7",3,5,10,0,100,"Nervous"
"Male","Male","Yes","Big City Subrub","White","Agnostic",0,28,3.1,10,8,3,1,"15","college",4,"2",4,5,10,0,20,"Nervous"
"Female","Female","No","Big City","Asian","Buddhist",5,26,3.5,0,0,0,0,"still waiting","college",2,"7",2,4,9,0,100,"Grad School"
"Female","Female","No","Big City Subrub","White","Agnostic",0,26,3.4,5,5,2,2,"16","college",0,"7",4,10,6,0,90,"Nervous"
"Female","Female","No","Medium City","Hispanic","Christian",4,20,2.5,0,0,4,2,"7","lower grades",8,"6",3,10,10,0,10,"Nervous"
"Female","Female","No","Big City","Black","Christian",8,28,3.1,4,1,1,1,"16","high school",4,"2",5,5,10,10,50,"Nervous"
"Female","Female","No","Big City Subrub","Black","Christian",7,21,2.4,0,0,7,5,"13","high school",50,"5",8,6,5,10,60,"Some Idea"
"Female","Female","No","Small Town","White","Agnostic",3,26,3.4,3,8,0,0,"still waiting","college",2,"0",3,2,10,20,0,"No Idea"
"Female","Female","Yes","Small Town","White","Christian",9,28,3.7,5,8,1,1,"13","high school",2,"4",9,5,7,10,100,"Concrete plan"
"Female","Female","No","Big City","Asian","Atheist",0,30,3.8,0,0,0,2,"still waiting","high school",2,"3",5,9,9,0,100,"Nervous"
"Male","Male","No","Big City Subrub","Asian","Christian",10,28,1.8,0,0,0,0,"still waiting","college",7,"2",5,1,9,10,20,"Nervous"
"Female","Female","No","Small Town","White","Christian",2,26,3.5,8,10,2,0,"18","high school",2,"5",2,8,9,0,80,"Nervous"
"Male","Male","Yes","Small Town","Other","Agnostic",1,33,2.5,25,34,9,0,"16","college",7,"5",6,10,4,0,100,"Some Idea"
"Female","Female","Yes","Small Town","White","Christian",7,27,4,8,12,1,1,"16","high school",2,"2",5,2,10,10,90,"Nervous"
