"gender","genderID","greek","homeTown","ethnicity","religion","religious","ACT","GPA","partyHr","drinks","sexPartners","relationships","firstKissAge","favLifePeriod","callParents","socialMedia","texts","goodOrWell","expectedIncome","indepVsRespect","curiosityVsManners","selfRelianceVsObedience","considerateVsWellBehaved","primary","president","liberal","politicalParty","gradeVsLearning","parentRelationship","workHr","tuition","career","section"
"Female","Female","No","Big City","White","Christian",7,25,3,3,0,0,0,"16","high school",10,"4",5,5,80,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",2,"Democratic",5,10,10,20,7,"L2"
"Male","Male","Yes","Big City","White","Jewish",0,34,3,6,10,2,1,"13","college",3,"3",7,4,99999,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",0,"Democratic",8,10,35,70,4,"L2"
"Female","Female","Yes","Big City Subrub","White","Jewish",5,28,3.2,10,20,8,2,"15","high school",7,"1",5,3,85,"independence","good manners","self-reliance","being considerate","Unsure","Unsure",5,"Democratic",2,9,0,100,10,"L2"
"Female","Female","No","Big City","Asian","Atheist",0,27,3.9,0,0,0,1,"still waiting","kindergarten",3,"2",2,7,20,"respect for their elders","good manners","self-reliance","well-behaved","Unsure","Unsure",5,"Other",5,10,0,100,0,"L2"
"Male","Male","No","Big City Subrub","Hispanic","Atheist",0,32,3.2,0,0,0,0,"3","high school",4,"0",2,5,20,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Other",5,"Democratic",6,9,0,10,0,"L2"
"Male","Male","Yes","Medium City","White","Christian",2,29,3.5,21,40,9,2,"12","college",1,"3",5,5,500,"respect for their elders","good manners","self-reliance","being considerate","Donald Trump","Donald Trump",5,"Republican",2,9,40,50,5,"L2"
"Female","Female","No","Big City Subrub","Other","Atheist",0,25,3.6,0,0,0,1,"14","lower grades",50,"2",10,4,100,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",1,"Democratic",3,10,0,100,7,"L2"
"Female","Female","No","Big City","Black","Christian",6,22,2.5,8,10,5,0,"13","college",1,"5",5,0,50,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",3,"Democratic",5,4,15,0,10,"L2"
"Female","Female","No","Big City","Asian","Muslim",6,32,4,0,0,0,0,"still waiting","high school",7,"2",6,5,80,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",2,"Democratic",4,4,0,100,2,"L2"
"Male","Male","No","Big City Subrub","White","Christian",6,31,3.9,4,0,0,1,"15","middle school",5,"1",4,3,68,"independence","curiosity","obedience","well-behaved","John Kacich","Hillary Clinton",3,"Independent",3,7,5,80,5,"L2"
"Female","Female","Yes","Big City Subrub","Other","Religious but not one of the above",2,30,2.8,6,8,17,0,"17","college",2,"4",6,5,400,"independence","curiosity","self-reliance","being considerate","Unsure","Unsure",5,"Republican",6,9,20,60,10,"L2"
"Male","Male","No","Small Town","White","Agnostic",2,32,3.3,3,5,1,1,"17","college",1,"5",4,3,100,"respect for their elders","curiosity","obedience","being considerate","Bernie Sanders","Hillary Clinton",2,"Democratic",3,6,0,80,7,"L2"
"Female","Other","No","Medium City","White","Religious but not one of the above",6,27,3.6,1,1,2,3,"14","high school",0,"5",5,4,40,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Unsure",3,"Independent",7,6,0,10,7,"L2"
"Female","Female","No","Big City","Other","Christian",6,23,3.4,0,0,0,1,"18","college",5,"5",4,5,120,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",3,"Democratic",2,8,15,10,10,"L2"
"Male","Male","No","Big City Subrub","Asian","Christian",8,31,3.4,2,0,3,4,"14","middle school",2,"3",6,5,20,"respect for their elders","curiosity","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",5,"Republican",0,5,10,20,10,"L2"
"Female","Female","No","Big City Subrub","White","Atheist",0,34,3.7,0,0,0,0,"still waiting","college",4,"2",10,9,300,"independence","curiosity","self-reliance","being considerate","Other","Jill Stein",5,"Libertarian",5,8,0,0,7,"L2"
"Female","Female","No","Big City Subrub","Hispanic","Christian",2,31,3.5,10,10,1,1,"16","college",3,"2",5,3,90,"respect for their elders","good manners","self-reliance","being considerate","Marco Rubio","Hillary Clinton",5,"Independent",7,7,0,100,10,"L2"
"Female","Female","No","Medium City","White","Jewish",7,26,3.7,21,17,2,3,"12","high school",5,"2",15,5,120,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Unsure",2,"Democratic",4,10,15,30,5,"L2"
"Female","Female","No","Medium City","White","Christian",4,24,4,8,20,2,1,"13","high school",7,"3",10,6,70,"independence","good manners","obedience","well-behaved","John Kacich","Unsure",1,"Republican",5,10,0,100,0,"L2"
"Female","Female","No","Medium City","White","Agnostic",0,32,3.4,6,12,0,0,"16","college",1,"2",10,4,100,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",2,"Democratic",4,9,0,70,2,"L2"
"Male","Male","Yes","Big City Subrub","White","Christian",4,24,3.4,12,28,1,0,"14","college",1,"1",20,8,180,"respect for their elders","good manners","obedience","well-behaved","Donald Trump","Donald Trump",7,"Republican",0,9,0,100,8,"L2"
"Female","Female","No","Small Town","White","Agnostic",0,29,2.1,0,0,0,1,"15","college",1,"4",5,3,40,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",2,"Democratic",7,8,0,0,8,"L2"
"Male","Male","No","Big City Subrub","Black","Christian",5,26,3.6,24,0,15,4,"14","high school",4,"2",15,10,10000,"respect for their elders","curiosity","self-reliance","well-behaved","Bernie Sanders","Donald Trump",5,"Green",8,7,45,60,3,"L2"
"Female","Female","No","Big City Subrub","Asian","Atheist",2,31,3.6,0,0,0,0,"still waiting","college",3,"2",5,5,99999,"independence","good manners","self-reliance","well-behaved","Donald Trump","Donald Trump",6,"Democratic",7,8,0,100,6,"L2"
"Female","Female","No","Small Town","White","Christian",8,28,4,1,0,0,2,"15","middle school",5,"3",9,4,200,"respect for their elders","good manners","obedience","being considerate","Ted Cruz","Unsure",8,"Republican",5,9,0,100,2,"L2"
"Male","Male","Yes","Big City Subrub","White","Jewish",3,25,3.2,23,15,1,1,"15","high school",3,"8",10,8,100,"independence","good manners","obedience","well-behaved","Donald Trump","Donald Trump",3,"Republican",1,9,0,100,1,"L2"
"Female","Female","No","Medium City","Asian","Hindu",3,32,3.2,15,14,1,0,"18","college",2,"8",7,7,150,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Unsure",1,"Republican",0,3,0,100,7,"L2"
"Male","Male","No","Big City","Black","Christian",8,20,3.4,5,2,11,3,"16","college",2,"1",14,10,200,"independence","good manners","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",5,"Democratic",5,10,0,70,6,"L2"
"Female","Female","No","Big City","Hispanic","Christian",2,27,3.6,9,10,2,1,"17","college",4,"6",4,6,70,"independence","curiosity","self-reliance","well-behaved","Hillary Clinton","Hillary Clinton",4,"Democratic",7,6,0,20,3,"L2"
"Female","Female","Yes","Big City Subrub","White","Agnostic",2,33,3.3,15,6,1,1,"16","high school",2,"3",7,7,150,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",2,"Democratic",5,4,0,100,7,"L2"
"Female","Female","Yes","Small Town","White","Christian",7,28,3.6,10,30,6,2,"15","college",5,"1",5,7,80,"independence","curiosity","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",5,"Libertarian",4,9,15,70,9,"L2"
"Female","Female","No","Big City","White","Religious but not one of the above",5,23,4,17,25,1,1,"15","high school",7,"5",7,4,80,"respect for their elders","good manners","obedience","being considerate","Donald Trump","Donald Trump",7,"Democratic",5,8,0,70,3,"L2"
"Female","Female","No","Big City Subrub","Asian","Atheist",0,31,3.8,0,0,0,0,"still waiting","high school",5,"2",8,3,80,"respect for their elders","curiosity","self-reliance","being considerate","Other","Other",3,"Republican",7,9,0,100,3,"L2"
"Female","Female","No","Big City","Black","Christian",6,16,2.2,1,2,0,1,"19","high school",10,"2",3,7,89,"independence","good manners","obedience","well-behaved","Unsure","Hillary Clinton",0,"Democratic",5,8,30,100,4,"L2"
"Female","Female","No","Medium City","Hispanic","Christian",2,26,3.3,3,1,1,1,"16","high school",6,"10 or more",3,8,80000,"independence","good manners","self-reliance","well-behaved","Bernie Sanders","Hillary Clinton",3,"Democratic",2,10,10,30,6,"L2"
"Male","Male","No","Big City Subrub","Asian","Buddhist",5,27,4,25,0,3,2,"12","college",3,"1",10,5,1000,"respect for their elders","good manners","self-reliance","well-behaved","Marco Rubio","Donald Trump",5,"Republican",5,10,0,100,10,"L2"
"Male","Male","Yes","Medium City","White","Agnostic",0,32,2.8,2,2,6,3,"16","high school",4,"1",3,7,75,"independence","curiosity","self-reliance","being considerate","John Kacich","Unsure",7,"Libertarian",7,8,25,50,6,"L2"
"Female","Female","No","Big City","Asian","Religious but not one of the above",5,32,4,0,0,0,0,"still waiting","high school",4,"1",4,7,300,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Donald Trump",6,"Other",5,9,0,100,8,"L2"
"Male","Male","No","Big City","Hispanic","Christian",6,18,2.9,5,10,0,0,"7","college",1,"3",6,8,250,"respect for their elders","curiosity","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",2,"Democratic",6,7,15,20,7,"L2"
"Male","Male","No","Big City","Asian","Religious but not one of the above",9,30,4,9,0,1,2,"17","high school",3,"3",9,5,100,"independence","good manners","self-reliance","well-behaved","Hillary Clinton","Hillary Clinton",5,"Other",5,9,0,100,6,"L2"
"Female","Female","No","Big City Subrub","White","Christian",6,30,4,1,0,0,0,"still waiting","lower grades",8,"1",4,5,90,"respect for their elders","good manners","obedience","well-behaved","Hillary Clinton","Hillary Clinton",5,"Independent",5,8,15,30,10,"L2"
"Male","Male","No","Medium City","White","Christian",4,32,3,0,2,1,1,"17","college",0,"0",2,10,5500,"respect for their elders","good manners","self-reliance","being considerate","Other","Other",5,"Republican",8,5,30,100,5,"L2"
"Female","Female","No","Big City","Asian","Agnostic",0,24,2.4,0,0,2,5,"14","high school",1,"10 or more",10,4,80,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Other",5,"Democratic",4,8,0,100,0,"L2"
"Male","Male","No","Big City Subrub","White","Agnostic",1,33,2.8,20,35,3,1,"18","college",1,"1",4,2,150,"independence","curiosity","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",4,"Independent",7,6,0,100,5,"L2"
"Female","Female","No","Big City","Hispanic","Christian",6,24,4,23,14,1,0,"14","high school",3,"3",7,5,100,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",0,"Democratic",7,3,0,10,7,"L2"
"Female","Female","No","Big City","Other","Christian",2,26,4,10,10,1,1,"12","high school",4,"1",4,5,100,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",4,"Democratic",4,5,0,90,0,"L2"
"Female","Female","No","Big City","Black","Christian",5,25,3.5,3,0,1,2,"14","college",3,"0",3,5,300,"independence","good manners","obedience","being considerate","Bernie Sanders","Hillary Clinton",8,"Democratic",5,10,0,10,5,"L2"
"Female","Female","Yes","Big City Subrub","Other","Christian",1,24,2.3,14,30,10,0,"16","kindergarten",4,"2",7,10,1000,"independence","curiosity","obedience","being considerate","Bernie Sanders","Hillary Clinton",3,"Democratic",7,4,10,80,4,"L2"
"Female","Male","No","Big City Subrub","White","Christian",8,27,4,30,15,0,2,"15","high school",5,"3",4,5,850,"respect for their elders","good manners","self-reliance","well-behaved","Donald Trump","Donald Trump",6,"Republican",3,9,0,80,3,"L2"
"Female","Female","No","Small Town","White","Christian",7,25,3.5,5,7,4,2,"14","college",5,"10 or more",5,5,80,"respect for their elders","good manners","obedience","being considerate","Unsure","Hillary Clinton",5,"Other",5,8,15,90,10,"L2"
"Female","Female","No","Big City Subrub","White","Christian",8,26,4,1,4,1,1,"16","high school",7,"2",5,5,100,"respect for their elders","curiosity","obedience","being considerate","Unsure","Unsure",8,"Republican",6,10,0,100,6,"L2"
"Female","Female","No","Medium City","White","Christian",7,28,3.7,4,0,0,1,"17","high school",4,"4",10,5,90,"respect for their elders","curiosity","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",4,"Democratic",6,9,0,50,6,"L2"
"Female","Female","Yes","Big City Subrub","Black","Christian",10,27,3.4,4,0,0,1,"16","college",7,"2",7,6,100,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",3,"Democratic",3,10,0,100,6,"L2"
"Female","Female","No","Medium City","Asian","Atheist",0,33,3.8,0,0,2,0,"16","lower grades",2,"0",0,7,10,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Unsure",5,"Other",5,9,0,100,6,"L2"
"Female","Female","No","Big City Subrub","White","Agnostic",2,27,3.8,16,24,0,1,"16","college",2,"3",15,3,48,"respect for their elders","good manners","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",4,"Democratic",4,8,0,100,3,"L2"
"Male","Male","No","Small Town","Asian","Atheist",1,33,3.7,0,0,0,0,"3","middle school",3,"1",1,5,300,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Unsure",4,"Democratic",5,7,0,100,6,"L2"
"Female","Female","No","Big City Subrub","Black","Christian",9,26,3.7,4,2,0,1,"14","college",7,"6",3,7,1000,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",1,"Democratic",5,6,10,70,10,"L2"
"Female","Female","No","Medium City","White","Agnostic",2,31,3.8,8,16,5,0,"16","lower grades",1,"1",4,6,80,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Donald Trump",5,"Democratic",3,3,15,20,7,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",4,29,2.9,9,20,3,1,"16","college",4,"2",20,7,500,"respect for their elders","good manners","obedience","well-behaved","Unsure","Unsure",5,"Republican",2,10,25,80,6,"L2"
"Female","Female","No","Big City Subrub","Other","Religious but not one of the above",1,25,4,2,0,0,0,"15","college",2,"2",3,7,100,"respect for their elders","good manners","obedience","well-behaved","Unsure","Unsure",5,"Democratic",3,10,0,40,7,"L2"
"Female","Female","No","Big City Subrub","White","Agnostic",0,27,4,15,10,5,1,"13","high school",1,"3",10,2,200,"independence","curiosity","self-reliance","being considerate","Unsure","Gary Johnson",3,"Democratic",4,4,0,60,10,"L2"
"Female","Female","No","Medium City","Asian","Christian",8,30,3.4,5,4,1,1,"18","college",3,"2",10,7,150,"respect for their elders","good manners","obedience","well-behaved","Hillary Clinton","Hillary Clinton",5,"Democratic",6,8,0,100,4,"L2"
"Male","Male","No","Big City","Other","Muslim",3,25,4,0,0,6,0,"13","middle school",5,"2",5,5,150,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",2,"Democratic",5,5,0,10,7,"L2"
"Female","Female","No","Big City","White","Atheist",2,29,3.7,7,8,5,2,"17","college",6,"2",8,4,100,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",2,"Democratic",7,4,0,60,0,"L2"
"Female","Female","No","Big City Subrub","White","Christian",8,31,4,1,0,0,0,"10","high school",1,"3",5,3,80,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",2,"Democratic",7,6,0,100,3,"L2"
"Female","Female","No","Big City","Asian","Agnostic",1,29,3.9,0,0,0,0,"still waiting","middle school",7,"5",3,5,75,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Unsure",4,"Democratic",5,7,10,10,3,"L2"
"Male","Male","No","Big City","Asian","Christian",9,26,2.8,8,50,0,2,"3","college",4,"1",5,10,80,"respect for their elders","curiosity","self-reliance","well-behaved","Donald Trump","Donald Trump",10,"Independent",10,5,0,100,6,"L2"
"Male","Male","No","Big City","Other","Agnostic",1,28,3.8,0,0,1,2,"8","college",1,"2",3,10,200,"independence","curiosity","self-reliance","being considerate","Unsure","Unsure",5,"Other",5,10,0,0,4,"L2"
"Male","Male","No","Big City Subrub","Asian","Christian",0,36,3.8,6,3,10,2,"18","high school",5,"3",5,4,20,"independence","curiosity","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",2,"Republican",2,3,20,40,1,"L2"
"Female","Female","No","Big City Subrub","White","Christian",7,25,4,12,8,0,3,"16","college",4,"0",3,0,69,"independence","good manners","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",0,"Democratic",5,9,0,100,10,"L2"
"Male","Male","No","Big City","Hispanic","Agnostic",0,26,2.2,1,1,1,1,"16","college",3,"1",2,10,60,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",1,"Independent",5,6,0,0,2,"L2"
"Female","Female","No","Big City","Other","Christian",5,25,2.7,6,0,0,0,"17","high school",7,"2",4,5,100,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",4,"Democratic",5,10,15,0,0,"L2"
"Female","Female","No","Big City Subrub","White","Atheist",2,29,3.9,4,10,2,1,"11","lower grades",6,"3",3,3,50,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",2,"Democratic",5,8,20,50,5,"L2"
"Male","Male","No","Big City Subrub","White","Buddhist",5,28,2.8,10,10,1,1,"13","high school",0,"1",0,5,100,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Unsure",0,"Independent",7,7,0,80,6,"L2"
"Female","Female","No","Big City Subrub","White","Jewish",6,28,3.7,10,11,0,0,"14","high school",4,"2",10,7,95,"independence","good manners","obedience","being considerate","Hillary Clinton","Hillary Clinton",5,"Democratic",3,7,0,90,8,"L2"
"Male","Male","No","Big City Subrub","Asian","Atheist",0,32,3.1,2,0,0,1,"16","high school",0,"6",5,8,50,"independence","curiosity","self-reliance","well-behaved","Hillary Clinton","Hillary Clinton",2,"Other",4,8,0,100,7,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",7,27,3.2,3,4,7,4,"16","college",5,"3",9,10,200,"independence","good manners","self-reliance","being considerate","Donald Trump","Donald Trump",4,"Republican",4,10,50,80,6,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",8,26,3,8,10,11,3,"13","college",3,"4",8,10,80,"respect for their elders","good manners","self-reliance","well-behaved","Donald Trump","Donald Trump",5,"Republican",7,8,35,70,8,"L2"
"Female","Female","Yes","Medium City","White","Christian",5,30,3.9,5,2,2,1,"16","high school",3,"5",4,4,100,"respect for their elders","good manners","obedience","being considerate","Donald Trump","Donald Trump",10,"Republican",5,10,0,100,9,"L2"
"Female","Female","No","Big City Subrub","White","Christian",7,29,3.7,0,0,1,3,"13","lower grades",5,"2",8,5,100,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Unsure",7,"Republican",5,10,5,100,7,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",5,30,3.8,1,1,0,1,"16","college",2,"1",4,3,200,"respect for their elders","curiosity","self-reliance","being considerate","Unsure","Unsure",5,"Other",5,7,0,50,7,"L2"
"Female","Female","Yes","Big City","Hispanic","Christian",1,26,4,10,10,2,1,"14","high school",1,"3",3,5,100,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Unsure",2,"Democratic",3,9,10,20,4,"L2"
"Female","Female","Yes","Big City Subrub","Other","Christian",7,30,3.2,10,20,2,1,"16","college",3,"3",3,7,200,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","Unsure",5,"Independent",4,7,0,90,8,"L2"
"Female","Female","No","Big City Subrub","White","Christian",5,26,4,3,2,2,2,"15","lower grades",6,"7",6,5,70,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",4,"Democratic",5,7,5,100,5,"L2"
"Male","Male","No","Big City","Asian","Atheist",0,32,3.6,0,0,50,0,"still waiting","high school",1,"1",0,10,60,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Donald Trump",0,"Other",4,9,0,100,6,"L2"
"Male","Male","Yes","Big City Subrub","White","Christian",6,26,2.9,50,50,1,2,"18","college",1,"3",7,8,250,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Gary Johnson",5,"Independent",0,9,5,100,9,"L2"
"Male","Male","No","Small Town","White","Agnostic",0,29,3.7,4,5,1,1,"15","high school",3,"2",4,8,45,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",5,"Independent",6,10,5,100,0,"L2"
"Female","Female","No","Big City","Asian","Atheist",0,27,4,0,0,1,1,"17","high school",2,"4",4,6,70,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",3,"Democratic",5,9,0,10,9,"L2"
"Female","Female","No","Big City Subrub","White","Buddhist",2,28,3.5,10,6,2,1,"15","high school",3,"5",15,5,80,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","Unsure",2,"Democratic",5,8,0,10,7,"L2"
"Female","Female","No","Big City","Asian","Atheist",0,31,3.6,0,0,2,2,"still waiting","high school",4,"3",1,2,80000,"independence","good manners","self-reliance","well-behaved","Unsure","Unsure",5,"Other",3,7,0,100,0,"L2"
"Male","Male","No","Medium City","White","Buddhist",4,31,3.8,0,0,1,2,"14","high school",7,"1",3,4,65,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",2,"Libertarian",5,6,0,10,7,"L2"
"Male","Male","No","Medium City","Other","Christian",6,27,3.8,10,30,1,1,"12","high school",3,"2",6,7,100,"independence","good manners","self-reliance","well-behaved","Donald Trump","Donald Trump",7,"Libertarian",5,10,0,60,8,"L2"
"Female","Female","No","Medium City","Hispanic","Christian",5,21,3.8,0,0,0,1,"16","college",7,"3",10,8,80,"independence","good manners","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",0,"Democratic",5,10,0,70,4,"L2"
"Male","Male","No","Medium City","Asian","Religious but not one of the above",3,30,4,2,0,0,0,"still waiting","middle school",1,"3",7,5,1000,"independence","good manners","self-reliance","being considerate","Ted Cruz","Other",6,"Independent",5,7,0,100,10,"L2"
"Female","Female","Yes","Big City Subrub","Asian","Christian",7,29,3.3,12,12,7,0,"17","lower grades",2,"3",3,7,95,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",3,"Democratic",4,9,0,0,7,"L2"
"Female","Female","No","Big City","Asian","Atheist",2,29,3.8,6,0,1,1,"still waiting","middle school",2,"6",4,6,60,"independence","good manners","self-reliance","well-behaved","Donald Trump","Donald Trump",5,"Other",3,8,0,100,2,"L2"
"Female","Female","No","Big City","Hispanic","Atheist",0,20,3.4,6,2,1,1,"16","high school",5,"10 or more",2,5,55,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","Other",2,"Democratic",5,8,20,0,4,"L2"
"Female","Female","No","Big City","Black","Christian",0,22,3.8,5,0,0,2,"10","middle school",2,"6",4,10,100,"respect for their elders","good manners","obedience","well-behaved","Bernie Sanders","Other",0,"Democratic",0,6,10,0,10,"L2"
"Female","Female","No","Big City","Hispanic","Religious but not one of the above",1,21,3.3,2,0,1,1,"15","kindergarten",1,"2",4,5,100,"respect for their elders","curiosity","obedience","well-behaved","Bernie Sanders","Hillary Clinton",1,"Other",5,8,0,80,7,"L2"
"Female","Female","No","Big City Subrub","Asian","Religious but not one of the above",0,30,3.5,0,0,0,2,"16","middle school",2,"10 or more",3,5,5000,"respect for their elders","good manners","self-reliance","well-behaved","Unsure","Unsure",3,"Democratic",5,8,25,100,8,"L2"
"Female","Female","No","Big City Subrub","White","Jewish",6,33,4,2,0,0,0,"17","high school",5,"4",8,5,80,"independence","curiosity","self-reliance","well-behaved","Other","Hillary Clinton",4,"Democratic",5,5,5,80,0,"L2"
"Female","Female","No","Big City","Hispanic","Christian",4,29,3.9,4,10,1,1,"18","middle school",7,"3",4,4,40,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",3,"Democratic",3,7,0,0,1,"L2"
"Female","Female","No","Big City","Asian","Agnostic",5,27,3.5,0,0,1,2,"17","high school",3,"4",6,8,50,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Unsure",4,"Democratic",5,10,15,40,5,"L2"
"Male","Male","No","Medium City","White","Christian",6,27,4,20,50,0,2,"13","college",2,"1",20,7,100,"respect for their elders","good manners","obedience","being considerate","Unsure","Donald Trump",7,"Republican",2,9,0,50,5,"L2"
"Male","Male","No","Big City","Asian","Religious but not one of the above",0,29,3.4,3,0,1,0,"17","college",1,"2",8,8,120,"independence","good manners","self-reliance","well-behaved","Unsure","Unsure",5,"Other",3,8,0,100,5,"L2"
"Male","Male","No","Small Town","White","Religious but not one of the above",3,33,2.4,0,0,0,0,"still waiting","high school",2,"3",2,4,50,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",3,"Democratic",5,4,0,0,7,"L2"
"Male","Male","No","Big City","Black","Agnostic",2,23,3.6,6,3,7,3,"12","high school",2,"6",10,8,740,"independence","good manners","obedience","well-behaved","Hillary Clinton","Hillary Clinton",2,"Democratic",5,4,15,20,10,"L2"
"Female","Female","No","Medium City","White","Christian",8,23,3,10,10,2,1,"14","college",12,"4",5,5,100,"independence","good manners","self-reliance","well-behaved","Ben Carson","Donald Trump",6,"Republican",6,9,25,60,10,"L2"
"Male","Male","No","Medium City","White","Agnostic",2,27,2.4,0,0,0,1,"still waiting","college",2,"6",3,4,80,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Gary Johnson",2,"Democratic",5,8,0,60,6,"L2"
"Female","Female","No","Big City Subrub","Black","Christian",2,27,4,0,0,4,2,"14","kindergarten",10,"2",1,7,155,"independence","good manners","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",4,"Democratic",4,10,0,100,3,"L2"
"Female","Female","No","Big City","Black","Christian",8,21,3.5,4,0,3,4,"14","middle school",40,"8",5,0,80,"respect for their elders","good manners","self-reliance","well-behaved","Bernie Sanders","Unsure",1,"Democratic",5,10,25,30,8,"L2"
"Male","Male","No","Big City Subrub","Asian","Agnostic",1,34,3,0,7,1,4,"15","lower grades",0,"1",2,10,999,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Hillary Clinton",4,"Other",7,9,0,100,7,"L2"
"Female","Female","Yes","Big City Subrub","Hispanic","Christian",8,26,3.6,20,20,10,1,"14","college",7,"5",5,5,60,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",1,"Democratic",8,8,15,30,10,"L2"
"Female","Female","No","Big City Subrub","Hispanic","Christian",4,21,2.4,10,8,1,1,"15","college",8,"2",4,9,120,"independence","good manners","obedience","well-behaved","Bernie Sanders","Hillary Clinton",2,"Other",0,9,0,0,6,"L2"
"Female","Female","No","Big City Subrub","White","Atheist",0,32,4,12,24,2,1,"15","college",4,"1",4,4,80,"independence","curiosity","self-reliance","being considerate","Unsure","Unsure",3,"Democratic",6,9,0,80,10,"L2"
"Male","Male","No","Big City Subrub","White","Jewish",3,33,3.1,3,2,1,1,"17","lower grades",2,"2",5,5,80,"respect for their elders","curiosity","self-reliance","being considerate","Unsure","Hillary Clinton",2,"Democratic",7,8,5,70,8,"L2"
"Female","Female","No","Big City Subrub","White","Christian",5,27,3,15,10,4,2,"13","high school",3,"0",20,5,200,"independence","good manners","self-reliance","being considerate","Donald Trump","Donald Trump",4,"Republican",3,6,0,30,10,"L2"
"Female","Female","No","Big City Subrub","White","Christian",8,27,3.9,20,20,0,0,"14","college",6,"1",7,5,150,"respect for their elders","good manners","self-reliance","being considerate","John Kacich","Hillary Clinton",6,"Republican",4,8,0,100,3,"L2"
"Female","Female","No","Big City Subrub","White","Christian",8,28,3.5,0,0,0,0,"still waiting","high school",2,"10 or more",20,3,80,"independence","good manners","obedience","being considerate","Hillary Clinton","Hillary Clinton",7,"Democratic",5,5,0,90,6,"L2"
