"gender","genderID","ethnicity","citizen","Muslim","religious","conservative_self","conservative_parents","sexualOrientation","familyKnowsSexualOrientation","age_sexualOrientation","changeSexualOrientation","sameSexExperience","dateTransgender","MFS_self","MFS_present","MFS_attraction","gayFeelings","lesbianFeelings","sexPartners","relationship","sexInSeriousRelationship","seriousSex","sexBeforeMarriage","children","abortion","bed","birthMonth","TProll","TPconfig","foodPreference","burgers","innocentVsGuility","sexVsLove","attendance","version"
"Male","Male","White","Yes","No",1,5,5,"straight","Yes",11,"No","No","No",1,1,10,3,6,5,2,6,3,"Yes - I already have",2,"Always Legal","Yes","March","Over","FOLD","Burger King","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","White","Yes","Uncertain",0,5,7,"straight","Yes",10,"No","No","Yes",9,9,2,0,0,2,2,0,8,"Yes - I already have",2,"Always Legal","No","February","Over","FOLD","Burger King","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","Asian","No","Uncertain",0,3,8,"bi","Some do",10,"No","Yes","Yes",5,5,5,0,0,7,0,10,5,"Yes - I would",0,"Always Legal","No","March","Over","FOLD","Burger King","Mcdonalds","Guilty Free","No Love","funeral",1
"Female","Female","Asian","No","Uncertain",0,3,7,"straight","Yes",7,"No","No","No",7,3,3,5,5,0,1,5,5,"Unsure",2,"Legal most of the time","Yes","October","Under","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",2
"Female","Female","White","Yes","Uncertain",1,5,5,"straight","Yes",10,"No","Yes","Yes",10,10,3,0,0,13,3,7,5,"Yes - I already have",3,"Always Legal","No","September","Over","FOLD","Burger King","Burger King","Innocent Executed","No Love","wedding",1
"Female","Female","White","Yes","Uncertain",6,4,6,"straight","Yes",4,"No","No","No",6,6,2,0,0,9,0,6,6,"Yes - I already have",4,"Always Legal","Yes","December","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",2
"Female","Female","Hispanic","Yes","No",0,0,3,"straight","Yes",5,"Yes","Yes","No",8,7,4,0,0,2,1,10,10,"Yes - I already have",1,"Always Legal","No","January","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Female","Female","Hispanic","Yes","No",5,5,5,"straight","Yes",6,"No","Yes","No",5,5,0,0,0,13,1,5,5,"Yes - I would",2,"Always Legal","Yes","October","Under","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","Hispanic","No","No",2,0,3,"straight","Yes",5,"Yes","No","Yes",7,8,2,0,0,0,0,10,5,"Yes - I would",2,"Always Legal","Yes","August","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","wedding",2
"Female","Female","White","Yes","No",5,0,8,"straight","Yes",13,"No","No","No",6,7,4,0,0,1,1,5,8,"Yes - I already have",3,"Always Legal","No","November","Under","FOLD","Burger King","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","Other","Yes","No",5,4,7,"straight","Yes",5,"No","No","No",8,8,2,0,0,0,0,7,6,"Yes - I would",3,"Always Legal","No","December","Over","WAD","Burger King","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Male","Male","Asian","Yes","No",1,1,7,"straight","Yes",5,"No","No","No",2,2,8,0,0,1,2,5,2,"Yes - I already have",2,"Always Legal","No","May","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Male","Male","Other","Yes","No",10,5,8,"straight","Yes",9,"No","No","No",0,2,7,3,3,1,1,3,10,"Yes - I would",2,"Illegal most of the time","Yes","May","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","Asian","Yes","Uncertain",1,0,0,"straight","Yes",3,"No","No","No",8,6,2,2,2,0,0,8,8,"Unsure",0,"Always Legal","No","November","No preference","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",1
"Male","Male","Asian","No","No",0,3,5,"straight","Yes",5,"No","No","No",0,0,10,7,7,0,0,9,1,"Yes - I would",3,"Legal most of the time","Yes","November","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",2
"Female","Female","Other","Yes","No",3,3,4,"straight","Yes",7,"No","No","No",8,7,1,0,1,3,3,7,7,"Yes - I already have",3,"Legal most of the time","Yes","December","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",1
"Female","Female","Hispanic","Yes","No",9,5,9,"straight","Yes",2,"No","No","Yes",2,4,9,0,0,4,0,8,7,"Yes - I already have",4,"Always Legal","Yes","January","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","wedding",1
"Female","Female","Asian","Yes","Yes",8,9,10,"straight","Yes",2,"No","No","No",6,6,3,10,10,8,0,8,4,"Yes - I already have",2,"Always Legal","Yes","July","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","White","Yes","Uncertain",8,8,10,"straight","Yes",10,"No","No","No",8,8,3,5,5,0,0,7,7,"Yes - I would",3,"Always Illegal","No","October","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",2
"Female","Female","White","Yes","No",2,5,5,"straight","Yes",2,"No","No","No",8,8,2,0,0,0,0,4,6,"Yes - I would",2,"Legal most of the time","Yes","July","No preference","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Male","Male","Asian","Yes","No",1,2,4,"straight","Yes",5,"No","No","No",3,3,9,0,0,1,1,8,0,"Yes - I already have",3,"Always Legal","No","January","No preference","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Female","Female","Asian","No","Yes",0,0,1,"straight","Yes",10,"Yes","Yes","No",1,4,5,5,3,0,0,3,3,"Unsure",0,"Neutral","No","August","Under","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",2
"Male","Male","White","Yes","No",1,1,4,"straight","Yes",9,"No","No","No",2,4,8,0,0,4,3,7,3,"Yes - I already have",2,"Always Legal","No","May","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","Other","Yes","No",0,0,7,"bi","Some do",12,"No","Yes","Yes",4,6,5,0,0,7,2,8,1,"Yes - I already have",3,"Legal most of the time","No","October","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","Black","Yes","No",7,2,3,"straight","Yes",14,"No","No","No",10,10,0,5,5,0,1,0,7,"Unsure",3,"Illegal most of the time","Yes","October","Over","WAD","Burger King","Burger King","Innocent Executed","No Sex","wedding",2
"Male","Male","Asian","No","Uncertain",0,3,7,"gay/lesbian","No",10,"Yes","Yes","No",3,3,5,0,0,10,2,7,6,"Yes - I already have",2,"Legal most of the time","No","March","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Female","Female","White","Yes","Yes",8,3,3,"straight","Yes",3,"No","No","No",10,10,0,5,5,4,1,4,7,"Yes - I already have",3,"Always Legal","No","July","Under","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","White","Yes","No",3,2,2,"straight","Yes",5,"No","No","No",7,7,3,0,0,8,0,5,3,"Yes - I already have",2,"Always Legal","Yes","March","No preference","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",1
"Male","Male","Asian","Yes","No",10,3,5,"straight","Yes",9,"No","No","No",0,1,10,10,10,0,0,2,10,"No",2,"Always Illegal","No","March","No preference","FOLD","Burger King","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","Other","Yes","Uncertain",4,3,8,"straight","Yes",5,"No","No","No",8,8,2,0,0,4,2,7,0,"Yes - I already have",2,"Legal most of the time","No","June","Over","FOLD","Burger King","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","White","Yes","No",5,3,7,"straight","Yes",11,"No","No","No",9,9,1,0,0,0,1,8,7,"Yes - I would",3,"Always Legal","No","October","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Female","Female","Other","Yes","No",0,0,0,"straight","Yes",5,"Yes","Yes","No",10,10,0,0,0,1,1,5,10,"Yes - I already have",0,"Always Legal","No","May","Under","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","Black","Yes","No",5,4,2,"straight","Yes",9,"No","Yes","No",10,10,0,5,5,3,2,7,10,"Yes - I already have",3,"Legal most of the time","Yes","May","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",1
"Female","Female","White","Yes","No",1,0,2,"straight","Yes",6,"No","No","No",9,9,2,0,0,1,0,9,2,"Yes - I already have",4,"Always Legal","No","May","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",1
"Female","Female","Black","Yes","No",8,7,8,"straight","Yes",12,"No","Yes","No",10,10,0,5,10,4,3,7,5,"Yes - I already have",0,"Always Legal","No","March","Under","FOLD","Burger King","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","Hispanic","Yes","No",0,0,0,"straight","Yes",11,"Yes","Yes","Yes",10,7,2,0,0,1,2,10,7,"Yes - I already have",3,"Always Legal","No","April","No preference","FOLD","Burger King","Burger King","Innocent Executed","No Sex","funeral",2
"Male","Male","Asian","No","No",0,2,4,"straight","Yes",2,"No","No","No",0,0,7,0,0,0,0,7,10,"Unsure",3,"Always Legal","Yes","June","Under","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",1
"Female","Female","White","Yes","No",5,3,4,"straight","Yes",8,"No","Yes","Yes",5,7,1,0,0,0,0,5,0,"Yes - I would",3,"Always Legal","Yes","July","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Female","Female","White","Yes","Uncertain",2,6,7,"straight","Yes",8,"No","No","No",8,8,3,0,0,4,2,8,3,"Yes - I already have",3,"Always Legal","No","April","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Love","wedding",1
"Female","Female","Other","Yes","No",0,2,2,"straight","Yes",4,"No","No","Yes",7,6,8,0,0,0,0,9,8,"Yes - I would",4,"Always Legal","No","May","No preference","WAD","Mcdonalds","Burger King","Innocent Executed","No Love","funeral",1
"Female","Female","Hispanic","Yes","No",8,1,5,"straight","Yes",5,"No","No","Yes",10,9,3,0,0,0,0,8,5,"Yes - I would",4,"Always Legal","Yes","November","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","wedding",1
"Female","Female","Asian","Yes","No",2,3,7,"other","No",14,"No","No","Yes",8,8,5,0,0,1,3,5,5,"Yes - I already have",2,"Always Legal","No","September","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Male","Male","Other","Yes","No",5,4,7,"straight","Yes",8,"No","No","No",4,4,8,1,1,1,0,7,6,"Yes - I would",2,"Always Legal","No","March","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Male","Male","Asian","No","No",0,4,6,"straight","Yes",6,"No","No","No",4,3,6,4,4,0,0,5,3,"Yes - I would",2,"Always Legal","No","July","Under","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Female","Female","White","Yes","Uncertain",6,5,5,"straight","Yes",5,"No","No","No",7,7,0,0,0,4,2,6,8,"Yes - I already have",3,"Illegal most of the time","No","March","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","wedding",1
"Female","Female","Black","Yes","Uncertain",7,2,4,"straight","Yes",6,"No","No","No",7,7,2,1,2,6,1,5,6,"Yes - I already have",5,"Always Legal","Yes","March","Under","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Male","Male","White","Yes","Yes",5,8,10,"straight","Yes",7,"No","No","No",2,4,8,0,0,3,1,8,3,"Yes - I already have",3,"Illegal most of the time","No","October","Under","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Male","Male","White","Yes","No",3,5,2,"straight","Yes",3,"No","No","No",3,3,10,0,0,3,0,5,9,"Yes - I already have",3,"Always Legal","No","July","Under","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","wedding",1
"Male","Male","White","No","No",1,1,3,"straight","Yes",6,"No","No","No",0,2,8,0,0,22,2,9,7,"Yes - I already have",2,"Legal most of the time","Yes","March","Over","FOLD","Burger King","Burger King","Innocent Executed","No Love","funeral",2
"Male","Male","Black","Yes","No",2,3,5,"straight","Yes",12,"No","Yes","Yes",1,1,7,0,0,5,6,10,7,"Yes - I already have",2,"Always Legal","Yes","March","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","funeral",2
"Female","Female","White","Yes","Uncertain",1,4,8,"straight","Yes",10,"No","No","No",7,6,4,0,0,1,1,8,10,"Yes - I already have",3,"Always Legal","Yes","December","No preference","FOLD","Burger King","Burger King","Guilty Free","No Sex","funeral",1
"Male","Male","White","Yes","Uncertain",4,0,0,"straight","Yes",8,"No","No","No",3,4,7,0,0,0,1,8,10,"Yes - I would",0,"Legal most of the time","No","February","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Male","Male","Hispanic","Yes","No",0,2,1,"asexual","No",15,"No","No","No",3,2,9,0,0,0,1,0,10,"Yes - I would",0,"Always Legal","No","February","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",1
"Female","Female","White","Yes","Uncertain",8,5,8,"straight","Yes",2,"No","No","No",10,10,0,5,5,10,1,6,6,"Yes - I already have",4,"Neutral","No","June","Under","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","funeral",1
"Female","Female","Asian","No","No",8,4,6,"straight","Yes",6,"No","No","No",3,8,1,2,9,3,1,4,9,"Unsure",2,"Legal most of the time","Yes","January","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",2
"Female","Female","White","Yes","No",7,3,8,"straight","Yes",5,"No","Yes","No",5,5,1,1,1,0,0,7,7,"Yes - I would",3,"Always Legal","Yes","May","No preference","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","Hispanic","Yes","No",0,1,5,"bi","No",18,"No","No","Yes",5,5,5,0,0,0,1,5,3,"Yes - I would",0,"Always Legal","No","March","Over","FOLD","Burger King","Mcdonalds","Innocent Executed","No Sex","wedding",1
"Male","Male","White","Yes","No",2,1,1,"straight","Yes",4,"No","No","Yes",3,3,8,10,10,0,0,7,2,"Yes - I would",3,"Legal most of the time","No","April","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",2
"Female","Female","Black","Yes","No",5,5,5,"straight","Yes",10,"No","Yes","Yes",5,8,2,0,0,1,1,7,10,"Yes - I already have",3,"Neutral","No","March","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Love","wedding",2
"Male","Male","Asian","No","Yes",2,2,5,"straight","Yes",8,"No","No","No",4,5,5,5,2,4,5,5,4,"Yes - I would",3,"Neutral","No","October","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Love","funeral",1
"Female","Female","Asian","No","Yes",0,0,10,"asexual","No",17,"Yes","Yes","Yes",5,2,5,6,4,2,2,10,0,"Yes - I already have",0,"Always Legal","No","December","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Love","wedding",2
"Female","Female","Other","Yes","No",0,0,3,"other","Some do",12,"No","Yes","Yes",5,6,5,0,0,5,3,6,1,"Yes - I already have",2,"Always Legal","No","June","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Male","Male","Asian","Yes","Uncertain",5,6,5,"straight","Yes",2,"No","No","No",0,0,8,0,0,1,1,5,5,"Yes - I already have",2,"Always Legal","No","January","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",1
"Male","Male","Hispanic","Yes","No",4,4,8,"straight","Yes",2,"No","No","No",5,2,5,5,0,7,1,7,8,"Yes - I already have",2,"Legal most of the time","Yes","June","Over","FOLD","Burger King","Burger King","Guilty Free","No Love","funeral",2
"Female","Female","White","Yes","No",10,7,8,"straight","Yes",2,"No","No","No",10,10,0,10,10,0,0,0,0,"No",5,"Always Illegal","Yes","September","No preference","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","Asian","No","No",2,5,5,"straight","Yes",2,"No","No","No",5,5,1,5,5,1,3,5,5,"Yes - I would",2,"Legal most of the time","Yes","September","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",1
"Male","Male","White","Yes","Yes",7,8,7,"straight","Yes",5,"No","No","No",0,0,10,1,5,1,1,6,3,"Yes - I already have",2,"Legal most of the time","No","November","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Love","wedding",2
"Female","Female","Black","Yes","Uncertain",6,0,0,"straight","Yes",7,"No","Yes","No",10,10,1,0,0,2,2,5,10,"Yes - I already have",1,"Always Legal","No","April","No preference","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","funeral",2
"Female","Female","Asian","Yes","No",2,4,7,"straight","Yes",7,"No","No","No",9,9,0,0,1,3,1,7,6,"Yes - I already have",3,"Legal most of the time","No","March","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Male","Male","Asian","Yes","No",3,2,3,"bi","Some do",13,"No","Yes","No",2,0,8,0,0,13,2,6,7,"Yes - I already have",2,"Always Legal","No","September","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",2
"Female","Female","White","Yes","No",7,2,4,"straight","Yes",5,"No","No","No",10,10,4,0,0,0,0,8,5,"Yes - I would",3,"Always Legal","Yes","September","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",1
"Female","Female","Hispanic","Yes","No",4,0,5,"straight","Yes",14,"No","No","Yes",8,9,3,0,0,0,0,7,6,"Yes - I would",0,"Legal most of the time","No","February","Over","FOLD","Burger King","Burger King","Innocent Executed","No Love","funeral",1
"Female","Female","Hispanic","Yes","No",8,4,6,"straight","Yes",8,"No","No","No",7,6,3,0,0,0,1,4,2,"Unsure",2,"Legal most of the time","No","June","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","Asian","Yes","No",6,4,7,"straight","Yes",7,"No","No","No",8,8,1,10,10,2,0,8,4,"Yes - I already have",3,"Always Legal","No","September","No preference","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",2
"Male","Male","White","Yes","Uncertain",2,7,7,"straight","Yes",2,"No","No","No",1,1,9,2,2,11,3,7,6,"Yes - I already have",4,"Legal most of the time","No","July","Under","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Female","Female","White","Yes","No",5,0,3,"straight","Yes",6,"Yes","Yes","No",8,9,2,0,0,10,2,8,5,"Yes - I already have",0,"Always Legal","No","May","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Love","wedding",2
"Female","Female","Black","Yes","No",7,3,5,"straight","Yes",4,"Yes","No","No",4,6,5,0,0,1,2,8,8,"Yes - I already have",2,"Always Legal","No","January","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Male","Male","Asian","No","No",0,5,5,"straight","Yes",10,"No","No","No",5,5,5,5,5,4,2,5,2,"Yes - I already have",2,"Neutral","No","March","Under","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","funeral",2
"Female","Female","White","Yes","No",7,7,8,"straight","Yes",5,"No","No","No",8,7,5,2,3,2,1,7,8,"Yes - I already have",2,"Illegal most of the time","No","April","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Male","Male","White","Yes","No",8,1,5,"straight","Yes",12,"No","Yes","No",2,2,0,0,0,3,1,7,4,"Yes - I already have",3,"Legal most of the time","No","January","Over","WAD","Burger King","Burger King","Innocent Executed","No Sex","wedding",2
"Male","Male","Black","Yes","Uncertain",3,5,9,"straight","Yes",5,"No","No","No",1,0,8,2,0,50,3,7,0,"Yes - I already have",3,"Legal most of the time","No","July","No preference","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","wedding",1
"Female","Female","Asian","Yes","No",4,3,2,"straight","Yes",4,"No","No","No",7,7,3,5,5,0,0,6,8,"Yes - I would",3,"Legal most of the time","No","February","Over","FOLD","Burger King","Mcdonalds","Guilty Free","No Sex","funeral",1
"Male","Male","Asian","No","Uncertain",3,3,5,"straight","Yes",5,"No","No","No",5,5,5,5,5,5,3,5,5,"Yes - I would",0,"Always Legal","Yes","January","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","funeral",2
"Female","Female","Black","Yes","No",7,8,10,"straight","Yes",10,"No","No","No",10,10,0,0,0,1,1,5,10,"Yes - I already have",3,"Illegal most of the time","Yes","August","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","Asian","No","No",0,8,5,"straight","Yes",11,"No","No","No",10,9,0,0,8,0,0,0,0,"No",2,"Illegal most of the time","No","September","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Male","Male","Hispanic","Yes","Yes",3,4,7,"straight","Yes",7,"No","No","No",10,10,10,0,0,5,2,5,5,"Yes - I already have",3,"Always Legal","No","August","No preference","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Male","Male","White","Yes","Yes",0,0,0,"straight","Yes",12,"No","No","No",4,2,10,0,0,3,0,5,2,"Yes - I already have",5,"Legal most of the time","No","December","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","Hispanic","Yes","No",8,0,0,"bi","No",10,"No","Yes","Yes",8,8,5,0,0,2,2,8,8,"Yes - I already have",3,"Always Legal","No","June","Under","FOLD","Burger King","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","Asian","Yes","No",0,0,9,"straight","Yes",2,"No","Yes","Yes",8,8,1,0,0,1,1,5,3,"Yes - I already have",2,"Always Legal","Yes","February","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Female","Female","Asian","No","Yes",0,0,0,"straight","Yes",5,"No","No","No",9,7,0,0,0,0,0,7,2,"Yes - I would",2,"Always Legal","No","May","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Male","Male","Asian","Yes","No",6,4,4,"straight","Yes",2,"No","No","No",0,0,10,0,0,0,2,3,6,"Yes - I would",2,"Always Legal","No","January","Under","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","White","Yes","No",4,4,5,"straight","Yes",8,"No","No","No",10,10,0,0,0,3,2,5,5,"Yes - I already have",3,"Always Legal","Yes","January","Under","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",1
"Male","Male","Asian","Yes","No",5,4,7,"straight","Yes",4,"No","No","No",1,1,1,4,4,0,0,7,7,"No",0,"Legal most of the time","No","June","Under","WAD","Burger King","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","White","Yes","No",6,10,10,"straight","Yes",11,"No","No","No",7,7,0,0,0,8,3,10,3,"Yes - I already have",4,"Illegal most of the time","No","August","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","wedding",2
"Female","Female","White","Yes","No",6,2,2,"straight","Yes",4,"No","Yes","No",10,10,0,0,0,2,1,9,2,"Yes - I already have",3,"Always Legal","Yes","September","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",2
"Male","Male","Other","Yes","No",8,7,8,"straight","Yes",6,"No","No","No",4,3,7,4,4,2,3,6,3,"Yes - I already have",2,"Legal most of the time","Yes","October","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","wedding",2
"Male","Male","Asian","No","No",0,6,4,"straight","Yes",10,"No","No","No",3,2,10,8,3,30,2,8,3,"Yes - I already have",1,"Always Legal","No","November","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Female","Female","White","Yes","Yes",5,3,8,"straight","Yes",3,"No","No","No",9,9,1,0,0,0,0,8,8,"Yes - I would",4,"Always Legal","No","December","Under","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Love","funeral",1
"Female","Female","Asian","No","No",5,2,3,"bi","No",17,"No","No","No",3,4,3,10,10,0,0,2,8,"Unsure",2,"Illegal most of the time","No","July","Over","FOLD","Burger King","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","Asian","No","Uncertain",0,3,5,"straight","Yes",4,"No","No","No",7,6,4,0,0,0,0,3,8,"Unsure",1,"Neutral","Yes","August","Over","FOLD","Burger King","Burger King","Innocent Executed","No Love","wedding",1
"Male","Male","White","Yes","Uncertain",6,6,4,"straight","Yes",2,"No","No","No",0,0,10,10,0,1,0,10,2,"Yes - I already have",2,"Illegal most of the time","No","December","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Female","Female","Black","Yes","No",8,3,4,"straight","Yes",6,"No","Yes","No",9,8,0,0,0,4,3,5,3,"Yes - I already have",3,"Always Legal","No","November","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","wedding",2
"Female","Female","Hispanic","Yes","No",2,5,10,"straight","Yes",2,"Yes","Yes","No",7,5,2,0,0,4,3,2,3,"Yes - I already have",2,"Neutral","No","October","Under","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","wedding",2
"Male","Male","White","Yes","No",0,4,3,"straight","Yes",6,"No","No","No",4,5,8,0,0,1,1,6,9,"Yes - I would",2,"Always Legal","Yes","July","Over","FOLD","Burger King","Burger King","Innocent Executed","No Love","funeral",1
"Male","Male","Asian","Yes","No",8,3,4,"straight","Yes",12,"No","No","No",0,0,10,4,4,1,1,4,9,"Yes - I already have",2,"Always Legal","Yes","February","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Male","Male","Asian","Yes","No",0,3,5,"straight","Yes",12,"No","No","No",3,3,7,1,1,4,4,8,9,"Yes - I already have",2,"Always Legal","No","September","No preference","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","White","Yes","Yes",6,5,4,"straight","Yes",5,"No","No","No",5,6,3,3,3,5,2,6,8,"Yes - I already have",2,"Legal most of the time","No","August","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",2
"Female","Female","White","Yes","No",6,4,4,"straight","Yes",8,"No","No","No",10,10,0,5,10,1,1,8,10,"Yes - I already have",5,"Illegal most of the time","Yes","September","Under","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","Asian","No","No",6,5,5,"straight","Yes",12,"No","No","No",4,7,2,0,0,0,3,8,8,"Yes - I would",2,"Always Legal","No","January","Over","FOLD","Burger King","Burger King","Guilty Free","No Sex","wedding",1
"Female","Female","White","Yes","Uncertain",10,7,7,"straight","Yes",2,"No","No","No",8,8,0,10,10,0,1,5,8,"No",3,"Illegal most of the time","Yes","August","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Female","Female","Asian","Yes","No",6,5,5,"straight","Yes",2,"No","No","No",6,7,3,0,0,4,0,7,10,"Yes - I already have",3,"Legal most of the time","No","January","Under","FOLD","Burger King","Mcdonalds","Innocent Executed","No Sex","funeral",2
"Female","Female","Asian","Yes","Yes",2,5,10,"bi","No",15,"No","Yes","No",3,0,5,3,3,8,1,6,6,"Yes - I already have",0,"Illegal most of the time","No","September","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Love","wedding",2
"Female","Female","Hispanic","Yes","No",1,0,1,"straight","Yes",5,"No","No","No",9,9,3,0,0,2,1,7,2,"Yes - I already have",2,"Always Legal","Yes","February","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
