"gender","greek","homeTown","ethnicity","religion","religious","ACT","GPA","partyHr","drinks","sexPartners","gayMarriage","triedGaySex","abortion","politics","poverty","goodOrWell","vote","politicalParty","president","workHr","tuition"
"female","yes","big city suburb","White","Atheist",0,31,4,10,20,1,0,"no",0,2,5,6,8,"Democrat","Obama",15,20
"female","no","big city suburb","White","Other Religion",5,24,3,8,5,1,0,"no",5,4,5,4,10,"Democrat","Obama",10,100
"female","yes","medium city","White","Jewish",6,27,3.2,6,4,1,0,"no",0,3,2,4,10,"Democrat","Undecided",0,100
"female","no","small town","White","Agnostic",0,29,3,4,2,6,0,"no",0,4,8,0,0,"Democrat","Obama",15,0
"male","no","big city suburb","White","Christian",5,27,2.1,10,16,1,0,"no",0,5,8,6,10,"Other","Obama",0,40
"female","yes","medium city","White","Christian",6,27,3.5,13,15,1,1,"yes",2,4,4,8,2,"Democrat","Not Voting",10,100
"female","no","small town","White","Christian",6,26,3.6,15,20,1,5,"no",0,9,8,8,8,"Republican","Romney",15,90
"female","no","big city suburb","Asian","Atheist",0,28,2.4,5,0,0,6,"no",6,6,7,6,0,"Democrat","Not Voting",0,100
"male","yes","big city suburb","Asian","Christian",3,25,3.5,5,1,0,10,"no",2,7,8,9,1,"Democrat","Not Voting",0,0
"female","no","big city","Black","Christian",5,27,3.9,4,3,0,10,"no",2,10,5,5,0,"Democrat","Not Voting",5,0
"female","no","big city suburb","White","Christian",8,20,3,12,0,0,0,"no",8,4,2,8,4,"Democrat","Undecided",0,100
"female","yes","big city suburb","White","Christian",3,30,3.2,25,25,9,0,"no",4,5,8,6,9,"Democrat","Obama",0,100
"male","no","medium city","Hispanic","Other Religion",4,23,1.8,0,0,0,0,"yes",3,2,4,4,1,"Other","Not Voting",15,10
"female","yes","big city","Mixed","Agnostic",2,26,3.1,16,15,9,1,"yes",0,0,8,9,5,"Other","Obama",15,100
"female","yes","big city suburb","White","Christian",2,31,2.9,9,9,0,0,"no",4,4,5,3,5,"Democrat","Obama",0,90
"male","yes","big city suburb","White","Agnostic",0,27,3.7,20,50,3,0,"no",0,3,2,4,10,"Democrat","Obama",0,80
"female","no","big city","White","Other Religion",7,25,3.8,0,0,3,6,"no",6,6,7,6,0,"Republican","Not Voting",10,20
"male","no","big city suburb","Asian","Christian",7,26,3.3,5,10,0,5,"no",4,8,6,7,9,"Republican","Romney",0,100
"male","yes","big city","Hispanic","Christian",8,22,3.7,15,15,1,7,"no",8,4,7,8,10,"Democrat","Obama",0,50
"female","no","big city suburb","Hispanic","Christian",5,29,3.4,10,8,3,2,"yes",0,3,5,7,1,"Democrat","Obama",20,80
"female","yes","big city suburb","White","Christian",4,26,3.7,7,10,0,0,"no",6,2,5,5,10,"Democrat","Obama",0,90
"male","no","big city suburb","Black","Atheist",0,19,2.4,2,2,2,0,"no",0,7,3,10,1,"Other","Not Voting",0,0
"male","no","big city suburb","Black","Christian",4,21,3.1,1,0,7,10,"no",5,3,7,7,6,"Democrat","Obama",0,0
"female","yes","big city suburb","White","Christian",6,29,3.7,4,7,0,1,"no",5,9,7,7,10,"Republican","Romney",0,100
"female","yes","small town","Asian","Atheist",0,26,3,4,1,0,1,"no",1,5,9,8,0,"Other","Not Voting",0,100
"female","yes","big city suburb","White","Jewish",7,20,3.2,15,35,4,5,"no",0,7,5,9,10,"Republican","Romney",0,100
"female","no","big city suburb","Mixed","Christian",5,26,3.5,3,0,1,0,"no",0,3,5,2,3,"Democrat","Obama",0,70
"female","no","big city suburb","Black","Christian",8,23,3.7,1,0,1,1,"no",5,2,4,4,10,"Democrat","Obama",0,100
"female","no","big city","Black","Christian",7,22,3.4,3,0,2,5,"yes",10,7,2,4,10,"Democrat","Obama",10,60
"male","no","big city","Black","Muslim",4,25,3.2,5,0,2,0,"no",0,5,5,5,0,"Democrat","Obama",20,0
"female","yes","big city suburb","White","Christian",5,31,2.9,7,8,10,10,"no",8,8,8,8,10,"Republican","Romney",0,50
"female","no","big city suburb","Mixed","Christian",6,24,3.7,4,1,1,1,"no",0,1,5,4,9,"Democrat","Obama",10,60
"female","no","big city","Asian","Buddhist",3,30,3.9,5,3,0,5,"no",5,5,3,3,5,"Other","Not Voting",10,90
"male","no","medium city","White","Christian",2,29,3.6,36,50,2,2,"no",5,8,8,3,10,"Republican","Romney",0,90
"male","no","small town","White","Christian",7,24,3.1,1,1,1,0,"no",7,8,7,7,0,"Republican","Not Voting",10,0
"female","no","big city suburb","White","Agnostic",1,34,3.1,12,12,1,0,"no",3,4,5,2,1,"Democrat","Not Voting",0,50
"male","no","medium city","White","Atheist",0,32,3.1,6,12,1,0,"no",3,6,7,10,10,"Republican","Undecided",0,100
"female","yes","medium city","White","Christian",2,22,3.4,20,27,20,0,"yes",0,5,5,7,5,"Republican","Undecided",20,0
"female","no","medium city","Hispanic","Christian",9,24,3.9,0,0,0,0,"no",5,5,5,5,9,"Democrat","Obama",10,50
"female","no","big city suburb","White","Christian",8,24,3.7,8,6,4,5,"no",6,7,9,8,9,"Republican","Romney",0,70
"female","yes","big city suburb","White","Other Religion",1,26,3.5,7,10,0,0,"no",0,6,8,8,9,"Democrat","Undecided",0,100
"female","yes","medium city","White","Christian",5,29,3.7,7,9,1,1,"no",9,1,5,3,5,"Other","Undecided",0,30
"female","no","big city suburb","Asian","Hindu",7,30,2.7,10,8,0,0,"no",5,5,4,4,5,"Democrat","Obama",0,100
"male","no","small town","White","Christian",6,24,2.9,12,15,1,10,"no",9,9,7,7,8,"Republican","Romney",10,30
"female","no","big city","White","Christian",8,26,3,6,4,0,2,"no",9,6,3,7,0,"Other","Not Voting",5,0
"female","no","medium city","Asian","Christian",9,29,2.9,0,0,0,0,"no",8,8,7,8,0,"Other","Not Voting",10,100
"female","yes","medium city","White","Christian",7,25,2.7,24,24,0,6,"no",10,8,8,8,10,"Republican","Romney",0,100
"female","yes","small town","White","Christian",7,25,3.8,5,5,1,5,"no",7,5,6,6,10,"Republican","Undecided",10,100
"female","no","big city suburb","Asian","Christian",5,21,3.9,4,3,1,2,"no",0,5,4,7,2,"Democrat","Obama",0,70
"female","no","big city suburb","White","Christian",6,22,3.4,4,3,1,0,"no",3,5,6,5,0,"Republican","Not Voting",30,100
"female","no","big city","Black","Christian",8,28,2.6,0,0,1,8,"no",8,7,6,2,10,"Democrat","Obama",0,50
"female","no","big city suburb","Black","Christian",0,27,3.5,3,0,0,0,"no",0,1,0,2,10,"Democrat","Obama",0,0
"male","no","big city suburb","Hispanic","Buddhist",7,25,3,3,6,1,0,"no",0,3,6,0,7,"Other","Other",0,0
"female","no","big city","Hispanic","Other Religion",4,18,2.9,8,10,3,0,"yes",0,4,5,0,7,"Democrat","Undecided",10,70
"female","yes","small town","White","Christian",5,28,3,8,8,3,9,"no",5,5,5,5,3,"Other","Not Voting",20,40
"female","no","big city suburb","Asian","Hindu",2,30,3.4,16,40,2,0,"no",0,2,8,0,8,"Democrat","Undecided",0,100
"male","no","big city suburb","Asian","Christian",9,24,3,10,3,0,3,"no",0,6,6,6,6,"Republican","Obama",0,100
"male","yes","big city suburb","Asian","Christian",7,32,3,5,5,1,0,"no",5,4,5,5,10,"Democrat","Obama",0,100
"female","yes","big city suburb","White","Christian",1,30,3,15,10,6,0,"no",5,2,4,4,0,"Democrat","Not Voting",10,100
"female","yes","big city","White","Christian",6,25,3.7,10,12,6,0,"no",7,5,5,0,6,"Democrat","Obama",10,50
"male","no","big city suburb","Asian","Christian",9,30,3,4,2,2,10,"no",8,5,8,0,5,"Democrat","Undecided",0,100
"male","yes","big city suburb","Black","Christian",8,30,3.1,22,40,30,5,"no",8,5,8,5,1,"Democrat","Not Voting",10,50
"female","yes","big city suburb","White","Christian",5,26,3.6,15,20,9,8,"no",7,5,9,5,5,"Republican","Romney",0,20
"male","yes","big city suburb","White","Christian",3,26,2.8,10,20,4,0,"no",0,6,6,8,0,"Republican","Not Voting",0,100
"female","yes","big city suburb","White","Christian",5,25,3.3,10,10,2,4,"no",5,6,5,5,4,"Republican","Undecided",0,100
"female","no","medium city","Black","Christian",7,25,2.5,5,5,1,1,"no",2,5,4,5,10,"Democrat","Obama",10,0
"female","no","medium city","White","Atheist",0,26,3.1,6,2,1,0,"no",3,5,5,5,8,"Republican","Romney",0,70
"female","yes","small town","White","Christian",5,21,2.9,10,20,1,1,"no",8,3,7,7,5,"Other","Undecided",0,100
"male","yes","big city","Hispanic","Christian",6,20,3,8,15,1,4,"no",9,5,6,0,0,"Democrat","Not Voting",0,80
"female","no","big city","Asian","Christian",4,27,3.6,3,0,1,3,"no",0,4,5,8,0,"Other","Not Voting",10,100
"male","yes","big city suburb","White","Agnostic",0,29,3.7,20,40,15,0,"no",0,4,6,8,9,"Democrat","Obama",0,80
"female","yes","small town","Mixed","Christian",2,22,3.2,10,8,10,0,"no",1,4,3,0,5,"Democrat","Obama",10,60
"female","yes","big city suburb","White","Christian",7,31,3.6,10,20,8,0,"yes",0,8,5,5,8,"Republican","Romney",0,100
"male","no","medium city","Black","Muslim",8,21,3,0,0,3,0,"no",3,2,5,10,7,"Democrat","Obama",30,0
"male","no","big city suburb","Asian","Agnostic",0,33,3.5,0,0,0,0,"no",2,3,8,6,0,"Democrat","Not Voting",0,80
"female","no","small town","White","Agnostic",0,29,3.8,8,6,1,0,"no",2,0,5,3,8,"Democrat","Obama",20,90
"male","no","big city suburb","White","Christian",7,24,2.5,4,10,19,0,"no",0,5,5,0,8,"Republican","Romney",0,100
"female","no","big city suburb","Asian","Buddhist",1,23,2.9,3,1,3,5,"no",5,6,4,5,0,"Democrat","Not Voting",0,100
"female","no","big city","White","Christian",8,30,3.9,0,0,0,2,"no",10,5,5,2,10,"Other","Undecided",10,90
"male","no","big city suburb","Mixed","Christian",10,21,2.8,3,1,47,10,"no",8,5,5,10,10,"Democrat","Obama",10,50
"male","no","big city","White","Christian",6,25,2.8,12,14,5,3,"no",3,5,7,8,10,"Republican","Obama",0,100
"male","no","big city","Black","Christian",4,17,3.6,3,4,1,0,"no",5,5,6,9,7,"Democrat","Obama",10,60
"male","no","medium city","Asian","Other Religion",3,28,2.4,9,20,0,5,"no",7,5,6,6,4,"Democrat","Obama",0,0
"male","yes","big city suburb","White","Christian",3,27,3.9,40,45,1,10,"no",8,10,10,9,10,"Republican","Romney",0,90
"female","no","big city suburb","White","Christian",4,29,3.8,8,4,1,5,"no",5,5,8,7,6,"Republican","Other",5,100
"male","no","medium city","Black","Christian",6,24,2.5,8,8,12,10,"no",5,4,8,8,0,"Other","Obama",0,0
"female","yes","big city suburb","White","Agnostic",3,25,3.3,15,20,9,0,"yes",0,3,5,7,10,"Other","Obama",40,10
"female","no","big city","Asian","Christian",3,30,3.9,0,0,0,3,"no",5,7,5,9,0,"Republican","Not Voting",0,100
"female","yes","big city","White","Christian",4,30,3.4,19,23,14,4,"no",0,9,5,5,10,"Republican","Romney",0,100
"female","no","big city suburb","White","Agnostic",0,27,3.7,5,1,0,0,"no",4,2,4,3,10,"Democrat","Obama",0,80
"female","no","big city suburb","White","Christian",4,25,2.8,15,12,0,1,"no",9,7,7,5,9,"Republican","Romney",0,30
"male","yes","medium city","White","Christian",3,27,3.9,10,20,3,8,"no",8,7,6,6,9,"Republican","Romney",0,70
"male","no","big city","Asian","Atheist",0,30,2,0,0,0,0,"no",0,2,6,9,5,"Democrat","Obama",20,100
"male","no","big city suburb","Asian","Christian",2,27,3.5,2,2,6,0,"no",0,10,3,4,10,"Republican","Romney",10,100
"female","yes","big city suburb","White","Christian",4,26,2.8,10,10,3,0,"no",2,2,5,4,7,"Democrat","Obama",15,60
"female","yes","big city suburb","White","Christian",2,29,3.1,20,20,5,0,"no",0,2,10,10,0,"Republican","Romney",0,100
"male","yes","big city","Asian","Buddhist",1,31,3.2,5,3,3,5,"no",0,5,5,7,5,"Other","Undecided",0,0
"female","no","medium city","Asian","Atheist",0,29,3.9,0,0,1,5,"no",2,7,3,7,0,"Other","Not Voting",0,100
"female","no","big city suburb","White","Christian",7,29,3.4,10,20,1,5,"yes",1,6,8,6,10,"Democrat","Obama",15,100
"female","yes","big city suburb","White","Christian",3,27,3.5,24,25,3,0,"yes",6,7,7,2,5,"Republican","Romney",0,90
"female","yes","big city suburb","White","Christian",5,28,3.2,12,25,2,10,"no",8,8,6,5,10,"Republican","Romney",0,70
"female","yes","big city suburb","Hispanic","Other Religion",5,22,3.1,6,6,0,0,"no",10,5,7,2,0,"Democrat","Obama",0,20
"male","no","big city suburb","Mixed","Christian",5,32,3.4,18,30,3,2,"no",2,5,5,5,10,"Democrat","Obama",15,10
"female","no","big city","Asian","Agnostic",1,29,3.3,0,0,1,0,"no",0,5,9,9,0,"Other","Not Voting",15,90
"male","yes","medium city","White","Christian",5,33,3.6,10,20,2,2,"no",8,4,3,10,1,"Other","Undecided",0,40
"female","yes","big city suburb","White","Agnostic",1,28,2.9,30,25,6,0,"no",3,8,5,7,10,"Republican","Romney",0,90
"male","yes","medium city","White","Agnostic",0,25,3.3,16,10,3,3,"no",0,2,5,2,0,"Other","Not Voting",20,60
"male","no","big city suburb","White","Christian",1,27,3.6,9,17,3,0,"no",1,3,7,5,8,"Democrat","Obama",0,50
"male","yes","small town","White","Christian",6,23,3.3,27,50,10,10,"no",3,10,5,5,8,"Republican","Romney",0,0
"female","no","big city suburb","Mixed","Christian",3,30,3,4,2,0,5,"no",0,2,5,5,0,"Other","Not Voting",0,100
"female","no","big city suburb","Asian","Christian",3,25,3,4,0,0,0,"no",1,5,6,0,10,"Democrat","Obama",15,100
"male","no","big city suburb","Asian","Christian",2,32,3.2,4,8,3,4,"no",5,3,7,2,6,"Democrat","Obama",0,70
"male","yes","big city","White","Christian",7,30,2.8,12,30,1,3,"no",3,4,8,7,8,"Democrat","Obama",10,60
"male","yes","big city","Hispanic","Atheist",0,24,2.9,22,22,0,0,"no",0,5,5,4,4,"Democrat","Obama",0,100
"female","yes","small town","White","Christian",1,27,3.7,9,12,2,0,"no",5,3,5,0,0,"Other","Not Voting",0,100
"female","no","big city suburb","White","Christian",7,28,3.8,6,5,2,2,"no",4,6,7,3,10,"Other","Romney",0,0
"female","yes","medium city","White","Christian",8,31,3.8,4,7,5,5,"no",5,5,5,8,0,"Republican","Not Voting",5,50
"male","yes","big city suburb","Asian","Muslim",3,30,3.1,11,14,6,1,"no",3,3,5,0,10,"Democrat","Obama",0,100
"male","yes","big city suburb","White","Agnostic",0,32,3.6,9,12,3,5,"no",0,5,5,5,2,"Republican","Romney",0,100
"female","no","small town","White","Agnostic",0,29,3.8,32,30,1,2,"no",0,4,6,7,0,"Other","Not Voting",0,80
"female","yes","big city suburb","White","Christian",3,27,2.3,20,50,50,6,"no",6,6,6,10,10,"Other","Romney",10,90
"male","no","big city","White","Christian",1,29,3,0,0,0,10,"no",4,5,2,10,0,"Democrat","Not Voting",0,0
"female","no","big city","White","Christian",4,32,3.4,10,11,12,0,"yes",2,2,7,3,8,"Democrat","Obama",15,60
"female","no","big city suburb","White","Agnostic",0,27,3.7,15,10,20,0,"yes",0,0,3,5,10,"Democrat","Obama",0,100
"female","yes","medium city","White","Christian",3,28,3.7,10,4,1,5,"no",9,8,5,8,9,"Republican","Romney",10,80
"female","no","big city suburb","White","Christian",6,30,3.7,6,4,1,0,"no",3,9,9,5,10,"Republican","Romney",10,10
"male","no","medium city","White","Christian",5,21,3.5,15,25,3,7,"no",5,5,5,4,5,"Democrat","Obama",0,0
"male","no","big city suburb","Asian","Christian",8,26,2.9,5,2,1,6,"no",10,3,5,7,5,"Democrat","Undecided",0,100
"female","no","big city suburb","White","Christian",3,29,3.5,10,13,9,0,"yes",5,5,3,8,0,"Other","Not Voting",0,80
"female","yes","big city suburb","White","Jewish",6,25,3.5,15,25,1,0,"no",2,1,6,6,5,"Democrat","Obama",0,100
"female","no","big city suburb","Asian","Christian",6,29,3,6,5,1,0,"no",5,4,6,5,8,"Democrat","Undecided",0,20
"female","no","big city","Hispanic","Christian",6,25,3.1,11,12,5,0,"no",0,4,3,5,7,"Democrat","Obama",0,100
"female","no","big city suburb","White","Agnostic",0,30,3.6,14,20,3,0,"no",0,0,5,6,8,"Democrat","Obama",30,90
"male","yes","small town","White","Christian",3,26,2.9,10,16,5,6,"no",0,8,7,8,3,"Republican","Romney",30,90
"female","no","big city","Asian","Agnostic",2,28,3.2,5,6,0,0,"no",5,3,5,6,10,"Democrat","Obama",10,0
"female","yes","big city","Mixed","Christian",2,29,3.5,25,25,2,0,"no",5,5,5,5,5,"Democrat","Undecided",0,70
"female","no","medium city","Asian","Other Religion",5,29,3.9,1,0,0,3,"no",2,3,4,9,0,"Other","Obama",0,100
"female","no","big city suburb","White","Other Religion",3,23,3,2,3,3,0,"no",0,5,1,8,0,"Other","Not Voting",10,100
"female","no","big city suburb","White","Christian",7,29,3.3,14,15,0,0,"yes",0,3,7,6,10,"Democrat","Obama",0,80
"female","yes","small town","Hispanic","Christian",5,25,3.8,9,7,1,0,"no",1,5,5,5,5,"Democrat","Obama",20,0
"female","no","small town","White","Christian",7,32,3.3,24,20,2,5,"yes",4,3,9,3,4,"Other","Undecided",20,90
"male","no","small town","White","Atheist",0,23,3.3,2,10,1,8,"no",0,2,2,7,2,"Democrat","Not Voting",5,60
"female","no","big city suburb","White","Atheist",0,30,3.7,6,6,6,0,"yes",0,2,4,3,10,"Democrat","Obama",15,70
"female","no","big city","Black","Christian",7,19,3.7,8,3,3,4,"no",9,2,4,6,8,"Democrat","Obama",0,0
"female","no","big city","Asian","Christian",7,33,3.1,3,1,1,10,"no",2,6,3,8,9,"Other","Undecided",0,100
"female","no","big city suburb","Asian","Christian",6,30,3.3,10,2,0,4,"no",0,1,7,9,2,"Democrat","Undecided",5,10
"male","no","big city","Mixed","Christian",5,31,2.8,12,25,17,8,"no",3,5,6,8,0,"Other","Not Voting",40,10
"male","no","small town","White","Agnostic",0,26,3.2,8,12,1,0,"no",0,2,7,5,10,"Democrat","Obama",0,100
"female","yes","big city","White","Christian",4,27,3.4,7,8,3,0,"no",5,2,5,5,10,"Democrat","Obama",10,90
"female","no","big city","White","Agnostic",1,31,3.7,12,14,10,0,"yes",0,1,3,5,7,"Democrat","Obama",0,90
"female","yes","big city suburb","White","Christian",8,30,3.6,13,30,2,1,"no",0,7,5,7,9,"Republican","Undecided",0,90
"female","yes","big city suburb","White","Christian",5,30,3.2,17,12,1,0,"yes",0,5,5,3,10,"Other","Romney",0,90
"male","no","small town","White","Christian",4,20,3,6,5,2,10,"no",5,10,10,8,10,"Other","Undecided",35,0
"female","yes","big city suburb","White","Christian",1,29,2.8,3,3,1,0,"no",3,1,2,2,10,"Democrat","Obama",5,80
"female","yes","small town","White","Agnostic",2,32,3.5,15,10,11,3,"no",0,5,6,5,2,"Democrat","Undecided",0,50
"female","no","small town","White","Christian",8,32,3.7,0,0,0,5,"no",3,4,8,7,3,"Other","Not Voting",10,60
"male","yes","big city suburb","Mixed","Christian",4,24,3.4,3,10,10,0,"yes",5,3,10,9,8,"Democrat","Obama",10,60
"female","no","big city suburb","White","Christian",5,24,3.4,12,15,5,0,"no",1,1,7,10,0,"Democrat","Not Voting",0,100
"male","no","big city suburb","White","Jewish",1,22,2.8,9,20,4,3,"no",2,6,9,7,2,"Democrat","Romney",0,100
"female","no","big city suburb","White","Christian",8,29,3.5,3,2,12,2,"no",5,5,3,3,8,"Other","Undecided",10,70
"female","yes","big city suburb","White","Christian",3,25,3.5,4,5,1,0,"no",5,5,5,6,5,"Republican","Obama",0,100
"male","no","big city suburb","Asian","Hindu",10,24,3.4,0,0,0,5,"no",5,4,5,5,9,"Democrat","Not Voting",10,100
"female","no","medium city","Asian","Buddhist",2,26,2.7,0,0,1,1,"no",0,2,5,5,3,"Democrat","Obama",0,50
"male","no","big city suburb","Mixed","Muslim",10,36,4,50,50,50,10,"yes",10,10,10,10,10,"Other","Not Voting",50,100
"female","yes","medium city","White","Christian",6,28,3.4,6,10,3,8,"no",7,7,6,6,9,"Republican","Romney",0,0
"female","no","big city suburb","Asian","Other Religion",5,26,3.3,3,2,2,5,"no",5,5,5,5,5,"Republican","Obama",0,100
"male","yes","small town","White","Christian",8,31,3,2,4,2,8,"no",4,5,7,3,2,"Other","Obama",0,100
"male","no","big city","Black","Christian",10,23,3.7,3,4,3,1,"yes",0,0,0,10,10,"Democrat","Obama",10,0
"male","no","big city","Asian","Buddhist",7,25,3.4,2,1,1,0,"no",2,6,5,6,8,"Democrat","Obama",0,100
"female","yes","big city","Black","Christian",10,21,3.5,6,4,3,10,"no",9,0,6,5,10,"Democrat","Obama",0,0
"female","yes","big city suburb","White","Christian",2,25,2.8,6,9,0,2,"no",2,5,3,7,4,"Democrat","Undecided",10,70
"male","no","big city suburb","Hispanic","Agnostic",0,24,3.2,7,0,0,0,"yes",0,0,4,6,10,"Democrat","Obama",10,100
"female","yes","big city suburb","Mixed","Agnostic",0,24,3.7,5,7,2,0,"no",2,0,5,7,0,"Democrat","Not Voting",0,60
"male","yes","big city","White","Christian",3,30,2.8,25,40,2,2,"no",3,5,7,8,5,"Democrat","Undecided",0,80
"male","no","medium city","Mixed","Christian",0,25,3.8,0,0,0,0,"no",10,7,7,7,10,"Republican","Romney",0,60
"male","yes","small town","White","Atheist",0,21,2.6,50,50,50,0,"yes",0,5,10,10,0,"Other","Not Voting",0,50
"male","no","big city suburb","Mixed","Christian",4,28,2.8,6,7,3,4,"no",8,4,5,4,10,"Other","Obama",15,30
"male","no","medium city","White","Christian",7,27,3.6,8,6,0,10,"no",10,5,4,8,9,"Republican","Romney",0,100
"female","no","big city","Hispanic","Christian",3,22,3.3,10,15,1,0,"no",0,0,5,0,5,"Democrat","Obama",0,60
"female","yes","small town","Mixed","Christian",6,28,2.8,3,4,1,8,"no",7,2,6,8,7,"Democrat","Obama",15,20
"female","yes","big city suburb","White","Christian",7,27,3.7,15,25,4,2,"no",0,2,4,5,7,"Democrat","Obama",0,90
"female","yes","medium city","White","Christian",5,29,3.7,50,36,3,5,"no",0,8,8,5,10,"Republican","Romney",15,100
"female","yes","big city suburb","White","Christian",3,28,3,6,6,0,0,"no",0,5,7,9,8,"Other","Obama",20,50
"male","no","big city suburb","White","Christian",5,31,3.8,6,10,0,0,"no",8,4,7,7,10,"Other","Obama",10,80
"male","no","big city","Asian","Christian",4,29,3.6,3,1,1,8,"yes",0,3,3,2,6,"Other","Obama",0,20
"female","yes","big city suburb","White","Agnostic",0,34,4,10,10,0,0,"no",1,1,4,5,8,"Democrat","Obama",10,100
"male","no","big city","White","Agnostic",3,21,3.6,20,40,20,0,"no",5,2,3,7,10,"Democrat","Obama",15,70
"female","no","small town","White","Other Religion",3,28,3.8,8,5,0,0,"no",1,2,5,7,10,"Other","Obama",0,70
"male","yes","medium city","White","Christian",1,30,3.4,12,15,1,7,"no",7,3,7,5,2,"Democrat","Romney",5,0
"male","no","big city","White","Christian",7,25,3,6,14,10,5,"no",8,7,5,9,5,"Republican","Romney",0,10
"female","no","medium city","White","Agnostic",2,29,3.2,15,25,0,0,"no",0,2,3,1,10,"Other","Obama",15,90
"female","no","medium city","Black","Christian",10,28,3.4,0,0,0,10,"no",10,5,4,4,10,"Democrat","Obama",0,50
"male","yes","big city suburb","White","Jewish",3,27,3.1,24,50,14,1,"no",0,3,8,7,7,"Democrat","Obama",5,90
"female","yes","big city suburb","White","Christian",5,24,3.4,15,10,8,2,"no",0,3,6,3,8,"Democrat","Obama",25,70
"female","yes","big city suburb","White","Christian",3,27,3.7,4,2,7,5,"no",0,3,3,2,9,"Democrat","Obama",10,100
"female","yes","big city suburb","White","Christian",6,28,3.7,15,13,2,0,"no",3,2,2,5,8,"Democrat","Obama",0,80
"female","yes","big city suburb","White","Christian",6,25,3.2,6,4,0,4,"no",0,7,7,5,3,"Republican","Romney",25,90
"female","yes","small town","White","Christian",4,24,3.2,20,25,3,0,"no",0,7,4,6,7,"Republican","Romney",0,100
"female","no","small town","White","Christian",2,31,3.3,3,5,1,0,"no",0,2,5,2,10,"Democrat","Obama",20,10
"female","no","big city suburb","White","Christian",5,26,3.4,5,0,0,5,"no",5,7,5,5,10,"Republican","Romney",0,100
"female","yes","big city","White","Other Religion",0,28,2.1,21,12,16,0,"no",1,0,5,7,10,"Democrat","Obama",0,100
"male","yes","big city suburb","White","Christian",6,33,3.6,30,40,7,4,"no",4,6,3,7,7,"Democrat","Undecided",30,70
"female","no","big city","Asian","Muslim",4,29,3.5,17,14,2,0,"no",0,2,5,6,6,"Democrat","Undecided",0,100
"female","no","big city suburb","Mixed","Agnostic",0,32,3.2,13,7,0,7,"no",3,2,4,2,3,"Democrat","Obama",40,0
"female","yes","big city suburb","White","Christian",2,28,3,20,30,7,0,"yes",0,4,2,8,10,"Democrat","Undecided",0,90
"female","yes","big city suburb","White","Other Religion",5,24,3.1,1,1,1,5,"no",3,5,5,5,5,"Democrat","Undecided",0,70
"male","no","big city suburb","White","Christian",10,26,3.9,3,0,0,7,"no",8,7,9,2,8,"Republican","Romney",5,0
"female","yes","big city suburb","White","Christian",6,28,3.9,18,10,0,6,"no",9,6,6,2,5,"Other","Undecided",0,90
"female","no","big city suburb","White","Atheist",0,28,3.5,17,10,1,0,"yes",0,1,3,6,9,"Democrat","Obama",0,100
"female","no","big city suburb","Asian","Agnostic",4,30,3.6,0,0,0,3,"no",8,6,8,0,2,"Other","Undecided",0,10
"female","yes","small town","White","Christian",7,24,3.9,12,20,3,0,"no",7,5,8,5,0,"Other","Not Voting",15,0
"female","no","small town","White","Christian",5,28,2,10,25,4,7,"no",8,7,5,5,5,"Republican","Romney",15,10
"female","no","big city suburb","White","Christian",8,33,3.9,9,12,1,0,"no",1,3,4,1,9,"Democrat","Obama",0,90
"male","no","big city","White","Christian",3,25,3.2,20,48,7,5,"no",5,7,6,7,3,"Republican","Not Voting",5,70
"female","no","big city","Hispanic","Agnostic",4,26,2.2,14,11,1,0,"no",0,5,0,7,3,"Democrat","Obama",5,10
"female","no","big city suburb","White","Atheist",0,31,3.8,10,5,0,0,"no",0,1,3,0,8,"Other","Obama",10,10
"female","no","small town","White","Christian",4,30,3.3,15,16,5,0,"no",2,3,3,2,10,"Democrat","Obama",10,30
"male","no","big city suburb","White","Agnostic",1,25,2.7,20,40,6,2,"no",0,2,5,6,0,"Democrat","Not Voting",20,100
"female","no","big city","Asian","Buddhist",5,25,3.7,2,1,1,0,"yes",4,0,3,4,5,"Democrat","Not Voting",0,100
"female","no","big city suburb","Hispanic","Christian",5,25,3.5,7,5,1,0,"yes",0,2,8,6,0,"Other","Obama",10,50
"female","no","big city suburb","Asian","Christian",9,31,3.9,3,0,0,0,"no",0,4,0,5,10,"Other","Obama",0,70
"male","yes","big city suburb","Hispanic","Christian",5,28,2.9,20,40,3,3,"no",2,6,5,6,10,"Republican","Romney",10,80
"female","no","big city","Black","Christian",4,23,2.9,2,0,1,0,"no",0,3,6,3,10,"Democrat","Obama",0,30
"female","no","big city suburb","Asian","Christian",8,31,3.3,1,1,4,2,"no",9,7,5,6,5,"Republican","Undecided",0,100
"female","yes","big city suburb","White","Christian",7,25,4,12,8,1,0,"no",0,5,5,5,10,"Democrat","Obama",0,100
"female","no","big city suburb","White","Christian",7,30,3.5,9,10,0,0,"no",2,7,5,5,8,"Republican","Romney",0,0
"male","no","big city","Black","Christian",1,24,2.7,0,2,6,0,"yes",0,0,3,5,2,"Other","Obama",15,0
"female","no","small town","White","Christian",4,28,3.5,8,10,2,0,"no",0,2,5,4,10,"Democrat","Obama",0,50
"male","no","small town","White","Christian",7,24,3.3,15,40,7,3,"no",5,5,0,5,0,"Democrat","Not Voting",10,50
"female","yes","small town","White","Christian",8,26,3.7,3,0,0,6,"no",5,8,7,5,10,"Republican","Romney",10,100
