"age","height","weight","pets","speed","cash","sleep","shoeNums","gender","charity","cheat","greek","handed","love"
18,65,115,0,55,110,5,45,"female",100,1,"no","right","one"
20,64,125,1,60,100,7.5,15,"female",20,0,"no","right","one"
20,65,125,0,125,5,8.5,15,"female",100,10,"no","right","one"
18,75,155,17,110,17,9,5,"male",5,10,"no","right","thousands"
21,70,230,0,65,0,6,5,"male",60,0,"no","right","one"
19,68,173,1,100,7,6.5,67,"female",15,0,"no","right","few"
19,67,125,2,100,0,8,30,"female",45,2,"yes","right","few"
20,61,115,1,90,0,6,25,"female",50,20,"yes","right","hundreds"
19,55,99,0,85,80,6,20,"female",5,1,"no","left","dozens"
19,70,160,0,100,4,6,15,"male",15,7,"no","right","few"
21,69,135,2,70,30,6,10,"female",100,0,"no","right","few"
18,66,150,0,75,60,8,20,"female",60,1,"no","right","thousands"
18,65,137,2,90,97,7,25,"female",20,20,"yes","right","few"
19,70,230,0,130,200,8,4,"male",50,3,"yes","right","hundreds"
24,64,130,2,90,8,5.5,6,"female",45,4,"no","right","few"
19,66,120,2,96,120,8.5,74,"female",50,5,"yes","right","few"
19,64,145,13,88,1,6.5,13,"female",25,2,"yes","right","few"
21,72,180,8,140,150,6.5,15,"male",5,4,"no","right","millions"
18,63,118,0,80,10,7,10,"female",25,1,"no","right","millions"
20,71,157,4,100,0,7,10,"male",60,1,"yes","right","few"
18,63,110,4,78,5,7,21,"female",30,3,"no","right","dozens"
19,71,190,0,95,150,4.5,2,"male",95,5,"no","right","few"
