"gender","genderID","height","weight","shoeSize","schoolYear","pets","siblings","speed","cash","sleep","shoeNums","ageMother","ageFather","random","love","charity","movie","favTV1","favTV2"
"female","female",63,168,7.5,"Freshman",2,2,100,21,6,40,38,39,7,"few",92,"daddys home","How to get away with Murder","Jane the Virgin"
"female","female",64,100,6.5,"Freshman",8,1,0,15,8.5,6,45,55,7,"few",100,"none","The Big Bang Theory","2 Broke Girls"
"female","female",65,140,10,"Freshman",3,1,90,10,7,15,53,54,7,"few",80,"sisters","one tree hill","friends"
"female","female",64,104,6,"Freshman",1,0,0,3,6,6,42,46,2,"few",100,"Love Actually","House of Cards","Criminal Minds"
"female","female",63,150,8,"Freshman",1,1,106,30,6,20,51,49,6,"few",70,"The Hunger Games","One Tree Hill","Gossip Girl"
"male","male",65,181,10,"Freshman",0,1,50,300,5,3,45,52,4,"none",80,"Before I Go To Sleep","Avatar","Death Note"
"female","female",63,121,7.5,"Freshman",1,0,70,140,7,10,52,54,6,"few",50,"none","Modern Family","Sherlock"
"female","female",60,81,4,"Freshman",1,1,50,30,7.5,10,48,52,10,"few",50,"The Intern","Pretty Little Liars","F.R.I.E.N.D.S."
"female","female",65,179,8,"Sophomore",1,2,98,25,7.5,7,50,49,8,"few",80,"none","How To Get Away With Murder","Parks and Recreation"
"female","female",62,155,7,"Freshman",0,0,80,0,7,10,52,57,7,"thousands",80,"Heathers","Daria","Girls"
"female","female",69,147,9,"Senior",2,1,90,5,8,6,60,59,9,"few",25,"Inherent Vice","Mr. Show","Girls"
"female","female",67,170,10,"Freshman",1,3,90,50,7,7,58,65,7,"few",100,"Concussion","The Office","Friday Night Lights"
"female","female",65,125,7.5,"Freshman",4,0,80,12,7,8,50,50,8,"few",80,"The Revenant","It's Always Sunny in Philadelphia","The West Wing"
"female","female",64,130,7,"Freshman",1,1,100,25,6.5,40,47,49,3,"few",50,"Sisters","Scandal","One Tree Hill"
"female","female",67,220,11,"Freshman",6,1,90,80,6.5,30,46,45,5,"dozens",100,"Daddy's Home","Chicago Fire","Greys Anatomy"
"female","female",62,112,7,"Freshman",1,1,95,120,4,16,45,48,7,"few",10,"The Martian","Suits","Friends"
"female","female",62,120,6,"Freshman",0,2,0,70,5.5,12,53,55,9,"few",99,"Hunger Games: Mockingjay","Cake Boss","Cupcake War"
"female","female",66,132,8,"Freshman",2,3,80,65,8,15,49,49,4,"one",75,"The Longest Ride","Grey's Anatomy","Friends"
"male","male",67,150,9,"Junior",10,2,180,100,4.5,10,65,65,8,"thousands",100,"revenant","supernatural","the flash"
"female","female",64,125,7.5,"Freshman",2,3,90,73,9,30,53,53,8,"few",10,"none","Prison Break","90210"
"female","female",63,118,7,"Freshman",2,1,55,100,7,8,46,51,10,"few",75,"none","Pretty Little Liars","Survivor"
"female","female",66,135,7,"Freshman",1,4,35,20,8,15,60,56,7,"few",50,"The Revenant","Prison Break","Dexter"
"male","male",70,233,10.5,"Sophomore",3,1,75,150,7,2,50,54,6,"few",0,"The Iron Giant","One Punch Man","Rick and Morty"
"female","female",64,225,8.5,"Sophomore",1,2,80,30,7,10,51,50,7,"few",99,"Star Wars Force Awakens","Parks and Recreation","Buffy the Vampire Slayer"
"female","female",63,110,5,"Freshman",0,1,0,80,8,8,48,54,1,"few",5,"Pulp Fiction","Friends","Hawaii Five-O"
"male","male",71,128,10.5,"Senior",0,1,100,150,7.5,3,50,52,10,"none",0,"none","simpson","family guy"
"female","female",60,93,7,"Freshman",0,2,80,10,7.5,25,48,53,3,"few",35,"A Rage in Harlem","Jane the Virgin","House Hunters"
"female","female",65,135,8.5,"Freshman",1,0,88,50,7,15,54,54,1,"few",50,"star wars","new girl","the office"
"female","female",62,120,5.5,"Freshman",1,1,90,70,7,40,56,58,6,"one",100,"Starwars","One Tree Hill","Gossip Girl"
"female","female",67,160,9.5,"Freshman",3,1,90,50,8,15,56,57,4,"hundreds",50,"Across the Universe","Game of Thrones","How I Met Your Mother"
"female","female",66,140,8,"Freshman",2,4,88,6,5.5,35,56,56,7,"few",95,"Sisters","The Office","Criminal Minds"
"female","female",62,163,7.5,"Sophomore",2,2,0,0,8,10,42,43,9,"one",70,"star wars","how i met your mother","the walking dead"
"female","female",66,155,8.5,"Freshman",12,6,150,0,6,10,47,43,8,"one",90,"Sisters","Weeds","Parks and Recreation"
"female","female",67,165,10,"Freshman",2,5,100,16,8,22,49,51,7,"one",30,"Joy","That 70's Show","Gossip Girl"
"male","male",66,138,9.5,"Freshman",0,0,133,67,8,10,50,56,7,"few",75,"Star Wars","Code Black","Chicago Med"
"female","female",67,124,8.5,"Freshman",2,1,60,40,8,8,48,52,4,"few",70,"The Big Short","The Sopranos","Veep"
"male","female",73,155,10,"Junior",4,2,130,33,7,10,52,53,5,"one",50,"The Prestige","Dexter","It's Always Sunny"
"male","male",72,210,13,"Freshman",0,2,80,400,6,8,53,56,7,"few",40,"Ride Along 2","Martin","Proud Family"
"female","female",65,142,8.5,"Sophomore",2,1,85,50,4,20,51,52,10,"one",100,"Christmas Vacation","Doctor Who","Parks and Recreation"
"male","male",72,190,10,"Sophomore",9,2,60,8,7,3,53,53,7,"thousands",100,"The Big Short","Tosh.0","Impractical Jokers"
"male","male",73,135,8.5,"Freshman",0,1,87,50,8,2,57,58,8,"few",50,"The Avengers: Age of Ultron","Supernatural","Brooklyn 99"
"female","female",64,190,9,"Freshman",2,2,80,15,7.5,12,50,53,3,"few",80,"Creed","NCIS: Los Angeles","CSI: Cyber"
"female","female",65,135,7.5,"Freshman",2,1,105,40,8,25,49,52,5,"one",50,"shindlers list","greys anatomy","gossip girl"
"female","female",64,128,9,"Freshman",0,2,120,50,6,25,43,41,4,"few",100,"the revenant","criminal minds","how to get away with murder"
"female","female",63,125,7.5,"Freshman",0,1,70,20,6.5,15,50,48,2,"few",100,"none","Walking Dead","Dragon Tales"
"female","female",70,173,10,"Freshman",2,4,64,42,6,18,48,49,8,"one",50,"Sisters","Modern Family","New Girl"
"male","male",68,174,10.5,"Sophomore",1,2,140,100,7.5,40,50,60,1,"one",10,"none","Arrow","Flash"
"male","male",72,209,12,"Freshman",2,3,130,60,6,12,47,47,3,"dozens",60,"none","gold rush","dexter"
"male","male",70,190,9.5,"Freshman",2,4,90,0,6,13,40,42,3,"few",8,"Straight Out Of Compton","Empire","Power"
"female","female",67,180,11,"Junior",3,2,110,5,6,10,55,61,8,"dozens",30,"Inside Out","Sons of Anarchy","Parks and Recreation"
"female","female",63,135,7.5,"Freshman",3,3,90,20,7,10,54,56,2,"few",99,"A Walk in the woods","gilmore girls","documentaries"
"male","male",67,221,9.5,"Freshman",1,1,72,44,5,3,47,49,3,"none",10,"none","One Punch Man","One Piece"
"female","female",64,160,8.5,"Freshman",3,0,80,60,7.5,20,42,47,3,"few",5,"Sisters","The Originals","New Girl"
"female","female",65,102,6,"Sophomore",9,2,90,0,7,20,47,52,3,"few",75,"Star Wars","Grey's Anatomy","Sherlock"
"female","female",61,103,5.5,"Junior",0,2,82,14,6.5,7,56,61,4,"few",15,"hateful eight","rick and morty","steven universe"
"female","female",62,140,8,"Freshman",2,1,80,30,7,25,51,52,4,"few",100,"The Martian","One Tree Hill","Greys Anatomy"
"female","female",65,135,8.5,"Freshman",0,3,95,40,7,30,46,46,7,"one",70,"Bridesmaids","The Bachelor","The Bachelorette"
"male","male",68,190,9.5,"Freshman",1,0,70,150,8,8,52,58,6,"few",20,"none","NBA","two sisters"
"female","female",64,120,6.5,"Freshman",4,3,95,140,6.5,35,40,39,8,"few",60,"Star Wars: The Force Awakens","How To Get Away With Murder","Orphan Black"
"female","other",61,107,6.5,"Freshman",0,1,75,62,6.5,6,55,62,8,"millions",99,"None","Avatar Last Airbender","Teen Titans"
"female","female",63,195,9,"Freshman",0,0,70,33,6,12,50,60,8,"few",80,"The Loft","Parks and Recreation","Friends"
"female","female",65,120,7,"Freshman",1,0,62,0,7,15,48,49,5,"few",50,"Mr. Six","How I met your mother","morden family"
"female","female",65,128,7.5,"Sophomore",2,2,100,30,6,15,49,55,7,"few",60,"Star Wars: The Force Awakens","Friends","Weeds"
"female","female",65,170,7.5,"Sophomore",1,3,70,0,6,80,50,57,6,"few",50,"none","grey's anatomy","criminal minds"
"female","female",63,130,7,"Freshman",0,1,95,30,6.5,15,62,58,4,"few",90,"Star Wars: The Force Awakens","How to Get Away With Murder","Grey Anatomy"
"female","female",66,130,8.5,"Freshman",5,2,100,20,7.5,15,54,53,5,"few",25,"Jurassic World","Parks and Recreation","One Tree Hill"
"female","female",66,137,7.5,"Freshman",2,2,100,35,6,16,53,63,7,"dozens",50,"The Reunion","The League","Grey's Anatomy"
"female","female",61,115,6.5,"Freshman",0,1,60,40,7.5,30,52,53,6,"few",75,"The Martian","Friends","The Office"
"female","female",62,125,7,"Freshman",2,2,50,50,7,6,37,37,6,"dozens",20,"Star Wars","Dance Moms","Arrow"
"female","female",68,135,7.5,"Freshman",3,1,80,20,6.5,11,54,52,3,"few",70,"Indiana Jones: Raiders of the Lost Ark","Friends","Reply 1988"
"female","female",67,195,11,"Freshman",10,4,80,150,8.5,11,47,47,7,"few",25,"ride along 2","pretty little liars","younger"
"female","female",68,146,8.5,"Freshman",2,1,90,0,6,20,60,50,2,"one",30,"Captain America: The Winter Soldier","Castle","One Tree Hill"
"male","male",70,180,10.5,"Sophomore",0,2,110,6,6.5,9,55,55,9,"few",50,"The Martian","The Office","Sherlock"
"female","other",69,170,10,"Freshman",7,1,105,0,8,7,47,47,9,"hundreds",60,"Crazy, Stupid Love","Jessica Jones","How I Met Your Mother"
"female","female",66,110,7.5,"Freshman",0,0,0,10,8,5,46,46,3,"few",3,"none","the Voice","Agent Carter"
"male","male",76,191,11.5,"Junior",4,2,110,40,7.5,18,50,56,9,"few",10,"The Revenant","It's Always Sunny In Philadelphia","Workaholics"
"male","male",76,146,9.5,"Freshman",0,0,0,100,6,10,45,45,7,"few",10,"none","Gotham","Shield"
"female","female",62,108,5,"Freshman",1,2,95,400,6.5,10,53,53,6,"few",50,"Memoirs of a Geisha","Parks and Recreation","Master of None"
"female","female",65,133,7,"Freshman",1,2,73,32,6.5,13,51,47,2,"one",30,"insurgent","gossip girl","friends"
"female","female",65,125,8.5,"Freshman",2,2,120,5,8,7,48,50,8,"few",60,"none","gossip girl","family guy"
"female","female",66,142,9,"Freshman",3,2,100,100,8,20,49,52,2,"few",33,"Inside Out","Grey's Anatomy","New Girl"
"female","female",62,126,7,"Junior",1,2,100,0,6,15,43,52,5,"one",50,"Rudderless","The office","The Vampire Daries"
"female","female",66,160,7.5,"Freshman",0,2,100,15,8,15,60,56,2,"thousands",70,"none","greys anatomy","gossip girl"
"female","female",62,145,7.5,"Sophomore",6,0,90,0,7.5,25,55,51,8,"few",95,"Star Wars","Gilmore Girls","The Real Housewives"
"male","male",65,155,8.5,"Freshman",1,1,105,0,8,9,41,46,2,"millions",60,"The Hateful Eight","Scrubs","The Office"
"female","female",64,189,8.5,"Freshman",3,4,60,0,5,22,58,57,8,"few",100,"Electrick Children","Friends"," Grey's Anatomy"
"female","female",68,120,9,"Freshman",3,2,97,100,4,9,54,58,2,"one",90,"""""none""""","Three's Company","That 70s Show"
"female","female",63,185,9,"Freshman",6,0,85,10,7,22,56,57,5,"few",100,"Salt","Lie to Me","Gilmore Girls"
"male","male",70,173,9,"Freshman",1,0,129,0,5.5,14,46,49,4,"one",3,"none","game of throne","one tree hill"
"female","female",62,146,9,"Freshman",6,3,60,0,10,30,53,52,8,"few",70,"Lucy","The Have And The Have Nots","Pretty Little Liars"
"female","female",68,120,8.5,"Sophomore",1,6,105,2,5,27,62,65,3,"one",100,"White Chicks","Empire","Love and Hip Hop"
"male","male",68,140,9.5,"Sophomore",1,1,110,28,7,3,52,51,7,"hundreds",0,"The Hateful Eight","It's Always Sunny in Philadelphia","Trailer Park Boys"
"female","female",63,135,6.5,"Freshman",3,1,80,20,7,10,49,49,7,"few",50,"Daddy's Home","Chicago PD","Gossip Girl"
"female","female",66,119,8,"Freshman",1,2,95,25,8,30,50,50,4,"one",50,"Mirror Mirror","Pretty Little Liars","Arrow"
"male","male",69,225,10,"Senior",2,2,106,0,7.5,7,51,52,7,"dozens",10,"Fast and the furious 7","Top Gear","Gilmore Girls"
"female","female",69,134,9,"Sophomore",1,2,100,40,10,7,62,65,7,"few",10,"noen","gossip girl","THE affair"
"male","male",69,160,9,"Freshman",0,1,87,100,6.5,3,60,57,7,"millions",0,"martian","the office","how i met your mother"
"female","female",65,140,8,"Freshman",1,1,90,100,9,12,47,48,3,"few",60,"The Longest Ride","Shameless","Grey's Anatomoy"
"male","male",70,156,10.5,"Sophomore",2,3,110,120,7,10,52,57,3,"dozens",100,"Star Wars The Force Awakens","Breaking Bad","Lost"
"female","female",62,123,9.5,"Senior",2,1,100,4,8,100,46,56,8,"dozens",100,"The Big Short","Supernatural","Game of Thrones"
"female","female",66,128,7.5,"Freshman",0,2,100,100,7,35,48,50,3,"few",50,"Star Wars 7","Gossip Girl","30 Rock"
"male","male",73,170,10.5,"Freshman",1,1,101,5,7,5,55,56,4,"thousands",5,"Star Wars","Friends","How I met your mother"
"female","female",64,130,8,"Freshman",0,0,0,100,6.5,9,45,47,7,"none",5,"none","running man","running man"
"male","male",68,115,11,"Freshman",0,1,120,7,8,6,50,53,7,"few",50,"none","Breaking Bad","Lost"
"male","male",70,145,10,"Freshman",3,2,120,6,7,4,48,50,3,"few",15,"5th element","Gotham","Sleepy hallow"
"male","male",74,155,10.5,"Freshman",0,0,34,0,7.5,17,45,45,6,"one",1,"none","espn","none"
"male","male",74,157,12,"Sophomore",1,1,85,50,6.5,16,49,58,6,"one",45,"The Revenant","Shark Tank","The Bachelor"
"male","male",67,175,10,"Sophomore",2,1,110,104,5.5,11,49,48,3,"few",0,"star wars","rick and morty","narcos"
"male","male",72,165,12,"Freshman",4,5,100,60,8,4,59,65,6,"few",40,"Forest Gump","White Collar","Prison Break"
"female","female",66,130,9.5,"Senior",5,3,88,0,7,18,54,55,7,"few",70,"Legally Blonde","How I Met Your Mother","New Girl"
"female","female",67,255,9.5,"Freshman",3,2,110,6,5,11,58,58,8,"few",20,"Crooklyn","Scandal","How to Get Away With Murder"
"female","female",65,145,8.5,"Freshman",2,0,100,8,7,10,51,48,9,"hundreds",50,"Joy","ALways Sunny in Philidelphia","Parks and Recreation"
"female","female",62,170,6,"Freshman",0,1,0,67,7,9,55,50,7,"few",85,"The Last Five Years","Parks and Recreation","It's Always Sunny in Philadelphia"
"female","female",64,123,6,"Freshman",0,3,120,120,7,15,52,56,6,"few",30,"The Martian","Game of Thrones","Scandal"
"female","female",68,120,7.5,"Freshman",1,3,85,50,8,25,51,51,6,"dozens",90,"none","Vice","Modern Family"
"male","male",75,270,13,"Junior",2,1,100,50,7,6,59,59,6,"few",100,"Star Wars Episode VII","Bulls/Cubs/Bears games","SportsCenter"
"male","male",72,150,10.5,"Sophomore",5,10,110,11,6.5,8,47,58,7,"few",50,"Sisters","Game of Thrones","The Walking Dead"
"female","female",63,130,7.5,"Freshman",2,3,0,20,7,10,47,47,8,"one",80,"The Revenant","Chopped","Modern Family"
"female","female",64,130,7.5,"Sophomore",0,1,70,8,8,15,52,51,7,"few",50,"Star Wars Episode VII","Game of Thrones","Teen Wolf"
"male","male",74,205,13.5,"Sophomore",1,1,110,25,7,7,41,42,3,"dozens",100,"kingsmen","teen wolf","the walking dead"
"female","female",75,179,11,"Freshman",7,2,90,25,7.5,13,48,47,5,"one",50,"The Revenant","Saturday Night Live","Impractical Jokers"
"female","female",77,97,6.5,"Freshman",2,0,0,1,5.5,3,37,38,1,"one",1,"none","ty","ui"
"female","female",65,150,9,"Junior",0,4,95,40,8,20,50,55,8,"few",40,"Beast of No Nation","Once Upon a Time","Jane the Virgin"
"female","female",64,135,7.5,"Freshman",6,2,90,100,7,12,51,65,6,"hundreds",75,"Star Wars: The Force Awakens","Parks and Recreation","Broad City"
"female","female",66,150,9,"Senior",1,1,60,50,6,20,59,60,4,"one",10,"none","America's Next Top Model","Supernatural"
"male","male",74,170,11.5,"Freshman",4,1,85,50,7.5,5,53,47,8,"one",80,"The Visit","Breaking Bad","Revolution"
"female","female",70,170,12,"Freshman",4,0,200,500,9,30,54,58,7,"few",95,"Revenant","Breaking Bad","Prison Break"
"male","male",68,145,9,"Freshman",0,1,50,0,5,8,45,44,8,"dozens",69,"The Force Awakens","Rick and Morty","The Simpsons"
"female","female",60,110,6,"Sophomore",3,1,60,20,6,15,46,51,8,"few",50,"The Grinch","American Horror Story","Shark Tank"
"male","male",72,160,11.5,"Freshman",1,2,105,14,6,8,57,60,8,"dozens",95,"none","The Office","Game of Thrones"
"male","male",71,174,9.5,"Freshman",0,1,80,200,8,8,46,47,7,"few",80,"SPY","How I Met Your Mother","Sarabhai vs Sarabhai"
"female","female",59,97,4,"Freshman",3,4,0,300,8.5,18,44,44,3,"few",50,"Creed","Dance Academy","Teen Wolf"
"female","female",66,130,7.5,"Graduate",4,1,100,50,7.5,10,54,58,5,"few",40,"Home Alone","Friends","Modern Family"
"female","female",67,135,7.5,"Freshman",0,2,90,45,6,25,61,57,8,"few",50,"The Dark Knight","Prison Break","CSI Miami"
"male","male",71,175,11,"Freshman",3,2,85,0,5.5,10,47,52,1,"few",90,"Good Will Hunting","Sportscenter","The Walking Dead"
"female","female",63,137,8,"Sophomore",2,1,95,6,8,15,52,54,7,"few",75,"creed","pretty little liars","how to get away with murder"
"male","male",73,190,12,"Sophomore",3,1,90,10,8,12,47,48,9,"few",80,"Daddy's Home","The Office","Grimm"
"female","female",65,149,8,"Freshman",10,1,80,150,7,30,56,60,3,"one",100,"Bridget Jone's Diary","Parks and Recreation","House Hunters"
"female","female",63,100,5,"Freshman",0,2,80,20,7,3,41,43,9,"one",50,"""""Sisters""""","The Vampire Diaries","Grey/s Anatomy"
"female","female",66,160,7,"Freshman",0,0,0,30,7,9,46,47,4,"none",20,"hero","survivor","happy together"
"female","female",61,117,8.5,"Freshman",2,1,100,45,7,20,48,47,7,"few",60,"Fast and the Furious Series","Friends","Sons of Anarchy"
"female","female",62,170,6.5,"Sophomore",2,5,100,15,5.5,18,53,60,6,"dozens",50,"Sisters","Grey's Anatomy","The Bachelor"
"female","female",61,168,8,"Sophomore",7,4,95,0,7.5,15,42,42,5,"dozens",10,"The Intern","Love and Hip Hop","Hit the Floor"
"female","female",69,130,10,"Freshman",4,4,105,500,8,6,56,56,5,"few",80,"The Reverant","Homeland","Shameless"
"female","female",65,197,9.5,"Senior",1,1,65,120,8,6,55,60,7,"hundreds",95,"Little Boy","Archer","Friends"
"female","female",69,135,9.5,"Freshman",4,2,105,70,7.5,9,47,47,6,"few",80,"10 Things I Hate About You","Its Always Sunny in Philadelphia","Friday Night Lights"
"male","male",72,190,11.5,"Junior",1,1,80,60,8,6,46,54,6,"hundreds",50,"Star Wars VII, by default","Game of Thrones","Bob's Burgers"
"male","male",75,243,14,"Freshman",0,3,85,30,7.5,7,44,43,7,"dozens",30,"Maze Runner: Scorch Trials","Fresh Prince of Bel-Air","The Flash"
"female","female",69,135,9,"Freshman",1,1,85,0,9,11,60,59,6,"dozens",50,"Eternal Sunshine of the Spotless Mind","Friday Night Lights","Gilmore Girls"
"male","male",75,175,11,"Sophomore",7,2,90,0,6,7,56,54,5,"few",60,"The Revenant","Dexter","Hannibal"
"female","female",67,150,9,"Freshman",0,4,90,120,7,10,50,50,10,"few",60,"lone survivor","Grey's Anatomy","New Girl"
"female","female",65,167,7.5,"Freshman",3,1,90,150,7,10,49,50,9,"hundreds",100,"Star Wars","New Girl","The Walking Dead"
"female","female",68,145,8,"Freshman",4,1,90,150,6,20,51,65,7,"few",75,"Almost Famous","Gilmore Girls","That Seventies Show"
"male","male",75,290,14,"Sophomore",0,2,66,1,5,4,48,54,3,"thousands",35,"None","One Piece","Friends"
"female","female",65,130,7.5,"Freshman",4,1,90,0,8,6,48,48,6,"one",100,"Pride and Prejudice","Friends","Parks and Rec"
"female","female",60,182,6.5,"Freshman",5,4,60,500,6.5,15,40,37,5,"few",10,"""""none""""","pretty little liars","the have and have nots"
"female","female",64,119,7.5,"Freshman",0,2,95,6,7.5,10,54,56,2,"one",30,"Serendipity","Friends","Greys Anatomy"
"female","female",65,142,8,"Freshman",8,0,80,23,5.5,7,35,38,5,"none",100,"Star Wars The Force Awakens","Scrubs","How I Met Your Mother"
"female","female",63,148,8.5,"Sophomore",0,3,70,19,5.5,6,38,40,6,"few",20,"Sisters","That 70's Show","Friends"
"female","female",65,106,7.5,"Freshman",4,0,0,400,5.5,6,39,43,8,"none",35,"Relatos Salvajes","Supernatural","Person of Interest"
"female","female",66,127,9,"Sophomore",4,5,140,11,6,50,50,51,3,"few",0,"none","My Wife & Kids","Full House"
"female","female",61,104,6,"Junior",6,1,0,0,7.5,4,43,48,4,"few",100,"Star wars","Grey's anatomy","American horror story"
"female","female",62,130,7.5,"Sophomore",16,9,105,15,7,20,55,58,3,"few",10,"The Sixth Sense","How I Met Your Mother","New Girl"
"female","female",62,127,8,"Junior",1,2,95,3,7,25,50,52,5,"one",25,"Creed","Wild and Out","Criminal Minds"
"female","female",70,150,10,"Freshman",2,1,90,200,9,25,51,57,8,"one",80,"Harry Potter 6","New Girl","Friday Night Lights"
"male","male",72,165,11,"Freshman",0,2,105,58,7,8,54,56,2,"one",100,"Concussion","Suits","Scandal"
"male","male",72,200,14,"Freshman",0,4,140,1000,4,7,38,50,7,"thousands",75,"Snow on the Bluff","Prison Break","Fresh Prince"
"female","female",63,222,9.5,"Freshman",5,2,120,20,8,18,46,45,9,"one",30,"norm of the north","entourage","the goldbergs"
"female","female",62,147,7,"Freshman",6,2,60,0,8.5,26,52,54,9,"few",80,"The Force Awakens!!!!!!!!!!!!","Friends","Desperate Housewives"
"female","female",68,148,9.5,"Freshman",2,1,85,23,8,10,45,45,8,"few",20,"The Revenant","Teen Wolf","Bob's Burgers"
"male","male",75,205,12,"Sophomore",6,2,170,0,4.5,10,50,55,5,"one",80,"momento","breaking bad","friends"
"male","male",69,149,9.5,"Freshman",0,5,100,18,8,10,52,52,10,"one",100,"Star Wars","Monk","The Office"
"female","female",74,92,6,"Freshman",1,1,0,10,6.5,20,48,50,7,"few",50,"starwar","none","none"
"female","female",63,120,6.5,"Freshman",0,1,0,10,7.5,10,44,49,10,"hundreds",20,"none","none","none"
"female","female",63,135,8,"Freshman",0,2,0,5,6.5,9,49,59,3,"few",50,"True Story","The Office","Grey's Anatomy"
"female","female",66,123,7,"Freshman",7,2,100,20,8,15,48,46,6,"few",99,"The Revenant","Keeping up with the Kardashians","The Bachelor"
"female","female",65,116,7.5,"Freshman",4,0,0,120,7,10,50,47,7,"few",2,"the little prince","under the doom","vampire diaries"
"female","female",62,200,8.5,"Sophomore",6,1,110,130,8,10,44,47,6,"few",100,"Star Wars","Fixer Upper","Master of None"
"male","male",64,175,9,"Freshman",0,2,110,100,7,14,47,52,5,"dozens",30,"Room","Lost","The Office"
"male","male",78,130,7,"Freshman",1,0,0,0,6,14,41,44,8,"few",60,"none","game of thrones","house of cards"
"female","female",69,138,8.5,"Sophomore",4,2,100,0,7,10,58,64,4,"few",85,"hateful eight","grimm","psych"
"male","male",67,257,12,"Freshman",2,1,110,105,8,10,63,61,6,"one",90,"None","Hell's Kitchen","Boondocks"
"female","female",62,100,6,"Freshman",2,3,80,0,9,45,64,65,6,"one",50,"none","Gossip Girl","One Tree Hill"
"female","female",65,107,6,"Freshman",2,2,90,90,8,18,52,53,9,"thousands",75,"The Martian","How I Met Your Mother","New Girl"
"male","male",66,180,10.5,"Sophomore",2,4,110,150,7,3,40,42,4,"millions",15,"none","family guy","simon"
"female","female",62,170,8,"Freshman",5,5,80,0,8,50,39,38,7,"millions",25,"Ashby","Pretty Little Liars","Law and Order: SVU"
"female","female",66,141,9,"Freshman",0,4,55,30,5,15,46,47,4,"few",70,"Creed","Scandal","Grey's Anatomy"
"female","female",70,165,10,"Freshman",5,1,110,300,7.5,12,45,46,8,"one",25,"Interstellar","Law and Order: Special Victims Unit","Modern Family"
"male","male",72,146,8,"Senior",30,1,117,200,11,8,59,60,5,"thousands",59,"The Hateful Eight","Premier Boxing Champions","Showtime Boxing"
"female","female",68,135,9,"Freshman",1,1,100,200,8,31,48,46,9,"one",100,"The Revenant","NCIS","Narcos"
"female","female",61,125,6.5,"Freshman",3,1,70,7,6,10,45,49,6,"few",50,"The Forest","Nikita","Walking Dead"
"female","female",61,98,6.5,"Freshman",2,4,60,10,7.5,14,45,45,6,"few",90,"Star Wars","Steven Universe","A Different World"
"female","female",62,115,6,"Junior",0,4,90,85,6.5,14,48,53,8,"one",100,"none","The Office","Crazy Ex Girlfriend"
"male","male",74,200,11.5,"Sophomore",4,1,100,100,5.5,3,49,57,4,"few",37,"Home alone 2","Prison break","Breaking Bad"
"female","female",63,105,5.5,"Junior",1,0,0,50,7,5,47,49,8,"few",20,"Sherlock","Sherlock","Friends"
"female","female",62,108,7.5,"Sophomore",2,4,83,100,7.5,7,59,60,2,"few",45,"The Forest","Grey's Anatomy","Jane The Virgin"
"male","male",75,170,12,"Freshman",0,1,90,60,6.5,10,40,44,6,"dozens",100,"   i dont know","martin","power"
"male","male",65,194,8,"Junior",0,6,110,68,6,24,55,65,5,"one",75,"The Butterfly Effect","Shameless","Empire"
"male","male",67,140,9.5,"Sophomore",3,1,90,60,6.5,11,52,49,6,"dozens",25,"Star Wars: The Force Awakens","How I Met Your Mother","Bojack Horseman"
"female","female",66,145,9,"Freshman",2,2,80,3,7.5,15,40,40,8,"few",99,"the forest (only movie I saw)","Ghost Adventers","Diners, Drive-Ins, and Dives"
"female","female",62,165,7,"Freshman",0,1,65,0,7,20,50,58,5,"few",50,"none","Nikita","Dark Angel"
"male","male",70,160,11,"Freshman",0,2,45,20,5,15,40,52,3,"thousands",90,"""""Star Wars: The Force Awakens""""","How To Get Away With Murder","Quantico"
"female","female",67,130,8.5,"Freshman",1,1,110,0,8,15,46,45,7,"hundreds",50,"The Martian","Doctor Who","New Girl"
"female","female",70,135,10.5,"Freshman",1,1,100,200,7,10,49,52,9,"dozens",30,"ATM","Dexter","Grey's Anatomy"
"male","male",72,150,11,"Freshman",4,1,90,100,8,10,59,60,5,"few",100,"Star Wars","How to get away with murder","Teen Wolf"
"female","female",62,99,6.5,"Freshman",1,0,0,18,6,5,46,47,10,"few",10,"The Bourne Identity","The Good Wife","Sherlock Holmes"
"male","male",74,165,11,"Sophomore",1,1,90,5,6.5,8,54,65,7,"one",100,"Star Wars","Game of Thrones","Peaky Blinders"
"female","female",61,120,6.5,"Freshman",2,1,90,0,5.5,25,48,48,5,"few",100,"Star Wars Episode 2","The Office","Arrested Development"
"male","male",76,170,10.5,"Junior",6,3,140,0,7,6,52,52,5,"millions",85,"""""none"""" (with no quotes)","How the Universe Works","Always Sunny"
"male","male",70,180,11,"Freshman",0,0,0,20,8.5,5,49,54,8,"few",50,"Mr Bean's Holiday","Game of Thrones","S.H.I.E.L.D"
"female","female",64,120,6.5,"Freshman",0,1,75,20,7.5,15,61,65,8,"few",100,"Baby Mama","Parks and Rec","Gilmore Girls"
"female","female",64,115,7,"Freshman",1,1,100,50,6,45,37,43,1,"few",25,"Insurgent","Adventure Time","Property Brothers"
"male","male",71,200,12,"Junior",2,1,100,140,6,5,46,50,7,"dozens",0,"star wars","south park","walking dead"
"male","male",72,170,10,"Freshman",0,1,100,0,7,3,45,50,4,"few",1,"Burnt","Big Bang Theory","Hell's Kitchen"
"female","female",61,100,5.5,"Freshman",5,2,0,20,7,6,54,64,3,"one",50,"The Wrong Car","Forensic Files","Scooby-Doo"
"female","female",62,124,7,"Sophomore",2,2,100,10,8,20,52,53,7,"one",50,"none","Sherlock","Teen Wolf"
