"gender","schoolYear","greek","homeTown","ethnicity","religion","religious","ACT","GPA","partyHr","drinks","sexPartners","relationships","firstKissAge","hoursCallParents","socialMedia","Syria","gayMarriage","triedGaySex","abortion","politics","poverty","goodOrWell","parentRelationship","workHr","tuition"
"Male","Sophomore","No","suburbs","Hispanic","Christian",4,21,3.8,6,4,0,0,"19",5,5,3,3,"No",8,7,4,7,8,0,10
"Female","Sophomore","No","Small_Town","White","Christian",1,24,3.2,0,0,1,1,"17",3,2,0,0,"No",2,2,4,5,7,5,40
"Male","Sophomore","No","suburbs","Mixed_Other","Christian",7,27,3.6,0,0,0,1,"still_waiting",12,0.5,10,0,"No",0,0,3,5,9,0,80
"Female","Freshman","No","suburbs","White","Christian",2,26,3.6,14,16,3,1,"15",4,3,3,0,"No",0,3,6,7,4,0,60
"Female","Sophomore","Yes","Small_Town","White","Christian",7,28,3.3,10,10,1,3,"13",1,4,1,5,"No",9,9,5,3,7,20,100
"Female","Junior","No","big_city","Asian","Christian",5,31,3.7,3,2,1,1,"16",7,1.5,5,1,"No",3,3,5,5,9,5,0
"Female","Freshman","No","suburbs","White","Christian",6,29,3.9,12,23,2,2,"13",3,1,8,1,"No",0,7,9,7,5,0,100
"Female","Sophomore","No","suburbs","White","Christian",7,27,3.9,2,3,1,1,"17",7,1,6,7,"No",10,8,7,5,9,0,90
"Female","Junior","Yes","suburbs","Hispanic","Agnostic",3,29,3.4,8,10,9,2,"12",2,8,1,0,"Yes",0,0,2,0,9,15,100
"Female","Sophomore","No","big_city","Black","Christian",6,22,4,6,0,0,0,"17",4,8,0,0,"No",5,4,10,0,5,10,0
"Female","Junior","No","Medium_City","Asian","Other",7,34,3.7,0,0,0,0,"still_waiting",7,0.5,0,6,"No",0,5,1,5,2,0,100
"Male","Sophomore","No","suburbs","White","Christian",9,28,3.7,0,0,0,0,"still_waiting",0,1,6,7,"No",10,7,4,6,10,0,70
"Female","Junior","No","Small_Town","White","Christian",2,27,2.5,0,2,10,1,"13",0,0,8,0,"No",2,8,8,8,7,15,80
"Male","Freshman","No","big_city","Asian","Atheist",1,29,2.8,0,2,0,1,"still_waiting",3,3.5,4,8,"No",3,8,5,7,4,0,100
"Female","Sophomore","No","suburbs","Asian","Hindu",10,29,3.4,2,0,0,1,"19",5,3.5,5,3,"No",10,7,5,5,5,15,100
"Female","Freshman","No","big_city","Black","Christian",8,24,3.8,5,0,1,2,"15",20,4.5,0,0,"No",3,4,5,6,9,0,0
"Female","Senior","No","suburbs","White","Agnostic",0,27,3.1,0,0,0,0,"still_waiting",1,0.5,3,0,"No",0,4,5,3,9,10,80
"Female","Sophomore","No","suburbs","Black","Christian",8,25,3.8,3,1,1,1,"16",4,5,5,2,"Yes",4,5,8,0,9,20,0
"Female","Sophomore","No","suburbs","White","Christian",7,35,3.7,10,10,0,0,"14",2,1,3,0,"No",3,2,2,2,8,0,0
"Female","Sophomore","No","suburbs","White","Christian",5,29,3.2,15,50,3,2,"16",5,2,5,0,"No",3,8,5,5,8,0,50
"Female","Sophomore","No","suburbs","White","Christian",7,25,3.6,4,2,0,1,"14",3,2.5,5,4,"No",8,5,4,5,8,0,0
"Male","Freshman","Yes","suburbs","Asian","Hindu",7,29,3.5,10,20,1,1,"16",4,4,3,0,"No",0,3,7,7,10,0,100
"Female","Sophomore","Yes","suburbs","White","Christian",6,27,3.6,10,10,1,3,"13",15,2.5,4,0,"No",1,5,5,3,10,0,70
"Female","Freshman","No","suburbs","White","Christian",7,30,4,8,10,2,2,"14",10,2,0,0,"No",8,4,5,7,10,0,90
"Male","Sophomore","No","big_city","Black","Christian",7,20,3.1,5,0,0,2,"12",10,8,5,2,"No",5,3,2,4,8,0,10
"Female","Sophomore","Yes","suburbs","White","Jewish",2,26,3.1,5,3,0,0,"still_waiting",10,3,1,0,"No",0,2,5,3,10,0,100
"Female","Sophomore","No","suburbs","Asian","Muslim",8,31,3.5,1,0,0,0,"still_waiting",9,0.5,10,4,"No",8,4,7,5,9,0,100
"Male","Sophomore","No","suburbs","White","Christian",5,29,3.6,14,12,2,1,"16",1,1.5,5,0,"No",5,2,6,5,7,15,0
"Female","Sophomore","No","suburbs","White","Christian",9,34,4,4,2,0,3,"13",4,1,2,10,"No",10,6,5,3,9,0,100
"Female","Freshman","No","suburbs","White","Jewish",5,30,3.9,4,0,0,0,"still_waiting",20,4,5,0,"No",0,1,4,3,10,0,70
"Male","Sophomore","Yes","suburbs","White","Christian",7,27,3,6,11,7,4,"13",2,0.5,8,9,"No",10,8,6,3,8,0,50
"Male","Junior","Yes","big_city","Hispanic","Other",0,21,2.9,12,18,6,1,"18",2,3.5,8,5,"No",5,5,5,8,9,15,20
"Male","Sophomore","Yes","Small_Town","White","Christian",1,23,2.6,48,40,6,3,"12",2,5,5,6,"No",0,6,7,10,9,0,100
"Female","Sophomore","No","suburbs","White","Christian",6,30,3.5,14,20,2,0,"18",3,4,0,5,"Yes",4,6,6,5,5,10,80
"Male","Junior","No","Small_Town","Black","Christian",10,27,3.8,0,0,4,4,"14",1,1,7,10,"No",10,2,4,7,10,10,0
"Male","Senior","No","suburbs","Mixed_Other","Christian",5,28,3.2,2,0,1,2,"14",0,3,0,5,"No",5,5,5,10,0,0,0
"Female","Sophomore","No","Small_Town","White","Christian",6,26,3.9,5,10,1,1,"16",10,2.5,4,0,"No",5,5,4,10,9,10,80
"Female","Sophomore","Yes","Small_Town","White","Christian",7,23,3.2,7,6,8,1,"13",8,3,1,0,"No",0,3,3,5,10,15,10
"Male","Sophomore","No","suburbs","Black","Muslim",7,30,3.3,7,0,0,1,"15",6,2,5,1,"No",0,3,6,5,7,10,50
"Female","Sophomore","Yes","big_city","Asian","Buddhist",5,24,3.1,0,0,0,0,"still_waiting",3,5,1,0,"No",5,5,6,5,8,0,10
"Female","Sophomore","No","big_city","Mixed_Other","Agnostic",2,27,3.1,8,3,2,1,"16",2,4,4,0,"No",0,2,6,3,10,0,50
"Female","Junior","No","Medium_City","Asian","Christian",10,33,3.6,4,0,2,1,"18",1,5,2,8,"No",10,7,3,3,10,0,30
"Male","Senior","Yes","suburbs","White","Other",5,18,3.2,20,50,12,2,"14",1,5,10,0,"No",8,10,6,8,10,10,0
"Male","Sophomore","No","suburbs","Asian","Atheist",0,23,3.2,0,8,10,1,"still_waiting",10,4,0,5,"No",10,5,5,7,8,0,10
"Female","Freshman","No","suburbs","White","Christian",4,28,3.9,12,20,1,1,"14",5,1,5,3,"No",3,6,5,4,9,0,90
"Female","Sophomore","Yes","Medium_City","White","Christian",5,28,3.8,5,8,3,2,"14",4,1.5,0,0,"No",6,6,6,2,10,0,70
"Female","Freshman","Yes","Small_Town","White","Christian",3,26,3.7,10,5,0,1,"15",6,2.5,5,0,"No",1,6,7,7,9,0,30
"Female","Sophomore","No","big_city","Hispanic","Christian",8,21,3.4,0,0,0,1,"18",7,4.5,3,5,"No",9,5,4,3,8,10,20
"Male","Junior","No","suburbs","White","Christian",1,28,2.8,6,20,4,1,"13",3,0.5,1,0,"No",0,0,8,5,7,25,80
"Male","Freshman","No","suburbs","Asian","Muslim",7,29,3.9,0,0,0,1,"16",7,1,4,5,"No",9,2,5,5,6,15,100
"Female","Sophomore","No","big_city","Black","Christian",6,21,2.7,10,3,2,0,"13",1,1,0,5,"Yes",5,3,4,10,4,0,0
"Female","Freshman","Yes","suburbs","White","Christian",1,30,3.7,15,24,1,3,"13",3,3,1,0,"Yes",1,0,1,3,9,0,100
"Female","Freshman","No","big_city","Mixed_Other","Christian",7,24,4,6,3,10,6,"11",7,1,5,0,"No",6,3,5,5,7,0,20
"Female","Sophomore","Yes","suburbs","Mixed_Other","Christian",5,34,3.4,15,15,1,1,"13",7,2.5,4,1,"No",4,6,8,5,10,10,100
"Male","Sophomore","Yes","suburbs","Asian","Agnostic",4,33,3.2,10,30,0,0,"18",1,1,0,5,"No",3,6,8,4,6,0,70
"Male","Sophomore","No","Medium_City","White","Christian",5,29,3.5,10,10,1,0,"20",2,0,0,0,"No",9,5,6,8,10,0,100
"Male","Freshman","Yes","Small_Town","White","Christian",2,27,3,10,25,4,0,"16",1,1,5,1,"No",0,2,10,10,9,0,50
"Male","Sophomore","Yes","Small_Town","White","Atheist",1,29,3,8,14,3,2,"14",1,2,1,1,"No",0,7,7,8,9,0,60
"Male","Junior","Yes","big_city","Hispanic","Christian",5,22,2.3,11,9,1,1,"17",3,4.5,3,2,"No",2,5,6,6,7,0,100
"Female","Junior","No","suburbs","White","Christian",8,27,3.2,2,2,2,2,"15",7,1,0,6,"No",8,9,8,6,9,30,60
"Female","Sophomore","No","big_city","Hispanic","Christian",3,21,3,18,25,5,2,"12",3,2,4,1,"Yes",0,2,5,2,8,0,10
"Female","Sophomore","Yes","suburbs","White","Christian",5,26,3.8,8,6,1,0,"16",1,5.5,5,0,"No",5,8,5,5,5,15,0
"Female","Sophomore","Yes","suburbs","White","Agnostic",5,28,3.6,12,16,9,4,"12",1,5,0,0,"No",5,3,8,5,8,0,100
"Male","Freshman","No","big_city","Black","Christian",3,24,3.2,2,0,1,1,"3",7,1,1,0,"No",5,5,5,5,6,0,0
"Male","Sophomore","No","suburbs","White","Christian",9,30,2.9,0,0,0,1,"16",6,1,5,9,"No",10,7,6,2,10,0,90
"Male","Junior","No","Medium_City","Asian","Hindu",6,28,1.3,10,14,1,0,"18",10,1,5,7,"No",2,3,8,8,7,0,100
"Male","Sophomore","Yes","suburbs","White","Christian",1,24,2.8,25,50,6,2,"16",6,8,8,8,"No",2,10,4,10,8,0,70
"Female","Senior","No","Small_Town","Black","Christian",5,32,2.8,0,3,6,3,"21",2,1,10,5,"Yes",0,3,5,5,10,35,0
"Female","Junior","No","Small_Town","White","Agnostic",1,19,3.1,0,0,0,0,"15",1,4,3,0,"No",1,3,5,2,7,0,30
"Male","Senior","No","suburbs","Asian","Christian",9,23,2.8,4,0,0,1,"20",2,3,9,10,"No",5,7,6,10,8,0,60
"Male","Sophomore","Yes","suburbs","White","Christian",2,29,3.1,35,45,7,3,"13",1,2,5,5,"No",3,7,8,5,8,0,60
"Female","Sophomore","No","big_city","White","Other",7,26,3.5,5,5,3,1,"15",2,6,0,0,"No",5,5,2,6,6,0,0
"Female","Sophomore","Yes","big_city","Mixed_Other","Agnostic",3,25,3.7,5,3,1,2,"13",2,3,5,0,"No",5,0,3,5,9,0,40
"Female","Freshman","Yes","Medium_City","White","Christian",5,29,3.9,10,10,2,2,"14",4,1.5,0,3,"No",3,3,8,0,8,0,0
"Female","Senior","No","big_city","Asian","Atheist",5,22,3.6,0,0,1,1,"18",7,4,0,5,"No",0,5,5,7,8,0,0
"Female","Sophomore","Yes","Medium_City","Mixed_Other","Christian",6,27,3.4,5,0,0,0,"18",15,2.5,5,0,"No",9,6,6,3,7,0,100
"Female","Sophomore","Yes","suburbs","Asian","Agnostic",4,27,3,2,0,2,2,"14",3,1,5,5,"No",5,5,5,5,5,10,100
"Female","Sophomore","No","Small_Town","White","Christian",2,29,3.8,15,24,6,3,"14",7,5,0,1,"No",3,7,8,5,5,10,50
"Female","Sophomore","Yes","suburbs","White","Christian",3,26,3.2,30,40,8,1,"14",14,2,5,4,"Yes",0,5,7,8,10,0,100
"Female","Sophomore","Yes","suburbs","Asian","Agnostic",5,33,3.7,10,6,1,2,"13",1,5,0,0,"No",0,2,4,0,5,0,100
"Male","Sophomore","No","suburbs","White","Christian",5,32,3.3,10,30,1,1,"14",4,1,0,0,"No",0,3,2,0,9,0,100
"Female","Sophomore","No","big_city","Black","Christian",7,17,2.7,0,0,2,3,"17",10,2,7,8,"No",3,6,3,6,10,10,0
"Female","Sophomore","No","suburbs","Hispanic","Christian",7,26,3.5,8,8,2,0,"19",1,3,0,9,"No",8,5,3,1,9,15,0
"Female","Sophomore","Yes","Small_Town","Hispanic","Christian",4,24,3.6,12,10,0,3,"13",1,2,5,1,"No",4,5,7,3,5,0,60
"Male","Sophomore","Yes","suburbs","White","Christian",7,26,3.1,20,49,11,1,"13",8,2,9,2,"No",5,8,5,8,9,0,50
"Male","Sophomore","No","big_city","Hispanic","Christian",4,26,2.6,5,4,4,5,"14",1,3,0,0,"Yes",5,3,3,0,10,15,0
"Female","Sophomore","No","Small_Town","White","Christian",7,31,3.9,0,4,1,2,"15",4,1,2,3,"No",4,5,7,3,9,0,90
"Female","Freshman","No","suburbs","Black","Christian",4,28,3.5,1,0,0,1,"16",3,4,2,0,"No",0,3,4,2,8,0,100
"Female","Junior","No","suburbs","Asian","Christian",0,30,3.8,0,0,0,0,"still_waiting",7,2,4,1,"No",6,5,5,5,10,0,100
"Female","Sophomore","No","suburbs","White","Christian",5,28,3.6,6,10,0,0,"still_waiting",3,0.5,5,9,"No",9,8,8,5,9,5,30
"Female","Sophomore","Yes","suburbs","Mixed_Other","Christian",5,25,2.4,6,2,1,1,"18",1,2,9,0,"No",0,6,7,6,10,0,20
"Male","Sophomore","Yes","suburbs","White","Jewish",6,33,3,2,20,0,1,"12",1,2,8,0,"No",0,2,5,8,8,0,100
"Female","Sophomore","No","suburbs","White","Atheist",0,28,3.1,10,9,2,3,"15",5,0.5,3,0,"No",0,1,4,2,9,0,40
"Male","Sophomore","Yes","suburbs","White","Christian",3,29,3.2,7,20,3,2,"14",10,3.5,7,0,"No",3,3,6,5,5,0,100
"Female","Sophomore","No","big_city","Hispanic","Christian",4,19,3.4,24,20,3,0,"13",1,8,0,0,"No",0,1,10,10,6,0,10
"Male","Sophomore","Yes","suburbs","White","Christian",3,32,3.5,20,50,0,0,"14",2,1.5,2,5,"No",3,7,6,5,10,0,90
"Male","Senior","No","suburbs","White","Atheist",0,21,3.1,6,20,3,2,"13",3,2.5,0,0,"No",1,8,10,10,9,25,0
"Male","Sophomore","Yes","suburbs","White","Agnostic",2,30,3.7,18,45,7,1,"14",4,1.5,0,7,"No",0,4,7,8,8,0,60
"Male","Junior","No","suburbs","White","Christian",6,25,3.5,1,1,25,3,"15",7,1.5,7,2,"No",0,4,4,7,7,25,0
"Male","Sophomore","No","Small_Town","White","Christian",9,24,3.3,0,0,0,1,"18",5,1.5,6,10,"No",5,5,8,4,10,0,20
"Female","Sophomore","No","big_city","Asian","Christian",3,30,3.2,5,0,0,4,"14",1,8,6,5,"No",5,5,5,5,8,10,100
"Female","Sophomore","Yes","suburbs","White","Christian",7,29,3.8,16,20,4,1,"15",1,2,5,5,"No",2,7,7,6,7,0,100
"Female","Sophomore","No","big_city","White","Christian",5,24,3.4,3,0,0,0,"still_waiting",7,2.5,0,5,"No",5,5,4,5,8,0,50
"Female","Sophomore","No","suburbs","Asian","Muslim",7,32,3.8,3,0,0,0,"still_waiting",3,5,0,7,"No",5,5,3,5,6,0,100
"Female","Sophomore","Yes","suburbs","White","Christian",8,27,3.5,8,6,0,0,"18",3,1.5,2,2,"No",8,8,5,5,10,35,90
"Female","Sophomore","No","big_city","Hispanic","Christian",8,23,3.5,3,0,0,0,"still_waiting",15,2.5,3,0,"No",7,3,0,3,10,0,0
"Male","Sophomore","Yes","suburbs","Hispanic","Christian",2,26,3.1,10,15,1,1,"14",5,2,2,10,"No",3,5,9,8,10,0,40
"Female","Sophomore","Yes","Small_Town","White","Christian",8,25,3.7,15,15,1,1,"14",4,8,7,0,"No",3,5,6,8,9,0,100
"Female","Sophomore","Yes","suburbs","Mixed_Other","Christian",7,28,3.4,12,15,2,1,"13",8,2,4,0,"No",0,7,7,3,10,0,90
"Male","Sophomore","No","Medium_City","Asian","Christian",1,31,3.8,4,2,7,4,"16",1,1.5,5,5,"No",5,5,5,5,5,10,0
"Female","Sophomore","Yes","suburbs","White","Christian",5,26,3.7,3,2,0,0,"17",7,4,0,1,"No",7,9,3,10,9,0,100
"Female","Sophomore","No","suburbs","White","Christian",4,31,3.9,6,6,3,2,"12",7,1,0,0,"Yes",4,3,4,4,9,15,40
"Female","Senior","No","suburbs","Black","Christian",7,24,2.4,3,4,20,2,"13",5,1,0,0,"Yes",10,4,5,0,9,35,90
"Female","Junior","Yes","suburbs","Hispanic","Christian",5,18,2.8,4,2,2,1,"13",0,4,0,0,"No",3,0,4,3,2,0,0
"Female","Sophomore","Yes","suburbs","White","Christian",7,26,2.8,8,14,0,0,"13",1,1.5,5,3,"No",0,7,5,9,8,0,100
"Female","Sophomore","No","suburbs","Asian","Hindu",6,29,3,12,10,1,1,"15",14,2,5,0,"No",4,4,5,1,6,0,100
"Male","Junior","No","suburbs","Asian","Agnostic",2,26,4,0,0,2,2,"13",1,1,6,0,"No",3,4,8,8,9,25,100
"Male","Sophomore","Yes","big_city","Hispanic","Christian",7,26,3.7,10,10,12,4,"15",3,1,5,0,"No",1,5,9,0,9,0,70
"Male","Sophomore","No","Small_Town","White","Christian",7,27,2.8,15,25,0,0,"still_waiting",1,4,2,0,"No",2,5,5,4,8,0,10
"Female","Sophomore","No","suburbs","Asian","Christian",4,32,3.9,0,1,0,1,"18",7,1.5,3,4,"No",9,5,5,2,9,0,80
"Male","Sophomore","No","Small_Town","White","Christian",5,24,3.6,0,0,0,0,"still_waiting",7,3,5,5,"No",5,5,5,5,5,5,50
"Male","Sophomore","No","big_city","Hispanic","Christian",6,19,3.1,4,15,1,1,"16",2,8,5,0,"No",0,0,8,6,6,15,10
"Female","Sophomore","Yes","suburbs","White","Jewish",6,28,3.9,6,4,1,3,"12",7,5,10,0,"No",0,3,5,9,9,0,100
"Female","Junior","Yes","suburbs","White","Jewish",5,28,3.4,6,10,0,1,"15",10,3,5,0,"No",0,1,7,5,9,0,100
"Female","Sophomore","Yes","suburbs","White","Christian",7,29,3.7,8,10,0,4,"16",2,1,1,0,"No",3,9,4,9,10,0,100
"Female","Sophomore","No","suburbs","White","Jewish",6,29,3.7,7,4,0,2,"12",12,3,5,0,"No",2,3,3,3,8,0,100
"Male","Freshman","Yes","suburbs","White","Christian",4,30,4,5,15,2,2,"16",3,1.5,0,5,"No",5,5,7,9,9,0,100
"Male","Sophomore","No","suburbs","White","Christian",1,28,2.9,8,20,2,1,"13",2,1.5,3,3,"No",4,4,4,4,4,0,100
"Female","Sophomore","No","suburbs","White","Christian",8,31,3.6,0,0,0,1,"18",1,0.5,0,0,"No",5,5,10,5,10,0,70
"Male","Freshman","No","suburbs","Asian","Hindu",7,31,3.8,15,20,1,1,"14",5,4,5,2,"No",5,7,8,4,9,5,100
"Male","Sophomore","Yes","suburbs","Hispanic","Jewish",5,28,3.8,18,10,2,4,"13",1,1,10,0,"No",1,4,5,5,6,5,50
"Male","Senior","No","suburbs","Asian","Hindu",10,30,3.8,9,20,3,0,"15",0,1.5,10,0,"No",5,8,4,0,6,0,100
"Male","Sophomore","No","suburbs","White","Agnostic",0,28,3.5,0,0,0,0,"still_waiting",0,0.5,1,0,"No",0,5,5,10,10,0,100
"Female","Sophomore","Yes","suburbs","Mixed_Other","Christian",8,24,3.6,15,15,5,2,"14",2,5,5,1,"No",0,3,5,7,10,0,100
"Male","Freshman","No","big_city","White","Other",5,21,3.5,10,10,3,2,"16",5,3,10,5,"No",5,5,5,10,10,0,20
"Male","Junior","No","big_city","Black","Agnostic",0,23,2.7,3,5,50,1,"15",0,8,0,0,"Yes",0,3,5,7,0,10,0
"Male","Junior","No","suburbs","Asian","Christian",4,28,2,1,0,0,3,"19",4,2,0,0,"No",0,4,4,3,6,0,100
"Female","Sophomore","Yes","suburbs","White","Agnostic",3,33,3.7,5,2,0,1,"18",4,5,0,0,"No",0,3,5,0,9,15,10
"Female","Junior","No","big_city","White","Other",3,23,3.6,7,3,1,1,"16",7,4.5,5,3,"No",5,5,7,6,8,10,100
"Female","Freshman","Yes","Small_Town","White","Christian",7,27,3.8,9,13,5,3,"14",2,6,4,0,"No",3,4,6,3,8,10,70
"Male","Sophomore","No","big_city","Hispanic","Christian",8,23,3.1,3,0,1,1,"18",7,1,5,3,"No",9,7,6,5,9,0,100
"Female","Freshman","No","suburbs","Mixed_Other","Christian",3,27,3.8,0,0,2,1,"13",3,1.5,5,0,"No",2,2,5,3,9,0,90
"Female","Junior","No","big_city","Black","Christian",8,24,3,7,3,4,1,"14",15,3.5,3,3,"No",0,3,3,3,9,10,80
"Male","Sophomore","No","suburbs","Black","Other",5,24,3.2,5,6,4,1,"12",4,6,0,10,"No",3,3,7,5,7,10,70
"Female","Sophomore","Yes","suburbs","White","Christian",2,30,3.3,14,16,1,1,"17",4,1.5,4,0,"No",0,2,4,1,8,10,80
"Male","Sophomore","No","big_city","Hispanic","Christian",6,22,2.7,5,10,2,1,"13",4,4,7,1,"No",1,3,5,6,8,0,0
"Female","Junior","Yes","Medium_City","White","Other",5,25,3.1,5,25,5,2,"14",7,7,6,0,"No",6,0,5,0,10,0,10
"Female","Sophomore","No","suburbs","White","Other",3,30,3.2,7,5,2,2,"15",3,1.5,0,1,"No",3,3,4,5,7,0,100
"Female","Sophomore","Yes","Small_Town","Asian","Christian",4,28,3.2,6,12,4,3,"13",2,5,3,0,"Yes",5,5,7,7,5,15,90
"Male","Sophomore","No","Small_Town","Hispanic","Christian",10,30,3,5,5,3,0,"15",8,0,5,10,"No",10,6,5,8,7,0,0
"Male","Sophomore","No","big_city","Asian","Buddhist",2,29,3.9,16,0,0,1,"19",6,1.5,10,6,"No",2,6,9,10,6,0,100
"Male","Sophomore","No","suburbs","Asian","Christian",6,31,3.4,0,0,0,0,"still_waiting",0,3,5,10,"No",10,5,5,5,5,0,0
"Female","Freshman","Yes","suburbs","White","Jewish",7,29,4,10,5,1,2,"13",7,2,4,0,"No",1,2,3,2,10,0,100
"Female","Sophomore","No","Small_Town","Asian","Christian",6,25,3.6,10,2,0,0,"18",2,5,0,0,"No",2,2,6,5,9,0,100
"Female","Freshman","No","Small_Town","White","Christian",3,30,3.8,2,5,1,0,"17",3,2,2,0,"Yes",1,5,8,3,3,10,0
"Female","Sophomore","Yes","suburbs","White","Christian",8,26,3.5,6,2,0,0,"still_waiting",2,6,3,5,"No",6,8,7,3,8,0,100
"Female","Sophomore","Yes","suburbs","Mixed_Other","Christian",5,31,3,15,15,1,1,"15",4,4,0,0,"No",10,8,8,2,9,0,100
"Male","Sophomore","No","suburbs","White","Christian",3,30,2.4,10,20,1,0,"16",1,6,5,0,"No",0,3,4,8,3,10,90
"Female","Sophomore","No","big_city","Hispanic","Christian",4,23,2.2,8,10,3,1,"13",2,0,10,10,"No",5,10,5,7,9,0,10
"Male","Sophomore","Yes","big_city","White","Christian",4,28,3.8,6,15,4,1,"16",3,6,3,0,"No",0,7,8,5,4,5,90
"Male","Sophomore","Yes","Small_Town","White","Christian",5,25,3.1,4,5,2,1,"14",1,0,1,5,"No",8,3,5,6,10,0,10
"Male","Sophomore","No","suburbs","Asian","Hindu",7,28,2.7,1,2,3,2,"13",6,0.5,2,5,"No",0,1,7,10,8,0,0
"Male","Junior","No","suburbs","Black","Christian",6,22,2.7,9,3,11,4,"13",2,2,6,0,"No",7,6,5,7,10,10,30
"Female","Sophomore","No","big_city","Black","Christian",6,26,3.3,8,3,0,1,"16",2,4,2,5,"No",8,3,7,5,6,20,0
"Male","Sophomore","No","big_city","Asian","Buddhist",7,28,2.8,2,10,1,2,"19",5,2,0,0,"No",5,5,4,3,3,0,0
"Female","Sophomore","No","Small_Town","White","Atheist",0,27,3.2,10,4,5,2,"15",2,1,2,0,"No",2,5,8,8,10,30,80
"Female","Sophomore","No","suburbs","White","Christian",6,30,3.9,2,1,0,0,"still_waiting",3,4,2,1,"No",8,5,6,6,9,5,100
"Female","Junior","Yes","suburbs","White","Christian",8,32,3.3,2,5,2,4,"13",14,5,6,7,"No",3,4,8,8,10,20,30
"Female","Sophomore","Yes","big_city","White","Christian",1,23,3.2,8,17,12,22,"13",22,7.5,4,6,"Yes",6,6,5,5,4,10,50
"Female","Sophomore","No","big_city","Black","Christian",8,19,3.5,1,0,0,2,"16",50,8,0,0,"No",10,6,10,6,9,0,90
"Female","Sophomore","Yes","suburbs","White","Christian",8,28,3.5,10,10,2,4,"15",10,2,5,5,"No",3,8,8,2,10,0,60
"Male","Junior","Yes","Small_Town","Hispanic","Christian",2,21,3.1,14,18,7,2,"13",3,2.5,6,10,"No",6,6,0,0,10,0,10
"Female","Sophomore","No","Medium_City","White","Agnostic",0,26,3.9,0,0,0,0,"still_waiting",7,4,0,0,"No",0,1,5,3,10,0,100
"Female","Junior","Yes","Small_Town","White","Christian",5,21,2.5,2,2,0,1,"15",1,1.5,1,1,"No",9,7,9,8,10,0,50
"Female","Sophomore","No","suburbs","Mixed_Other","Christian",0,31,3.6,6,9,1,2,"14",5,4,3,1,"No",0,5,7,6,9,0,100
"Female","Sophomore","No","suburbs","White","Agnostic",3,26,3.5,7,0,1,2,"14",10,1.5,0,0,"No",8,5,6,0,8,0,20
"Male","Sophomore","Yes","Small_Town","White","Agnostic",2,29,3.1,10,10,16,1,"14",1,1.5,2,0,"No",1,3,4,0,7,5,80
"Female","Sophomore","Yes","suburbs","White","Christian",3,25,3.7,15,20,1,1,"14",4,1,3,1,"No",2,6,8,5,10,10,100
"Female","Sophomore","No","suburbs","White","Christian",5,29,3.6,10,10,0,0,"still_waiting",2,4,0,0,"No",2,5,4,2,9,20,100
"Male","Senior","No","Medium_City","Asian","Hindu",9,27,3.2,0,0,0,0,"still_waiting",10,0,5,10,"No",10,6,3,0,10,0,100
"Female","Senior","No","suburbs","White","Other",4,28,3.6,6,14,10,1,"18",1,2,0,0,"No",3,3,6,1,10,20,90
"Female","Sophomore","No","big_city","Asian","Hindu",8,32,3.7,3,4,0,0,"18",1,3,3,1,"No",7,3,2,7,8,10,40
"Female","Freshman","No","Medium_City","White","Christian",5,24,3.8,2,0,0,4,"12",5,3,2,8,"Yes",10,6,4,7,8,0,80
"Male","Sophomore","No","suburbs","Asian","Christian",0,28,3,15,10,50,0,"15",1,2,3,5,"No",5,5,5,7,10,0,50
"Female","Sophomore","Yes","suburbs","White","Christian",2,29,3.4,7,8,1,1,"17",3,5,4,1,"No",0,4,5,5,8,0,90
"Male","Sophomore","No","big_city","Asian","Christian",5,26,3.9,3,2,0,1,"18",1,1,1,1,"No",2,5,5,5,8,0,100
"Male","Sophomore","No","suburbs","Asian","Agnostic",0,30,3.8,0,0,0,0,"still_waiting",7,3,0,0,"No",6,0,5,0,8,0,100
"Female","Sophomore","No","big_city","Black","Christian",7,26,3.4,4,0,0,1,"14",3,1.5,5,3,"No",0,5,6,7,7,0,100
"Male","Sophomore","No","suburbs","Mixed_Other","Muslim",7,30,3.3,0,0,0,0,"still_waiting",3,1.5,0,7,"No",4,7,7,7,9,0,100
"Female","Sophomore","No","suburbs","Asian","Hindu",7,30,3.3,10,4,0,1,"18",6,2,5,0,"No",2,5,6,2,8,0,100
"Female","Junior","No","Medium_City","Black","Christian",6,24,2.5,2,5,0,0,"20",14,4,1,0,"Yes",1,0,2,4,9,10,10
"Male","Freshman","No","suburbs","Asian","Christian",9,35,4,0,0,0,0,"still_waiting",4,0.5,5,4,"No",3,4,3,8,3,40,90
"Female","Junior","No","Medium_City","White","Christian",10,23,3.5,4,0,0,1,"13",8,1,0,10,"No",10,7,7,5,10,10,20
"Female","Freshman","Yes","Small_Town","White","Christian",8,25,4,6,5,1,1,"16",6,1,4,4,"No",9,6,5,2,10,15,50
"Female","Junior","No","suburbs","Asian","Other",0,36,4,0,0,0,0,"still_waiting",50,0.5,4,4,"No",4,5,5,5,5,0,0
"Female","Junior","No","Small_Town","Mixed_Other","Agnostic",0,26,2.9,0,0,1,1,"19",1,4,0,0,"No",3,1,2,7,5,5,90
"Female","Sophomore","No","big_city","Black","Christian",7,24,2.5,4,0,11,2,"13",1,5,0,2,"Yes",2,2,5,5,3,0,0
"Female","Freshman","No","Small_Town","White","Christian",2,29,3.9,4,3,2,1,"13",4,0.5,0,2,"No",2,4,7,7,7,0,90
